date,player_id,player_name,team,stat,side,line,price,implied_prob,model_prob,model_prob_raw,edge,ev,bookmaker,bookmaker_title,commence_time,home_team,away_team
2026-01-13,1642852.0,Derik Queen,NOP,ast,UNDER,3.5,210,0.3225806451612903,0.48129465984713266,0.40647329923566333,0.15871401468584234,0.49201344552611115,bovada,Bovada,2026-01-14T01:10:00Z,New Orleans Pelicans,Denver Nuggets
2026-01-13,203507.0,Giannis Antetokounmpo,MIL,ast,OVER,6.5,210,0.3225806451612903,0.4756673484726094,0.37833674236304693,0.15308670331131907,0.4745687802650891,bovada,Bovada,2026-01-14T01:10:00Z,Milwaukee Bucks,Minnesota Timberwolves
2026-01-13,1629057.0,Robert Williams,POR,ast,OVER,1.5,175,0.36363636363636365,0.5297591807023567,0.6487959035117834,0.16612281706599308,0.45683774693148105,betmgm,BetMGM,2026-01-14T04:10:00Z,Golden State Warriors,Portland Trail Blazers
2026-01-13,203110.0,Draymond Green,GSW,ast,UNDER,4.5,205,0.32786885245901637,0.4680399617025583,0.3401998085127915,0.14017110924354192,0.4275218831928028,bovada,Bovada,2026-01-14T04:10:00Z,Golden State Warriors,Portland Trail Blazers
2026-01-13,1630558.0,Davion Mitchell,MIA,ast,UNDER,5.5,165,0.37735849056603776,0.531835931371902,0.6591796568595097,0.15447744080586423,0.4093652181355403,bovada,Bovada,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1630700.0,Dyson Daniels,ATL,ast,OVER,7.5,185,0.3508771929824561,0.4944118648193629,0.4720593240968144,0.14353467183690677,0.40907381473518434,bovada,Bovada,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
2026-01-13,1628983.0,Shai Gilgeous-Alexander,OKC,ast,OVER,7.5,200,0.3333333333333333,0.4681721726031077,0.3408608630155384,0.13483883926977436,0.40451651780932296,bovada,Bovada,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1631221.0,Collin Gillespie,PHX,ast,UNDER,3.5,190,0.3448275862068966,0.4803108952265247,0.4015544761326235,0.13548330901962813,0.39290159615692155,bovada,Bovada,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1627750.0,Jamal Murray,DEN,ast,OVER,10.5,200,0.3333333333333333,0.4570548446788173,0.2852742233940865,0.12372151134548398,0.3711645340364519,bovada,Bovada,2026-01-14T01:10:00Z,New Orleans Pelicans,Denver Nuggets
2026-01-13,1628978.0,Donte DiVincenzo,MIN,ast,OVER,5.5,190,0.3448275862068966,0.4661450055414085,0.3307250277070425,0.1213174193345119,0.3518205160700846,bovada,Bovada,2026-01-14T01:10:00Z,Milwaukee Bucks,Minnesota Timberwolves
2026-01-13,1642349.0,Ajay Mitchell,OKC,ast,OVER,3.5,158,0.3875968992248062,0.5130429842951902,0.5652149214759514,0.12544608507038402,0.32365089948159087,betonlineag,BetOnline.ag,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1630198.0,Isaiah Joe,OKC,ast,OVER,1.5,155,0.39215686274509803,0.5149695974747215,0.5748479873736076,0.12281273472962345,0.3131724735605398,betonlineag,BetOnline.ag,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1629618.0,Jalen Pickett,DEN,ast,UNDER,4.5,145,0.40816326530612246,0.5307093964499525,0.6535469822497624,0.12254613114383006,0.30023802130238364,bovada,Bovada,2026-01-14T01:10:00Z,New Orleans Pelicans,Denver Nuggets
2026-01-13,1629028.0,Deandre Ayton,LAL,ast,OVER,1.5,153,0.3952569169960474,0.5070463658192198,0.535231829096099,0.11178944882317238,0.28282730552262614,draftkings,DraftKings,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
2026-01-13,1628978.0,Donte DiVincenzo,MIN,ast,UNDER,3.5,170,0.37037037037037035,0.4717286292332234,0.35864314616611703,0.10135825886285305,0.2736672989297032,bovada,Bovada,2026-01-14T01:10:00Z,Milwaukee Bucks,Minnesota Timberwolves
2026-01-13,1629618.0,Jalen Pickett,DEN,ast,OVER,6.5,200,0.3333333333333333,0.4232120461928859,0.11606023096442952,0.08987871285955257,0.26963613857865765,bovada,Bovada,2026-01-14T01:10:00Z,New Orleans Pelicans,Denver Nuggets
2026-01-13,1627750.0,Jamal Murray,DEN,ast,UNDER,7.5,180,0.35714285714285715,0.4526892966283619,0.2634464831418093,0.09554643948550473,0.26753003055941327,bovada,Bovada,2026-01-14T01:10:00Z,New Orleans Pelicans,Denver Nuggets
2026-01-13,1630692.0,Jordan Goodwin,PHX,ast,OVER,2.5,140,0.4166666666666667,0.5267811235487742,0.6339056177438709,0.11011445688210747,0.2642746965170579,betmgm,BetMGM,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1629028.0,Deandre Ayton,LAL,ast,OVER,1.5,146,0.4065040650406504,0.5070463658192198,0.535231829096099,0.1005423007785694,0.24733405991528068,williamhill_us,Caesars,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
2026-01-13,1629028.0,Deandre Ayton,LAL,ast,OVER,1.5,145,0.40816326530612246,0.5070463658192198,0.535231829096099,0.09888310051309734,0.2422635962570885,betmgm,BetMGM,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
2026-01-13,1629645.0,Kevin Porter Jr.,MIL,ast,UNDER,6.5,150,0.4,0.49390545846457856,0.4695272923228928,0.09390545846457854,0.2347636461614464,bovada,Bovada,2026-01-14T01:10:00Z,Milwaukee Bucks,Minnesota Timberwolves
2026-01-13,1641739.0,Toumani Camara,POR,ast,OVER,3.5,158,0.3875968992248062,0.4719830412287659,0.3599152061438293,0.08438614200395966,0.21771624637021603,betonlineag,BetOnline.ag,2026-01-14T04:10:00Z,Golden State Warriors,Portland Trail Blazers
2026-01-13,1631221.0,Collin Gillespie,PHX,ast,OVER,5.5,165,0.37735849056603776,0.45818568774392904,0.29092843871964524,0.08082719717789127,0.2141920725214118,bovada,Bovada,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,203944.0,Julius Randle,MIN,ast,UNDER,4.5,130,0.43478260869565216,0.5275123397562805,0.6375616987814028,0.09272973106062837,0.21327838143944522,bovada,Bovada,2026-01-14T01:10:00Z,Milwaukee Bucks,Minnesota Timberwolves
2026-01-13,1630692.0,Jordan Goodwin,PHX,ast,OVER,2.5,130,0.43478260869565216,0.5267811235487742,0.6339056177438709,0.091998514853122,0.21159658416218063,williamhill_us,Caesars,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,203084.0,Harrison Barnes,SAS,ast,OVER,2.5,150,0.4,0.4835712774187022,0.41785638709351103,0.08357127741870218,0.20892819354675551,williamhill_us,Caesars,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1629001.0,De'Anthony Melton,GSW,ast,OVER,2.5,130,0.43478260869565216,0.5256155205768132,0.628077602884066,0.090832911881161,0.20891569732667026,betonlineag,BetOnline.ag,2026-01-14T04:10:00Z,Golden State Warriors,Portland Trail Blazers
2026-01-13,1642263.0,Reed Sheppard,HOU,ast,UNDER,2.5,150,0.4,0.48235229253407796,0.4117614626703897,0.08235229253407794,0.2058807313351949,bovada,Bovada,2026-01-14T01:10:00Z,Houston Rockets,Chicago Bulls
2026-01-13,1627936.0,Alex Caruso,OKC,ast,OVER,2.5,152,0.3968253968253968,0.47769391147536777,0.38846955737683897,0.08086851464997097,0.2037886569179268,betonlineag,BetOnline.ag,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1626181.0,Norman Powell,MIA,ast,OVER,2.5,116,0.46296296296296297,0.5495491867421523,0.7477459337107613,0.08658622377918929,0.18702624336304885,draftkings,DraftKings,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1630541.0,Moses Moody,GSW,ast,OVER,1.5,130,0.43478260869565216,0.5155481817272752,0.577740908636376,0.08076557303162307,0.18576081797273303,betmgm,BetMGM,2026-01-14T04:10:00Z,Golden State Warriors,Portland Trail Blazers
2026-01-13,1626181.0,Norman Powell,MIA,ast,OVER,2.5,115,0.46511627906976744,0.5495491867421523,0.7477459337107613,0.08443290767238482,0.18153075149562725,betonlineag,BetOnline.ag,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1630692.0,Jordan Goodwin,PHX,ast,OVER,2.5,124,0.44642857142857145,0.5267811235487742,0.6339056177438709,0.0803525521202027,0.17998971674925413,betonlineag,BetOnline.ag,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1629640.0,Keldon Johnson,SAS,ast,UNDER,0.5,125,0.4444444444444444,0.5237377314372508,0.6186886571862541,0.07929328699280636,0.17840989573381427,betmgm,BetMGM,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1627936.0,Alex Caruso,OKC,ast,OVER,2.5,146,0.4065040650406504,0.47769391147536777,0.38846955737683897,0.07118984643471737,0.17512702222940468,draftkings,DraftKings,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1626181.0,Norman Powell,MIA,ast,OVER,2.5,113,0.4694835680751174,0.5495491867421523,0.7477459337107613,0.08006561866703488,0.17053976776078428,williamhill_us,Caesars,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1630552.0,Jalen Johnson,ATL,ast,UNDER,7.5,115,0.46511627906976744,0.5419165180142081,0.709582590071041,0.07680023894444071,0.16512051373054748,betrivers,BetRivers,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
2026-01-13,1629020.0,Jarred Vanderbilt,LAL,ast,UNDER,1.5,130,0.43478260869565216,0.5056479648345039,0.5282398241725198,0.07086535613885175,0.16299031911935902,williamhill_us,Caesars,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
2026-01-13,203084.0,Harrison Barnes,SAS,ast,OVER,2.5,140,0.4166666666666667,0.4835712774187022,0.41785638709351103,0.06690461075203552,0.16057106580488523,betmgm,BetMGM,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1629020.0,Jarred Vanderbilt,LAL,ast,UNDER,1.5,129,0.4366812227074236,0.5056479648345039,0.5282398241725198,0.06896674212708032,0.15793383947101403,draftkings,DraftKings,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
2026-01-13,1642264.0,Stephon Castle,SAS,ast,UNDER,5.5,112,0.4716981132075472,0.542539063710149,0.712695318550745,0.07084095050260186,0.150182815065516,betrivers,BetRivers,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1642264.0,Stephon Castle,SAS,ast,UNDER,5.5,111,0.47393364928909953,0.542539063710149,0.712695318550745,0.0686054144210495,0.14475742442841455,draftkings,DraftKings,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1642852.0,Derik Queen,NOP,ast,OVER,5.5,150,0.4,0.4573180544449283,0.2865902722246415,0.05731805444492827,0.1432951361123207,bovada,Bovada,2026-01-14T01:10:00Z,New Orleans Pelicans,Denver Nuggets
2026-01-13,1630692.0,Jordan Goodwin,PHX,ast,OVER,2.5,117,0.4608294930875576,0.5267811235487742,0.6339056177438709,0.06595163046121655,0.14311503810083992,draftkings,DraftKings,2026-01-14T00:40:00Z,Miami Heat,Phoenix Suns
2026-01-13,1629645.0,Kevin Porter Jr.,MIL,ast,OVER,8.5,155,0.39215686274509803,0.44693470703203697,0.23467353516018474,0.05477784428693894,0.1396835029316943,bovada,Bovada,2026-01-14T01:10:00Z,Milwaukee Bucks,Minnesota Timberwolves
2026-01-13,1642264.0,Stephon Castle,SAS,ast,UNDER,5.5,110,0.47619047619047616,0.542539063710149,0.712695318550745,0.06634858751967287,0.13933203379131298,fanduel,FanDuel,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1642264.0,Stephon Castle,SAS,ast,UNDER,5.5,110,0.47619047619047616,0.542539063710149,0.712695318550745,0.06634858751967287,0.13933203379131298,bovada,Bovada,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,1630198.0,Isaiah Joe,OKC,ast,UNDER,0.5,150,0.4,0.45560420569884114,0.2780210284942056,0.055604205698841114,0.13901051424710287,betmgm,BetMGM,2026-01-14T01:10:00Z,Oklahoma City Thunder,San Antonio Spurs
2026-01-13,202710.0,Jimmy Butler,GSW,ast,UNDER,4.5,130,0.43478260869565216,0.4947847680855271,0.4739238404276356,0.060002159389874965,0.13800496659671235,betmgm,BetMGM,2026-01-14T04:10:00Z,Golden State Warriors,Portland Trail Blazers
2026-01-13,1629020.0,Jarred Vanderbilt,LAL,ast,UNDER,1.5,125,0.4444444444444444,0.5056479648345039,0.5282398241725198,0.061203520390059496,0.13770792087763384,betmgm,BetMGM,2026-01-14T03:40:00Z,Los Angeles Lakers,Atlanta Hawks
