date,home_team,visitor_team,h1_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-04-28,Boston Celtics,Philadelphia 76ers,109.5,53.0,50.5,-7.0,-110,-110,-3.5,-105.0,-115,-2.5,-115,-105
2026-04-28,New York Knicks,Atlanta Hawks,109.0,52.5,50.5,-3.5,-110,-110,-1.5,-110.0,-110,-1.5,-110,-110
2026-04-28,San Antonio Spurs,Portland Trail Blazers,110.5,53.5,52.0,-7.5,-110,-110,-3.5,,-120,-2.5,-115,-105
