date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-03-21,2026-03-21T23:11:00Z,Orlando Magic,Los Angeles Lakers,134.57511009010224,-134.57511009010219,3.0,-3.0,-110,-110,232.5,-101.08932461873637,101.08932461873638,11,11,9,8,oddsapi_consensus
2026-03-21,2026-03-22T00:10:00Z,San Antonio Spurs,Indiana Pacers,-1172.7288948964842,1172.728894896485,-19.0,19.0,-105,-115,233.0,-102.04585885618634,102.04585885618634,11,11,7,5,oddsapi_consensus
2026-03-21,2026-03-22T00:10:00Z,Atlanta Hawks,Golden State Warriors,-375.1960155296979,375.19601552969806,-10.5,10.5,-115,-105,229.5,100.43414083528695,-100.43414083528695,11,11,7,8,oddsapi_consensus
2026-03-21,2026-03-22T00:11:00Z,Houston Rockets,Miami Heat,-118.68272431732092,118.68272431732088,-2.0,2.0,-115,-105,229.5,-100.11572734637194,100.11572734637194,11,11,8,11,oddsapi_consensus
2026-03-21,2026-03-22T00:45:00Z,Dallas Mavericks,Los Angeles Clippers,235.40639817986204,-235.40639817986198,7.0,-7.0,-110,-110,233.5,-103.23327118272165,103.23327118272167,11,11,9,7,oddsapi_consensus
2026-03-21,2026-03-21T23:10:00Z,New Orleans Pelicans,Cleveland Cavaliers,170.168166971869,-170.16816697186906,4.5,-4.5,235,-330,236.0,100.1819174094961,-100.1819174094961,11,11,10,7,oddsapi_consensus
2026-03-21,2026-03-21T21:10:00Z,Washington Wizards,Oklahoma City Thunder,1345.851016983675,-1345.8510169836738,21.0,-21.0,-115,-105,230.0,100.3185727938834,-100.3185727938834,11,11,6,4,oddsapi_consensus
2026-03-21,2026-03-22T01:40:00Z,Utah Jazz,Philadelphia 76ers,225.27594591543155,-225.27594591543155,6.0,-6.0,-105,-115,230.5,-100.72957894261977,100.72957894261977,11,11,8,9,oddsapi_consensus
2026-03-21,2026-03-21T23:10:00Z,Charlotte Hornets,Memphis Grizzlies,-812.0147158466592,812.0147158466599,-16.5,16.5,-110,-110,235.0,-100.0,-100.0,11,11,11,7,oddsapi_consensus
2026-03-21,2026-03-22T02:11:00Z,Phoenix Suns,Milwaukee Bucks,-466.15482018011653,466.1548201801163,-11.5,11.5,-110,-110,220.0,100.21226915729144,-100.21226915729144,11,11,11,6,oddsapi_consensus
