date,home_tri,away_tri,home_pts,visitor_pts
2026-05-11,CON,SEA,82,89
2026-05-11,WSH,NYK,93,98
2026-05-11,LA,LV,78,105
2026-05-11,GSW,PHX,95,79
2026-05-11,DAL,ATL,0,0
2026-05-11,PHX,MIN,0,0
2026-05-11,POR,NYK,0,0
