date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-02-09,2026-02-10T00:40:00Z,Brooklyn Nets,Chicago Bulls,148.05347180826533,-148.0534718082653,3.5,-3.5,-115,-105,217.5,100.60840477908111,-100.60840477908107,11,11,10,10,oddsapi_consensus
2026-02-09,2026-02-10T00:10:00Z,Charlotte Hornets,Detroit Pistons,129.3706423110294,-129.37064231102943,2.5,-2.5,-115,-105,221.5,-100.0923736328702,100.0923736328702,11,11,9,9,oddsapi_consensus
2026-02-09,2026-02-10T03:10:00Z,Golden State Warriors,Memphis Grizzlies,-322.91838258033727,322.91838258033727,-9.0,9.0,-105,-115,219.0,101.33336535823717,-101.3333653582372,11,11,7,7,oddsapi_consensus
2026-02-09,2026-02-10T02:10:00Z,Denver Nuggets,Cleveland Cavaliers,-101.83499048207945,101.83499048207948,-1.0,1.0,-120,-110,239.5,100.28906746834713,-100.2890674683471,11,11,8,6,oddsapi_consensus
2026-02-09,2026-02-10T03:10:00Z,Portland Trail Blazers,Philadelphia 76ers,131.3887973376015,-131.38879733760146,2.5,-2.5,145,-190,230.5,-100.62102158049993,100.62102158049991,11,11,8,7,oddsapi_consensus
2026-02-09,2026-02-10T00:40:00Z,Miami Heat,Utah Jazz,-212.7513770201578,212.75137702015783,-5.5,5.5,-115,-105,236.5,-100.31110331972671,100.3111033197267,11,11,7,11,oddsapi_consensus
2026-02-09,2026-02-10T01:10:00Z,Minnesota Timberwolves,Atlanta Hawks,-317.1405979625599,317.14059796255975,-10.0,10.0,-115,-105,236.5,-100.2890674683471,100.28906746834713,11,11,5,6,oddsapi_consensus
2026-02-09,2026-02-10T00:40:00Z,Orlando Magic,Milwaukee Bucks,-339.1146541719349,339.1146541719349,-10.0,10.0,-105,-115,220.5,100.7038873829718,-100.7038873829718,11,11,7,7,oddsapi_consensus
2026-02-09,2026-02-10T01:10:00Z,New Orleans Pelicans,Sacramento Kings,-328.53710370934897,328.53710370934897,-9.5,9.5,-110,-110,229.5,100.12878612379797,-100.12878612379797,11,11,9,7,oddsapi_consensus
2026-02-09,2026-02-10T03:10:00Z,Los Angeles Lakers,Oklahoma City Thunder,217.84617348056503,-217.8461734805649,6.5,-6.5,-105,-115,221.5,-100.173340266944,100.173340266944,11,11,6,10,oddsapi_consensus
