date,team_tri,player_id,player_name,_baseline_source,exp_min_mean,exp_min_source,exp_asof_ts
,ATL,3058895,Brionna Jones,blend_lag1_roll3_roll5_roll10,26.913333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,4398915,Naz Hillmon,blend_lag1_roll3_roll5_roll10,24.413333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,4398674,Rhyne Howard,blend_lag1_roll3_roll5_roll10,22.943333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,5108587,Madina Okot,blend_lag1_roll3_roll5_roll10,21.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,3058901,Allisha Gray,blend_lag1_roll3_roll5_roll10,20.12666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,5208983,Isobel Borlase,blend_lag1_roll3_roll5_roll10,18.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,3142250,Jordin Canada,blend_lag1_roll3_roll5_roll10,17.726666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,5105740,Indya Nivar,blend_lag1_roll3_roll5_roll10,15.600000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,4433431,Te-Hina Paopao,blend_lag1_roll3_roll5_roll10,12.940000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,4597509,Aaliyah Nye,blend_lag1_roll3_roll5_roll10,10.873333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,4433402,Angel Reese,blend_lag1_roll3_roll5_roll10,9.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,ATL,5017721,Sika Kone,blend_lag1_roll3_roll5_roll10,8.76,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,2529137,Natasha Cloud,blend_lag1_roll3_roll5_roll10,27.37666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4433630,Rickea Jackson,blend_lag1_roll3_roll5_roll10,26.299999999999997,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4433405,Kamilla Cardoso,blend_lag1_roll3_roll5_roll10,23.53666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4858656,Gabriela Jaquez,blend_lag1_roll3_roll5_roll10,21.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,2491205,Skylar Diggins,blend_lag1_roll3_roll5_roll10,21.736666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,2566186,Rachel Banham,blend_lag1_roll3_roll5_roll10,20.496666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4433424,Maddy Westbeld,blend_lag1_roll3_roll5_roll10,17.42666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,3142010,Azura Stevens,blend_lag1_roll3_roll5_roll10,16.746666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4432865,Jacy Sheldon,blend_lag1_roll3_roll5_roll10,15.599999999999998,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4433433,Aicha Coulibaly,blend_lag1_roll3_roll5_roll10,15.466666666666669,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,2566081,Elizabeth Williams,blend_lag1_roll3_roll5_roll10,14.853333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4594786,Sydney Taylor,blend_lag1_roll3_roll5_roll10,10.733333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,4066548,DiJonai Carrington,blend_lag1_roll3_roll5_roll10,0.5,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,CHI,981,Courtney Vandersloot,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,3142191,Kelsey Mitchell,blend_lag1_roll3_roll5_roll10,29.35333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4398829,Lexie Hull,blend_lag1_roll3_roll5_roll10,26.56,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,3142255,Monique Billings,blend_lag1_roll3_roll5_roll10,25.52333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4432831,Aliyah Boston,blend_lag1_roll3_roll5_roll10,22.826666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,3142055,Myisha Hines-Allen,blend_lag1_roll3_roll5_roll10,21.996666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4433403,Caitlin Clark,blend_lag1_roll3_roll5_roll10,19.53333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,3907781,Sophie Cunningham,blend_lag1_roll3_roll5_roll10,12.32,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4433797,Raven Johnson,blend_lag1_roll3_roll5_roll10,12.266666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4433546,Makayla Timpson,blend_lag1_roll3_roll5_roll10,11.723333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4682855,Justine Pissott,blend_lag1_roll3_roll5_roll10,10.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,3058893,Shatori Walker-Kimbrough,blend_lag1_roll3_roll5_roll10,8.030000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,2955898,Damiris Dantas,blend_lag1_roll3_roll5_roll10,6.293333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4065760,Tyasha Harris,blend_lag1_roll3_roll5_roll10,3.7333333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,IND,4898383,Bree Hall,blend_lag1_roll3_roll5_roll10,0.6299999999999999,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,LAS,3065570,Kelsey Plum,blend_lag1_roll3_roll5_roll10,29.903333333333332,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,LAS,1068,Nneka Ogwumike,blend_lag1_roll3_roll5_roll10,29.629999999999995,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,LAS,2566106,Dearica Hamby,blend_lag1_roll3_roll5_roll10,27.939999999999998,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,LAS,4398764,Rae Burrell,blend_lag1_roll3_roll5_roll10,27.326666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,LAS,2491214,Erica Wheeler,blend_lag1_roll3_roll5_roll10,26.61666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,LAS,4433404,Cameron Brink,blend_lag1_roll3_roll5_roll10,12.86,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
,LAS,5105729,Chance Gray,blend_lag1_roll3_roll5_roll10,11.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-17T16:00:00Z
