date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2026-03-02,0022500879,HOU,1641708,Amen Thompson,0.1175542255160903,8.506712503185387,751,1,0.1175542255160903
2026-03-02,0022500879,HOU,201142,Kevin Durant,0.1162256028198396,8.603956234583633,760,2,0.2337798283359299
2026-03-02,0022500879,HOU,1631095,Jabari Smith Jr.,0.1106425498574866,9.038114191041805,804,3,0.3444223781934165
2026-03-02,0022500880,BOS,1628401,Derrick White,0.1126462447314954,8.877348751248734,788,1,0.1126462447314954
2026-03-02,0022500880,BOS,1627759,Jaylen Brown,0.1125334766972869,8.886244603372404,789,2,0.2251797214287823
2026-03-02,0022500880,MIL,1629645,Kevin Porter Jr.,0.1108284240200553,9.022956058808902,802,3,0.3360081454488376
2026-03-02,0022500881,DEN,1627750,Jamal Murray,0.1113325152160082,8.982101931855148,798,1,0.1113325152160082
2026-03-02,0022500881,UTA,1628374,Lauri Markkanen,0.1097699239623126,9.109963493673648,811,2,0.2211024391783208
2026-03-02,0022500881,DEN,203999,Nikola Jokić,0.1093703877448372,9.143242705996576,814,3,0.330472826923158
2026-03-02,0022500882,LAC,201935,James Harden,0.1183319088625778,8.45080595430374,745,1,0.1183319088625778
2026-03-02,0022500882,LAC,202695,Kawhi Leonard,0.1091712172615721,9.159923513576107,816,2,0.2275031261241499
2026-03-02,0022500882,GSW,201939,Stephen Curry,0.1045471936562329,9.565058276821398,857,3,0.3320503197803828
