player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
A.J. Green,MIL,"[{'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': 100.0, 'edge': 0.0902446287218449, 'ev': 0.1804892574436898, 'ev_pct': 18.04892574436898, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': 105.0, 'edge': 0.0874661510640134, 'ev': 0.1793056096812275, 'ev_pct': 17.930560968122748, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': -104.0, 'edge': 0.082626361489647, 'ev': 0.1620747859989231, 'ev_pct': 16.207478599892312, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': -123.0, 'edge': 0.0788993372420243, 'ev': 0.1430451398778165, 'ev_pct': 14.30451398778165, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': -125.0, 'edge': 0.0780224064996226, 'ev': 0.1404403316993209, 'ev_pct': 14.04403316993209, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': 100.0, 'edge': 0.0883222529023419, 'ev': 0.1766445058046839, 'ev_pct': 17.66445058046839, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -102.0, 'edge': 0.0872331439914508, 'ev': 0.1727558341791477, 'ev_pct': 17.27558341791477, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -130.0, 'edge': 0.0826525727734903, 'ev': 0.1462314749069444, 'ev_pct': 14.623147490694441, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 12.5, 'price': -125.0, 'edge': 0.080858757295924, 'ev': 0.1455457631326634, 'ev_pct': 14.55457631326634, 'book': 'draftkings'}, {'market': 'pts', 'side': 'OVER', 'line': 11.5, 'price': 150.0, 'edge': 0.2392305716918678, 'ev': 0.5980764292296695, 'ev_pct': 59.807642922966956, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 10.5, 'price': 115.0, 'edge': 0.1888928609924748, 'ev': 0.4061196511338208, 'ev_pct': 40.611965113382084, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 5.5, 'price': 125.0, 'edge': 0.0673827241632906, 'ev': 0.1516111293674038, 'ev_pct': 15.16111293674038, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -130.0, 'edge': 0.0625398160835668, 'ev': 0.1106473669170797, 'ev_pct': 11.06473669170797, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -137.0, 'edge': 0.0597146463899326, 'ev': 0.1033019795212704, 'ev_pct': 10.33019795212704, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -145.0, 'edge': 0.0566835605378702, 'ev': 0.0957756712536428, 'ev_pct': 9.57756712536428, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'edge': 0.0408543136212988, 'ev': 0.0980503526911171, 'ev_pct': 9.80503526911171, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 100.0, 'edge': 0.2588195979392391, 'ev': 0.5176391958784783, 'ev_pct': 51.76391958784783, 'book': 'bovada'}]",[],"[{'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': 100.0, 'edge': 0.0902446287218449, 'ev': 0.1804892574436898, 'ev_pct': 18.04892574436898, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': 105.0, 'edge': 0.0874661510640134, 'ev': 0.1793056096812275, 'ev_pct': 17.930560968122748, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': -104.0, 'edge': 0.082626361489647, 'ev': 0.1620747859989231, 'ev_pct': 16.207478599892312, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': -123.0, 'edge': 0.0788993372420243, 'ev': 0.1430451398778165, 'ev_pct': 14.30451398778165, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': -125.0, 'edge': 0.0780224064996226, 'ev': 0.1404403316993209, 'ev_pct': 14.04403316993209, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': 100.0, 'edge': 0.0883222529023419, 'ev': 0.1766445058046839, 'ev_pct': 17.66445058046839, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 13.5, 'price': -102.0, 'edge': 0.0872331439914508, 'ev': 0.1727558341791477, 'ev_pct': 17.27558341791477, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -130.0, 'edge': 0.0826525727734903, 'ev': 0.1462314749069444, 'ev_pct': 14.623147490694441, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 12.5, 'price': -125.0, 'edge': 0.080858757295924, 'ev': 0.1455457631326634, 'ev_pct': 14.55457631326634, 'book': 'draftkings'}, {'market': 'pts', 'side': 'OVER', 'line': 11.5, 'price': 150.0, 'edge': 0.2392305716918678, 'ev': 0.5980764292296695, 'ev_pct': 59.807642922966956, 'book': 'bovada'}, {'market': 'pts', 'side': 'OVER', 'line': 10.5, 'price': 115.0, 'edge': 0.1888928609924748, 'ev': 0.4061196511338208, 'ev_pct': 40.611965113382084, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 5.5, 'price': 125.0, 'edge': 0.0673827241632906, 'ev': 0.1516111293674038, 'ev_pct': 15.16111293674038, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -130.0, 'edge': 0.0625398160835668, 'ev': 0.1106473669170797, 'ev_pct': 11.06473669170797, 'book': 'betmgm'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -137.0, 'edge': 0.0597146463899326, 'ev': 0.1033019795212704, 'ev_pct': 10.33019795212704, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 4.5, 'price': -145.0, 'edge': 0.0566835605378702, 'ev': 0.0957756712536428, 'ev_pct': 9.57756712536428, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 140.0, 'edge': 0.0408543136212988, 'ev': 0.0980503526911171, 'ev_pct': 9.80503526911171, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 100.0, 'edge': 0.2588195979392391, 'ev': 0.5176391958784783, 'ev_pct': 51.76391958784783, 'book': 'bovada'}]","{'market': 'ra', 'side': 'OVER', 'line': 5.5, 'price': 125.0, 'ev': 0.1516111293674038, 'ev_pct': 15.16111293674038, 'book': 'bovada'}",,,"['EV 15.2%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned']",0.5,0.0
Aaron Wiggins,OKC,"[{'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 105.0, 'edge': 0.0568588397973138, 'ev': 0.1165606215844934, 'ev_pct': 11.65606215844934, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 104.0, 'edge': 0.0563327757131436, 'ev': 0.1149188624548129, 'ev_pct': 11.491886245481291, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 104.0, 'edge': 0.0563327757131436, 'ev': 0.1149188624548129, 'ev_pct': 11.491886245481291, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 115.0, 'edge': 0.0472354317534528, 'ev': 0.1015561782699235, 'ev_pct': 10.15561782699235, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 115.0, 'edge': 0.0472354317534528, 'ev': 0.1015561782699235, 'ev_pct': 10.15561782699235, 'book': 'betmgm'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 105.0, 'edge': 0.0438321419066009, 'ev': 0.0898558909085318, 'ev_pct': 8.98558909085318, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 145.0, 'edge': 0.2508176257950852, 'ev': 0.6145031831979589, 'ev_pct': 61.45031831979589, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 144.0, 'edge': 0.2491448255274372, 'ev': 0.6079133742869468, 'ev_pct': 60.79133742869468, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 144.0, 'edge': 0.2491448255274372, 'ev': 0.6079133742869468, 'ev_pct': 60.79133742869468, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 139.0, 'edge': 0.2405708492602035, 'ev': 0.5749643297318864, 'ev_pct': 57.49643297318864, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 136.0, 'edge': 0.2352520775418857, 'ev': 0.5551949029988503, 'ev_pct': 55.519490299885035, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 132.0, 'edge': 0.227946408342587, 'ev': 0.5288356673548019, 'ev_pct': 52.883566735480194, 'book': 'betrivers'}]",[],"[{'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 105.0, 'edge': 0.0568588397973138, 'ev': 0.1165606215844934, 'ev_pct': 11.65606215844934, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 104.0, 'edge': 0.0563327757131436, 'ev': 0.1149188624548129, 'ev_pct': 11.491886245481291, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 104.0, 'edge': 0.0563327757131436, 'ev': 0.1149188624548129, 'ev_pct': 11.491886245481291, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 115.0, 'edge': 0.0472354317534528, 'ev': 0.1015561782699235, 'ev_pct': 10.15561782699235, 'book': 'fanatics'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 115.0, 'edge': 0.0472354317534528, 'ev': 0.1015561782699235, 'ev_pct': 10.15561782699235, 'book': 'betmgm'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 105.0, 'edge': 0.0438321419066009, 'ev': 0.0898558909085318, 'ev_pct': 8.98558909085318, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 145.0, 'edge': 0.2508176257950852, 'ev': 0.6145031831979589, 'ev_pct': 61.45031831979589, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 144.0, 'edge': 0.2491448255274372, 'ev': 0.6079133742869468, 'ev_pct': 60.79133742869468, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 144.0, 'edge': 0.2491448255274372, 'ev': 0.6079133742869468, 'ev_pct': 60.79133742869468, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 139.0, 'edge': 0.2405708492602035, 'ev': 0.5749643297318864, 'ev_pct': 57.49643297318864, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 136.0, 'edge': 0.2352520775418857, 'ev': 0.5551949029988503, 'ev_pct': 55.519490299885035, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 132.0, 'edge': 0.227946408342587, 'ev': 0.5288356673548019, 'ev_pct': 52.883566735480194, 'book': 'betrivers'}]","{'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 105.0, 'ev': 0.1165606215844934, 'ev_pct': 11.65606215844934, 'book': 'bovada'}",,,"['EV 11.7%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Anfernee Simons,CHI,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 130.0, 'edge': 0.0429599381474067, 'ev': 0.0988078577390355, 'ev_pct': 9.88078577390355, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 124.0, 'edge': 0.0412130437374689, 'ev': 0.0923172179719303, 'ev_pct': 9.23172179719303, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 123.0, 'edge': 0.0409127554607232, 'ev': 0.0912354446774129, 'ev_pct': 9.12354446774129, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 122.0, 'edge': 0.040609761884187, 'ev': 0.0901536713828952, 'ev_pct': 9.01536713828952, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.0399955112699364, 'ev': 0.0879901247938601, 'ev_pct': 8.799012479386011, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.0399955112699364, 'ev': 0.0879901247938601, 'ev_pct': 8.799012479386011, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': 125.0, 'edge': 0.0688246269883031, 'ev': 0.154855410723682, 'ev_pct': 15.4855410723682, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': 100.0, 'edge': 0.0672358704576031, 'ev': 0.1344717409152063, 'ev_pct': 13.44717409152063, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -122.0, 'edge': 0.0655676385495153, 'ev': 0.1193116045737082, 'ev_pct': 11.931160457370819, 'book': 'fanduel'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 130.0, 'edge': 0.0429599381474067, 'ev': 0.0988078577390355, 'ev_pct': 9.88078577390355, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 124.0, 'edge': 0.0412130437374689, 'ev': 0.0923172179719303, 'ev_pct': 9.23172179719303, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 123.0, 'edge': 0.0409127554607232, 'ev': 0.0912354446774129, 'ev_pct': 9.12354446774129, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 122.0, 'edge': 0.040609761884187, 'ev': 0.0901536713828952, 'ev_pct': 9.01536713828952, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.0399955112699364, 'ev': 0.0879901247938601, 'ev_pct': 8.799012479386011, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 120.0, 'edge': 0.0399955112699364, 'ev': 0.0879901247938601, 'ev_pct': 8.799012479386011, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 20.5, 'price': 125.0, 'edge': 0.0688246269883031, 'ev': 0.154855410723682, 'ev_pct': 15.4855410723682, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': 100.0, 'edge': 0.0672358704576031, 'ev': 0.1344717409152063, 'ev_pct': 13.44717409152063, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -122.0, 'edge': 0.0655676385495153, 'ev': 0.1193116045737082, 'ev_pct': 11.931160457370819, 'book': 'fanduel'}]","{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 130.0, 'ev': 0.0988078577390355, 'ev_pct': 9.88078577390355, 'book': 'betmgm'}",model 3.7 vs line 3.5 (+0.2),3.6578094959259033,"['EV 9.9%', 'Regular price range (-150 to +150)', 'Consensus: 6 books aligned', 'Best line available']",1.0,1.0
Anthony Black,ORL,[],[],[],,,,[],0.0,0.0
Anthony Edwards,MIN,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 145.0, 'edge': 0.041096457842958, 'ev': 0.1006863217152471, 'ev_pct': 10.06863217152471, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -150.0, 'edge': 0.0391964110439131, 'ev': 0.0653273517398551, 'ev_pct': 6.53273517398551, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 31.5, 'price': 110.0, 'edge': 0.1016443443421075, 'ev': 0.2134531231184259, 'ev_pct': 21.34531231184259, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -110.0, 'edge': 0.0949482653022159, 'ev': 0.1812648701224122, 'ev_pct': 18.12648701224122, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -110.0, 'edge': 0.0949482653022159, 'ev': 0.1812648701224122, 'ev_pct': 18.12648701224122, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -111.0, 'edge': 0.094451763383913, 'ev': 0.1795434421081589, 'ev_pct': 17.95434421081589, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -118.0, 'edge': 0.0911037917329716, 'ev': 0.1683103948965069, 'ev_pct': 16.83103948965069, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 33.5, 'price': -130.0, 'edge': 0.0887220910542498, 'ev': 0.1569698534036728, 'ev_pct': 15.69698534036728, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': 115.0, 'edge': 0.097756896565781, 'ev': 0.2101773276164292, 'ev_pct': 21.01773276164292, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -105.0, 'edge': 0.0924153062986962, 'ev': 0.1804298837260259, 'ev_pct': 18.04298837260259, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -106.0, 'edge': 0.0918943496328188, 'ev': 0.1785871323052894, 'ev_pct': 17.858713230528938, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -108.0, 'edge': 0.0908674638971952, 'ev': 0.1750040045427464, 'ev_pct': 17.50040045427464, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -125.0, 'edge': 0.0868551212832129, 'ev': 0.1563392183097833, 'ev_pct': 15.63392183097833, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -125.0, 'edge': 0.0868551212832129, 'ev': 0.1563392183097833, 'ev_pct': 15.63392183097833, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': 150.0, 'edge': 0.2469797223426926, 'ev': 0.6174493058567315, 'ev_pct': 61.74493058567315, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 27.5, 'price': 117.0, 'edge': 0.215480690122565, 'ev': 0.467593097565966, 'ev_pct': 46.7593097565966, 'book': 'betrivers'}, {'market': 'pts', 'side': 'UNDER', 'line': 26.5, 'price': 120.0, 'edge': 0.2082731973700136, 'ev': 0.45820103421403, 'ev_pct': 45.820103421403005, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'edge': 0.051758799892559, 'ev': 0.1268090597367697, 'ev_pct': 12.680905973676971, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -105.0, 'edge': 0.0563157612865465, 'ev': 0.1099498196546862, 'ev_pct': 10.99498196546862, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -108.0, 'edge': 0.0547679188850457, 'ev': 0.1054789548897178, 'ev_pct': 10.547895488971779, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.0537605928777197, 'ev': 0.1026338591301921, 'ev_pct': 10.26338591301921, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -118.0, 'edge': 0.0499161193084755, 'ev': 0.0922179153326072, 'ev_pct': 9.22179153326072, 'book': 'fanduel'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 145.0, 'edge': 0.041096457842958, 'ev': 0.1006863217152471, 'ev_pct': 10.06863217152471, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': -150.0, 'edge': 0.0391964110439131, 'ev': 0.0653273517398551, 'ev_pct': 6.53273517398551, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 31.5, 'price': 110.0, 'edge': 0.1016443443421075, 'ev': 0.2134531231184259, 'ev_pct': 21.34531231184259, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -110.0, 'edge': 0.0949482653022159, 'ev': 0.1812648701224122, 'ev_pct': 18.12648701224122, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -110.0, 'edge': 0.0949482653022159, 'ev': 0.1812648701224122, 'ev_pct': 18.12648701224122, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -111.0, 'edge': 0.094451763383913, 'ev': 0.1795434421081589, 'ev_pct': 17.95434421081589, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 32.5, 'price': -118.0, 'edge': 0.0911037917329716, 'ev': 0.1683103948965069, 'ev_pct': 16.83103948965069, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 33.5, 'price': -130.0, 'edge': 0.0887220910542498, 'ev': 0.1569698534036728, 'ev_pct': 15.69698534036728, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 32.5, 'price': 115.0, 'edge': 0.097756896565781, 'ev': 0.2101773276164292, 'ev_pct': 21.01773276164292, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -105.0, 'edge': 0.0924153062986962, 'ev': 0.1804298837260259, 'ev_pct': 18.04298837260259, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -106.0, 'edge': 0.0918943496328188, 'ev': 0.1785871323052894, 'ev_pct': 17.858713230528938, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -108.0, 'edge': 0.0908674638971952, 'ev': 0.1750040045427464, 'ev_pct': 17.50040045427464, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -125.0, 'edge': 0.0868551212832129, 'ev': 0.1563392183097833, 'ev_pct': 15.63392183097833, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -125.0, 'edge': 0.0868551212832129, 'ev': 0.1563392183097833, 'ev_pct': 15.63392183097833, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 25.5, 'price': 150.0, 'edge': 0.2469797223426926, 'ev': 0.6174493058567315, 'ev_pct': 61.74493058567315, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 27.5, 'price': 117.0, 'edge': 0.215480690122565, 'ev': 0.467593097565966, 'ev_pct': 46.7593097565966, 'book': 'betrivers'}, {'market': 'pts', 'side': 'UNDER', 'line': 26.5, 'price': 120.0, 'edge': 0.2082731973700136, 'ev': 0.45820103421403, 'ev_pct': 45.820103421403005, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'edge': 0.051758799892559, 'ev': 0.1268090597367697, 'ev_pct': 12.680905973676971, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -105.0, 'edge': 0.0563157612865465, 'ev': 0.1099498196546862, 'ev_pct': 10.99498196546862, 'book': 'betmgm'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -108.0, 'edge': 0.0547679188850457, 'ev': 0.1054789548897178, 'ev_pct': 10.547895488971779, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.0537605928777197, 'ev': 0.1026338591301921, 'ev_pct': 10.26338591301921, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -118.0, 'edge': 0.0499161193084755, 'ev': 0.0922179153326072, 'ev_pct': 9.22179153326072, 'book': 'fanduel'}]","{'market': 'ra', 'side': 'UNDER', 'line': 8.5, 'price': 145.0, 'ev': 0.1268090597367697, 'ev_pct': 12.680905973676971, 'book': 'bovada'}",,,"['EV 12.7%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned']",0.75,0.0
