date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2026-03-01,0022500872,Indiana Pacers,Memphis Grizzlies,2026-03-01T22:10:00Z,-106.01805905408436,106.0180590540844,-1.0,1.0,,,237.5,-100.43830557891366,100.43830557891364,11,oddsapi_consensus,IND,MEM,0.5,1.2261655997170176,0.7065845040934063,IND: Pascal Siakam (11.5%); IND: Bennedict Mathurin (10.8%); IND: Andrew Nembhard (10.8%); MEM: Jaren Jackson Jr. (10.4%); IND: Aaron Nesmith (10.2%)
2026-03-01,0022500871,Denver Nuggets,Minnesota Timberwolves,2026-03-01T20:40:00Z,-139.67985916040232,139.67985916040234,-3.0,3.0,,,240.5,-100.65645490403224,100.65645490403226,11,oddsapi_consensus,DEN,MIN,0.5,1.1815137957105493,0.6931860667363816,MIN: Anthony Edwards (10.9%); DEN: Jamal Murray (10.7%); DEN: Nikola Jokić (10.5%); MIN: Julius Randle (10.3%); MIN: Jaden McDaniels (9.9%)
2026-03-01,0022500873,Atlanta Hawks,Portland Trail Blazers,2026-03-01T23:10:00Z,-182.6174368436778,182.61743684367767,-5.5,5.5,,,236.5,100.97239497023529,-100.97239497023526,11,oddsapi_consensus,ATL,POR,0.5,1.3232727371136976,0.7337375325931809,ATL: Jalen Johnson (11.1%); POR: Deni Avdija (10.6%); ATL: Dyson Daniels (10.6%); POR: Toumani Camara (10.6%); ATL: Nickeil Alexander-Walker (10.5%)
2026-03-01,0022500876,Dallas Mavericks,Oklahoma City Thunder,2026-03-02T01:10:00Z,719.6719223625062,-719.6719223625072,15.5,-15.5,,,234.5,-100.0,-100.0,11,oddsapi_consensus,DAL,OKC,0.5,1.1161644574749594,0.6724663422641491,DAL: Cooper Flagg (11.3%); OKC: Shai Gilgeous-Alexander (11.0%); DAL: Anthony Davis (10.3%); DAL: P.J. Washington (10.2%); DAL: Naji Marshall (9.9%)
2026-03-01,0022500875,Orlando Magic,Detroit Pistons,2026-03-01T23:10:00Z,182.20027244914243,-182.20027244914243,5.0,-5.0,,,224.5,100.54318305268876,-100.54318305268876,11,oddsapi_consensus,ORL,DET,0.5,1.056526070974366,0.6523385338053921,ORL: Paolo Banchero (11.5%); DET: Cade Cunningham (11.3%); ORL: Desmond Bane (11.2%); ORL: Franz Wagner (10.5%); ORL: Anthony Black (10.3%)
2026-03-01,0022500878,Los Angeles Lakers,Sacramento Kings,2026-03-02T02:40:00Z,-539.5326572711715,539.5326572711717,-12.5,12.5,,,233.0,100.10680337498668,-100.10680337498668,11,oddsapi_consensus,LAL,SAC,0.4850044983805899,1.0297795049895058,0.6429143124982064,LAL: Luka Dončić (11.3%); SAC: Keegan Murray (10.9%); LAL: Austin Reaves (10.6%); LAL: LeBron James (10.5%); SAC: DeMar DeRozan (10.1%)
2026-03-01,0022500874,Boston Celtics,Philadelphia 76ers,2026-03-01T23:10:00Z,-304.2043754057201,304.2043754057202,-9.5,9.5,,,220.5,-100.0,-100.0,11,oddsapi_consensus,BOS,PHI,0.5,1.270444771556441,0.7192932563659545,PHI: Tyrese Maxey (12.1%); PHI: VJ Edgecombe (11.1%); BOS: Derrick White (10.8%); BOS: Jaylen Brown (10.7%); BOS: Payton Pritchard (10.3%)
2026-03-01,0022500877,Los Angeles Clippers,New Orleans Pelicans,2026-03-02T02:10:00Z,-298.1213850629612,298.1213850629613,-9.0,9.0,,,222.5,100.70320873783972,-100.70320873783972,11,oddsapi_consensus,LAC,NOP,0.5,1.0783993893842223,0.6598604789053379,NOP: Trey Murphy III (11.5%); LAC: James Harden (11.5%); LAC: Kawhi Leonard (10.6%); LAC: Bennedict Mathurin (10.1%); LAC: Ivica Zubac (10.0%)
2026-03-01,0022500869,Brooklyn Nets,Cleveland Cavaliers,2026-03-01T20:40:00Z,463.20435304989047,-463.2043530498905,12.0,-12.0,,,222.5,-100.00263791146595,100.00263791146595,11,oddsapi_consensus,BKN,CLE,0.5,1.2931790259461062,0.7256029203730874,CLE: Donovan Mitchell (11.3%); BKN: Michael Porter Jr. (11.1%); CLE: Evan Mobley (10.9%); CLE: James Harden (10.8%); CLE: Darius Garland (10.3%)
2026-03-01,0022500868,New York Knicks,San Antonio Spurs,2026-03-01T18:10:00Z,102.67963233360668,-102.67963233360668,1.0,-1.0,,,226.5,100.52171596617914,-100.52171596617914,8,oddsapi_consensus,NYK,SAS,0.5,1.249149697290352,0.7132514837317604,NYK: Jalen Brunson (11.1%); NYK: Mikal Bridges (10.9%); NYK: OG Anunoby (10.6%); SAS: De'Aaron Fox (10.1%); NYK: Karl-Anthony Towns (10.0%)
2026-03-01,0022500870,Chicago Bulls,Milwaukee Bucks,2026-03-01T20:40:00Z,135.59528737313772,-135.59528737313772,3.0,-3.0,,,229.0,-100.0,-100.0,11,oddsapi_consensus,CHI,MIL,0.5,1.2582978070020552,0.7158627284309782,MIL: Kevin Porter Jr. (11.2%); MIL: Ryan Rollins (10.7%); CHI: Josh Giddey (10.3%); CHI: Nikola Vučević (10.2%); MIL: AJ Green (10.0%)
