date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,total,bookmaker
2025-10-23,2025-10-23T23:45:08Z,Indiana Pacers,Oklahoma City Thunder,183.25,-242.5,5.5,-5.5,231.5,oddsapi_consensus
2025-10-23,2025-10-24T02:10:00Z,Golden State Warriors,Denver Nuggets,-124.18181818181819,85.72727272727273,-1.5,1.5,233.5,oddsapi_consensus
