date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price,q3_away_spread_price
2026-01-23,Detroit Pistons,Houston Rockets,106.5,54.0,52.5,56.5,54.5,-2.5,-105,-115,-1.5,-105,-115,-1.0,-115,-105,-0.5,-120.0,-0.5,-115,-105,
2026-01-23,Brooklyn Nets,Boston Celtics,111.0,56.0,54.5,53.5,51.0,4.5,-110,-110,2.5,-115,-105,2.0,-105,-115,2.5,-115.0,1.5,-110,-110,-105.0
2026-01-23,Atlanta Hawks,Phoenix Suns,119.5,60.5,59.0,57.5,54.5,1.5,-105,-115,1.0,-115,-105,1.0,-115,-105,1.5,-130.0,1.5,-130,110,110.0
2026-01-23,Cleveland Cavaliers,Sacramento Kings,120.5,60.5,59.5,57.5,54.5,-7.0,-115,-105,-4.0,-105,-115,-3.5,-110,-110,-3.5,,-2.5,-105,-115,-120.0
2026-01-23,Oklahoma City Thunder,Indiana Pacers,111.0,56.0,55.0,59.5,56.5,-9.5,-110,-110,-5.0,-105,-115,-4.5,-110,-110,-4.5,-110.0,-3.5,-105,-115,-110.0
2026-01-23,Memphis Grizzlies,New Orleans Pelicans,123.5,62.0,61.0,59.5,56.5,-3.0,-110,-110,-1.5,-110,-110,-1.5,-110,-110,-1.5,-105.0,-1.5,-105,-115,-115.0
2026-01-23,Milwaukee Bucks,Denver Nuggets,103.0,52.0,51.0,56.5,53.5,-4.0,-110,-110,-2.0,-110,-110,-2.0,-110,-110,-2.5,-105.0,-1.5,-105,-115,-115.0
2026-01-23,Portland Trail Blazers,Toronto Raptors,110.5,55.5,54.5,59.5,56.5,1.5,-105,-115,1.0,-115,-105,1.0,-115,-105,1.5,-145.0,1.5,-140,120,125.0
