market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Washington Wizards,Philadelphia 76ers,Washington Wizards,2026-01-07,1.6215308826105463,600.0,0.14285714285714285,,,,,,High
ATS,Washington Wizards,Philadelphia 76ers,Washington Wizards,2026-01-07,0.745165432940551,-105.0,0.5121951219512195,-14.968188047409058,16.5,1.5318119525909424,16.5,,High
TOTAL,Under,Philadelphia 76ers,Washington Wizards,2026-01-07,0.5077135125801223,-109.85714285714286,0.5234853641933288,-12.862030029296875,234.5,,,221.63796997070312,High
ML,Orlando Magic,Brooklyn Nets,Orlando Magic,2026-01-07,0.27823473857420633,-130.8181818181818,0.5667585663647106,,,,,,High
ATS,Orlando Magic,Brooklyn Nets,Orlando Magic,2026-01-07,0.08522433661324064,-170.0,0.6296296296296297,-5.723004341125488,-2.0,-7.723004341125488,-2.0,,High
TOTAL,Over,Brooklyn Nets,Orlando Magic,2026-01-07,0.02029253490894045,-107.83333333333331,0.5188452285485164,1.1791381835937216,221.0,,,222.17913818359372,Low
ML,Portland Trail Blazers,Portland Trail Blazers,Houston Rockets,2026-01-07,0.9639010469739511,221.54545454545453,0.3109980209216851,,,,,,High
ATS,Portland Trail Blazers,Portland Trail Blazers,Houston Rockets,2026-01-07,0.41923162688248816,-108.33333333333331,0.5199999999999999,7.6463165283203125,7.0,0.6463165283203125,-7.0,,High
TOTAL,Over,Portland Trail Blazers,Houston Rockets,2026-01-07,0.16096272664554645,-108.4,0.5201535508637236,4.2144012451171875,221.5,,,225.7144012451172,High
ML,Chicago Bulls,Detroit Pistons,Chicago Bulls,2026-01-07,0.5352005438183639,277.5,0.26490066225165565,,,,,,High
ATS,Chicago Bulls,Detroit Pistons,Chicago Bulls,2026-01-07,0.4716606705131323,-110.0,0.5238095238095238,-8.900575637817383,8.5,-0.4005756378173828,8.5,,High
TOTAL,Over,Detroit Pistons,Chicago Bulls,2026-01-07,0.19516236087257288,-109.625,0.5229576624925462,5.0990447998046875,226.5,,,231.5990447998047,High
ML,Los Angeles Clippers,New York Knicks,Los Angeles Clippers,2026-01-07,0.7990338039386341,163.27272727272728,0.37983425414364647,,,,,,High
ATS,Los Angeles Clippers,New York Knicks,Los Angeles Clippers,2026-01-07,0.4945568898580497,-115.0,0.5348837209302325,-10.074365615844727,5.0,-5.074365615844727,5.0,,High
TOTAL,Over,New York Knicks,Los Angeles Clippers,2026-01-07,0.11572395301645355,-108.2,0.5196926032660903,3.2234802246093466,223.0,,,226.22348022460935,Medium
ML,New Orleans Pelicans,Atlanta Hawks,New Orleans Pelicans,2026-01-07,0.12476829004948287,346.54545454545456,0.22394136807817588,,,,,,High
ATS,New Orleans Pelicans,Atlanta Hawks,New Orleans Pelicans,2026-01-07,0.0286636523756853,-110.0,0.5238095238095238,-1.1696519851684553,10.5,9.330348014831545,10.5,,Low
TOTAL,Under,Atlanta Hawks,New Orleans Pelicans,2026-01-07,0.5701034987616178,-109.28571428571428,0.5221843003412969,-14.638732910156278,246.5,,,231.86126708984372,High
ML,Memphis Grizzlies,Memphis Grizzlies,Phoenix Suns,2026-01-07,1.0377592273450063,205.0,0.32786885245901637,,,,,,High
ATS,Memphis Grizzlies,Memphis Grizzlies,Phoenix Suns,2026-01-07,0.5713872843594574,-110.0,0.5238095238095238,11.127277374267578,7.0,4.127277374267578,-7.0,,High
TOTAL,Under,Memphis Grizzlies,Phoenix Suns,2026-01-07,0.2820121278882908,-110.0,0.5238095238095238,-7.1062774658203125,231.5,,,224.3937225341797,High
ML,Denver Nuggets,Boston Celtics,Denver Nuggets,2026-01-07,0.28427426809594813,296.72727272727275,0.2520623281393217,,,,,,High
ATS,Denver Nuggets,Boston Celtics,Denver Nuggets,2026-01-07,0.2551397710101003,-110.0,0.5238095238095238,-4.866299629211426,9.5,4.633700370788574,9.5,,High
