date,home_tri,away_tri,home_pts,visitor_pts
2026-03-17,CHA,MIA,136,106
2026-03-17,ORL,OKC,108,113
2026-03-17,WSH,DET,117,130
2026-03-17,NYK,IND,136,110
2026-03-17,MIL,CLE,116,123
2026-03-17,MIN,PHX,116,104
2026-03-17,DEN,PHI,124,96
2026-03-17,SAC,SA,104,132
