date,game_id,home_team,visitor_team,tip_prob_home,tip_outcome_home,tip_brier,tip_logloss,first_basket_top1_name,first_basket_top1_prob,first_basket_actual_name,first_basket_hit_top1,first_basket_hit_top5,first_basket_prob_actual,early_threes_expected,early_threes_prob_ge_1,early_threes_actual,early_threes_error,early_threes_brier_ge1
2025-11-28,0022500069,ATL,CLE,0.65,,,,Evan Mobley,0.1120831463974521,,,,,1.3070704682563197,0.7293883382446618,,,
2025-11-28,0022500070,BKN,PHI,0.5,,,,Tyrese Maxey,0.1277758160779871,,,,,1.2465990628462855,0.7125191595407544,,,
2025-11-28,0022500071,CHA,CHI,0.5448788923735801,,,,Miles Bridges,0.1151882723458391,,,,,1.2813058132652,0.7223255273976914,,,
2025-11-28,0022500072,DET,ORL,0.5,,,,Cade Cunningham,0.1168474587432419,,,,,1.0422918626923907,0.6473544600648664,,,
2025-11-28,0022500073,IND,WAS,0.51499550161941,,,,Pascal Siakam,0.1168431677267411,,,,,1.182083479745876,0.6933608039587489,,,
2025-11-28,0022500074,NYK,MIL,0.51499550161941,,,,Mikal Bridges,0.1127228676000704,,,,,1.2747891156983229,0.7205100979601021,,,
2025-11-28,0022500075,OKC,PHX,0.5,,,,Devin Booker,0.1179909854649817,,,,,1.2587232802676045,0.7159835955290941,,,
2025-11-28,0022500076,DEN,SAS,0.4700359482354282,,,,Jamal Murray,0.11003665540005,,,,,1.1262050849136025,0.6757385307919233,,,
2025-11-28,0022500077,UTA,SAC,0.51499550161941,,,,Keegan Murray,0.1190645028504417,,,,,1.1590851642578373,0.6862268995323142,,,
2025-11-28,0022500078,LAL,DAL,0.4850044983805899,,,,Luka Dončić,0.1163271499812289,,,,,1.0907305228290034,0.6640290304259959,,,
2025-11-28,0022500079,LAC,MEM,0.65,,,,James Harden,0.1233278195866787,,,,,1.2302615828551442,0.7077838710468737,,,
