market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Atlanta Hawks,Atlanta Hawks,New York Knicks,2025-12-27,0.8186213059854921,184.72727272727272,0.351213282247765,,,,,,High
ATS,Atlanta Hawks,Atlanta Hawks,New York Knicks,2025-12-27,0.4437126032755747,-110.0,0.5238095238095238,8.330737113952637,6.0,2.3307371139526367,-6.0,,High
TOTAL,Under,Atlanta Hawks,New York Knicks,2025-12-27,0.5516371732614226,-110.0,0.5238095238095238,-14.209945678710966,242.5,,,228.29005432128903,High
ATS,New Orleans Pelicans,New Orleans Pelicans,Phoenix Suns,2025-12-27,0.03521327465104512,-110.0,0.5238095238095238,1.2733838558197021,4.5,-3.226616144180298,-4.5,,Low
TOTAL,Under,New Orleans Pelicans,Phoenix Suns,2025-12-27,0.482759089376932,-110.0,0.5238095238095238,-12.1766357421875,237.5,,,225.3233642578125,High
ML,Brooklyn Nets,Minnesota Timberwolves,Brooklyn Nets,2025-12-27,0.128274850238431,467.3636363636364,0.17625380547989103,,,,,,High
ATS,Minnesota Timberwolves,Minnesota Timberwolves,Brooklyn Nets,2025-12-27,0.003667498036534933,-110.0,0.5238095238095238,0.7745018005371094,-12.5,13.27450180053711,12.5,,Low
TOTAL,Over,Minnesota Timberwolves,Brooklyn Nets,2025-12-27,0.012561141847268587,-110.0,0.5238095238095238,1.219970703125,224.5,,,225.719970703125,Low
ML,Orlando Magic,Orlando Magic,Denver Nuggets,2025-12-27,0.5888940045887195,151.63636363636363,0.39739884393063585,,,,,,High
ATS,Orlando Magic,Orlando Magic,Denver Nuggets,2025-12-27,0.31385415898800983,-110.0,0.5238095238095238,5.889371871948242,4.0,1.8893718719482424,-4.0,,High
TOTAL,Under,Orlando Magic,Denver Nuggets,2025-12-27,0.3885249256682808,-110.0,0.5238095238095238,-9.675765991210966,234.5,,,224.82423400878903,High
ML,Sacramento Kings,Sacramento Kings,Dallas Mavericks,2025-12-27,0.5740078820357603,128.0,0.43859649122807015,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Dallas Mavericks,2025-12-27,0.4529227797650359,-110.0,0.5238095238095238,8.516395568847656,3.0,5.516395568847656,-3.0,,High
TOTAL,Under,Sacramento Kings,Dallas Mavericks,2025-12-27,0.37198643555513056,-110.0,0.5238095238095238,-9.261825561523438,232.5,,,223.23817443847656,High
ML,Indiana Pacers,Miami Heat,Indiana Pacers,2025-12-27,1.037090112466295,227.27272727272728,0.3055555555555556,,,,,,High
ATS,Indiana Pacers,Miami Heat,Indiana Pacers,2025-12-27,0.444576583156682,-110.0,0.5238095238095238,-8.348067998886108,7.0,-1.3480679988861084,7.0,,High
TOTAL,Over,Miami Heat,Indiana Pacers,2025-12-27,0.02144685093130866,-110.0,0.5238095238095238,1.4072723388671875,229.0,,,230.4072723388672,Low
ML,Chicago Bulls,Chicago Bulls,Milwaukee Bucks,2025-12-27,0.06864153010931218,-131.36363636363637,0.5677799607072692,,,,,,High
ATS,Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,2025-12-27,0.055465098043646965,-110.0,0.5238095238095238,-1.5947667360305786,2.0,0.4052332639694214,2.0,,Medium
TOTAL,Under,Chicago Bulls,Milwaukee Bucks,2025-12-27,0.015817445268542896,-110.0,0.5238095238095238,-1.288589477539091,233.0,,,231.7114105224609,Low
ML,Cleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,2025-12-27,0.5109608099594218,143.8181818181818,0.41014168530947054,,,,,,High
ATS,Cleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,2025-12-27,0.2735780363980649,-110.0,0.5238095238095238,-5.183439016342163,4.0,-1.183439016342163,4.0,,High
TOTAL,Under,Houston Rockets,Cleveland Cavaliers,2025-12-27,0.14753114353649177,-110.0,0.5238095238095238,-4.098617553710966,234.5,,,230.40138244628903,High
ML,Utah Jazz,San Antonio Spurs,Utah Jazz,2025-12-27,1.539407899460954,693.0,0.12610340479192939,,,,,,High
ATS,Utah Jazz,San Antonio Spurs,Utah Jazz,2025-12-27,0.5512608385987029,-110.0,0.5238095238095238,-10.64866590499878,15.5,4.851334095001221,15.5,,High
TOTAL,Under,San Antonio Spurs,Utah Jazz,2025-12-27,0.2645588719966592,-110.0,0.5238095238095238,-6.703826904296875,241.5,,,234.79617309570312,High
