game_id,expected_threes_0_3,prob_ge_1
0022500747,2.2441202844118022,0.8939792325173104
0022500748,2.095375996967279,0.8769760216860496
0022500749,2.1261943720319176,0.8807095939771412
0022500750,2.1392704137270027,0.882259286298575
0022500751,2.303844393519862,0.9001258507939646
0022500752,2.2140544186244338,0.8907432234076045
0022500753,2.28263554461098,0.8979850129482077
0022500754,2.2309094028429692,0.8925693120740127
0022500755,2.3045390707449904,0.9001952069979202
0022500756,2.155683870428252,0.8841760450551682
