date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-02-23,Detroit Pistons,San Antonio Spurs,120.0,61.0,59.5,57.5,54.5,-0.5,-110,-110,-0.5,-110,-110,-0.5,-105,-115,-1.5,120.0,-140.0,1.5,-145.0,125.0
2026-02-23,Memphis Grizzlies,Sacramento Kings,120.0,60.5,59.5,57.0,,-1.5,-110,-110,-1.0,-105,-115,-0.5,-115,-105,-1.5,115.0,-135.0,,,
2026-02-23,Houston Rockets,Utah Jazz,112.0,56.5,55.0,59.5,,-7.5,-115,-105,-4.0,-110,-110,-3.5,-115,-105,-3.5,-110.0,-110.0,,,
