date,home_tri,away_tri,home_pts,visitor_pts
2026-02-09,CHA,DET,104,110
2026-02-09,BKN,CHI,123,115
2026-02-09,MIA,UTA,111,115
2026-02-09,ORL,MIL,118,99
2026-02-09,MIN,ATL,138,116
2026-02-09,NOP,SAC,120,94
2026-02-09,DEN,CLE,117,119
2026-02-09,GSW,MEM,114,113
2026-02-09,LAL,OKC,110,119
2026-02-09,POR,PHI,135,118
