date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-03-10,Philadelphia 76ers,Memphis Grizzlies,117.0,59.0,57.5,-2.0,-105,-115,-1.0,-110,-110,-1.0,-110,-110
2026-03-10,Atlanta Hawks,Dallas Mavericks,123.0,62.0,61.0,-5.5,-110,-110,-3.0,-105,-115,-2.5,-115,-105
2026-03-10,Brooklyn Nets,Detroit Pistons,111.0,56.0,55.0,8.5,-110,-110,4.5,-115,-105,4.0,-105,-115
2026-03-10,Miami Heat,Washington Wizards,124.5,63.0,61.5,-9.5,-105,-115,-5.0,-105,-115,-4.5,-115,-105
2026-03-10,San Antonio Spurs,Boston Celtics,114.5,58.0,56.5,-2.0,-105,-115,-1.0,-110,-110,-1.0,-105,-115
2026-03-10,Milwaukee Bucks,Phoenix Suns,111.5,56.0,55.0,0.5,-110,-110,0.5,-115,-105,0.5,-115,-105
2026-03-10,Houston Rockets,Toronto Raptors,105.5,53.5,52.5,-3.0,-105,-115,-1.5,-110,-110,-1.5,-105,-115
2026-03-10,Golden State Warriors,Chicago Bulls,111.0,56.0,55.0,-3.5,-110,-110,-1.5,-115,-105,-1.5,-115,-105
2026-03-10,Sacramento Kings,Indiana Pacers,115.5,58.5,57.5,-2.0,-110,-110,-1.0,-110,-110,-1.0,-110,-110
