date,game_id,team,player_id,player_name,prob_first_basket,fair_decimal,fair_american,rank,cum_prob
2026-04-18,0042500121,NYK,3934672,Jalen Brunson,0.1147938169687983,8.711270575416153,771,1,0.1147938169687983
2026-04-18,0042500121,ATL,4701230,Jalen Johnson,0.1118876443873098,8.937537343608774,794,2,0.22668146135610812
2026-04-18,0042500121,NYK,3934719,OG Anunoby,0.1059858785295176,9.43521923745242,844,3,0.3326673398856257
2026-04-18,0042500131,CLE,3992,James Harden,0.1192139088830872,8.388282955982072,739,1,0.1192139088830872
2026-04-18,0042500131,CLE,3908809,Donovan Mitchell,0.1162647313302674,8.6010606015968,760,2,0.2354786402133546
2026-04-18,0042500131,TOR,4433134,Scottie Barnes,0.1056045334442215,9.46929044980993,847,3,0.3410831736575761
2026-04-18,0042500161,DEN,3936299,Jamal Murray,0.1193634294197964,8.377775377775382,738,1,0.1193634294197964
2026-04-18,0042500161,DEN,3112335,Nikola Jokic,0.1144002930613849,8.741236348611626,774,2,0.2337637224811813
2026-04-18,0042500161,MIN,3064514,Julius Randle,0.1067525511272872,9.367457633941155,837,3,0.3405162736084685
2026-04-18,0042500171,LAL,4066457,Austin Reaves,0.1147280869627976,8.71626143582666,772,1,0.1147280869627976
2026-04-18,0042500171,HOU,4684740,Amen Thompson,0.1113656857023743,8.979426595302508,798,2,0.2260937726651719
2026-04-18,0042500171,HOU,3202,Kevin Durant,0.1103931230144104,9.058535284570787,806,3,0.3364868956795823
