team,pace,off_rtg,def_rtg,efg_pct,tov_pct,orb_pct,ft_rate,fg3a_rate,fg3_pct,ts_pct,ast_per_100,games,source
ATL,81.53999999999999,89.28571428460707,100.67928190076807,0.4310344827511891,0.22668393782138727,0.3749999999882813,0.5344827586114744,0.49999999999137934,0.20689655171700358,0.5025125628105632,19.84126984102379,1,boxscores
CON,77.82,85.94150846477756,101.69927909240859,0.4545454545385675,0.18613308515372112,0.23529411764013844,0.13636363636157023,0.31818181817699726,0.28571428570068025,0.47884505431333024,19.240636223457663,1,boxscores
DAL,89.74000000000001,113.78999549218352,92.59259259157194,0.5563380281611783,0.1432078559723485,0.281249999991211,0.4084507042195993,0.28169014084110294,0.4499999999775,0.6029130850011765,27.039206849627767,1,boxscores
LAS,86.64,96.50317892715141,88.02816901305131,0.4765624999925537,0.2039151712866648,0.294117647050173,0.49999999999218747,0.4843749999924316,0.290322580635796,0.5443135245866784,24.977293369380366,1,boxscores
LVA,89.74000000000001,92.59259259157194,113.78999549218352,0.5083333333248612,0.172562553923937,0.07142857142602041,0.6333333333227779,0.31666666666138893,0.26315789472299167,0.5474452554708847,15.432098765261992,1,boxscores
MIN,76.66,95.7000524371303,85.66978193035214,0.4464285714205995,0.1718606782748412,0.2894736842029086,0.6607142857024872,0.08928571428411991,0.39999999992,0.5049806308764183,19.664394336396636,1,boxscores
NYL,77.82,101.69927909240859,85.94150846477756,0.43846153845479285,0.1180916391105563,0.21874999999316408,0.33846153845633137,0.3999999999938461,0.3461538461405325,0.5289234065310061,20.59732234782959,1,boxscores
POR,86.64,88.02816901305131,96.50317892715141,0.4814814814725652,0.26315789473395657,0.22222222221399177,0.5555555555452675,0.33333333332716053,0.22222222220987653,0.5580357142815623,17.60563380261026,1,boxscores
TOR,76.66,85.66978193035214,95.7000524371303,0.39705882352357263,0.10709186101728828,0.19444444443904324,0.23529411764359862,0.3529411764653979,0.24999999998958333,0.43976545841924464,14.278296988392025,1,boxscores
WSH,81.53999999999999,100.67928190076807,89.28571428460707,0.5327868852371674,0.18091361374738904,0.20689655171700358,0.426229508189734,0.22950819671754905,0.35714285711734695,0.5728879072296185,24.260067927895925,1,boxscores
