market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,San Antonio Spurs,San Antonio Spurs,Atlanta Hawks,2025-11-20,0.5368950950983048,-31.181818181818183,0.2376992376992377,,,,,,High
ATS,Atlanta Hawks,San Antonio Spurs,Atlanta Hawks,2025-11-20,,,,-1.0861103534698486,-1.0,-2.0861103534698486,-1.0,,Low
ML,Memphis Grizzlies,Memphis Grizzlies,Sacramento Kings,2025-11-20,0.045921191700536435,-153.45454545454547,0.6054519368723099,,,,,,High
ATS,Sacramento Kings,Memphis Grizzlies,Sacramento Kings,2025-11-20,,,,-1.000083088874817,3.0,1.999916911125183,3.0,,Low
TOTAL,Under,Memphis Grizzlies,Sacramento Kings,2025-11-20,,,,-6.563323974609347,234.5,,,227.93667602539065,High
ML,Milwaukee Bucks,Milwaukee Bucks,Philadelphia 76ers,2025-11-20,0.6911860451319584,105.0,0.4878048780487805,,,,,,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Philadelphia 76ers,2025-11-20,,,,16.772850036621094,1.5,15.272850036621094,-1.5,,High
TOTAL,Over,Milwaukee Bucks,Philadelphia 76ers,2025-11-20,,,,7.2823028564453125,223.5,,,230.7823028564453,High
ML,Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,2025-11-20,0.9281169967187775,198.63636363636363,0.33485540334855407,,,,,,High
ATS,Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,2025-11-20,,,,-9.250401258468628,6.5,-2.750401258468628,6.5,,High
TOTAL,Over,Orlando Magic,Los Angeles Clippers,2025-11-20,,,,7.492904663085966,218.5,,,225.99290466308597,High
