date,home_tri,away_tri,home_pts,visitor_pts
2025-12-14,IND,WAS,,
2025-12-14,CLE,CHA,,
2025-12-14,ATL,PHI,,
2025-12-14,BKN,MIL,,
2025-12-14,MIN,SAC,,
2025-12-14,CHI,NOP,,
2025-12-14,PHX,LAL,,
2025-12-14,POR,GSW,,
