event_id,commence_time,home_team,away_team,has_odds
cfb595cba37696e470059102db23fca9,2026-03-27T23:10:00Z,Indiana Pacers,Los Angeles Clippers,True
9443e4a245659d7362366345b5a91b39,2026-03-27T23:40:00Z,Boston Celtics,Atlanta Hawks,True
5ce07242b2ab7c9c82700854c237a77a,2026-03-27T23:40:00Z,Cleveland Cavaliers,Miami Heat,True
e1036e62b7cea2b7bade60f85bc0c1b1,2026-03-28T00:10:00Z,Oklahoma City Thunder,Chicago Bulls,True
874b67c6be5c213484fdecdf0e37faf6,2026-03-28T00:10:00Z,Memphis Grizzlies,Houston Rockets,True
f2ffa80a1e0d1a911096e80676b07a99,2026-03-28T00:40:00Z,Toronto Raptors,New Orleans Pelicans,True
a2b709618069c3dd7c15f6192c11e93c,2026-03-28T01:10:00Z,Denver Nuggets,Utah Jazz,True
d4d54362306cefaac74ff35c3b020b78,2026-03-28T02:10:00Z,Portland Trail Blazers,Dallas Mavericks,True
79aaaf1d88e3174addc5d58bd07e024d,2026-03-28T02:10:00Z,Golden State Warriors,Washington Wizards,True
b552edb9183af4efd9e7b1b203525ac0,2026-03-28T02:40:00Z,Los Angeles Lakers,Brooklyn Nets,True
