game_id,expected_threes_0_3,prob_ge_1
0022501186,1.228541177417762,0.7072807081317293
0022501187,1.2172004010815338,0.7039421489687997
0022501188,1.10023727214359,0.6672078879682298
0022501189,1.3202948047739398,0.7329434391892525
0022501190,1.2968058761707582,0.7265963149473793
0022501191,1.247902522552631,0.7128936351227035
0022501192,1.069714318701503,0.6568934774641937
0022501193,1.1996587312412954,0.6987029823717779
0022501194,1.2496578093368358,0.7133971470973983
0022501195,1.095598149954952,0.6656604380677953
0022501196,1.2266373819612353,0.7067228996656996
0022501197,1.2697305775243937,0.7190927056773678
0022501198,1.0809375160186931,0.6607227014054424
0022501199,1.209871308894853,0.7017643427632827
0022501200,1.1872121522260226,0.6949294300417752
