date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-03,Charlotte Hornets,Dallas Mavericks,CHA,DAL,117,90,3.976287603378296,204.2420108572768,27,207,-23.023712396621704,-2.757989142723204
2026-03-03,Chicago Bulls,Oklahoma City Thunder,CHI,OKC,108,116,7.065162658691406,210.04333438666865,-8,224,15.065162658691406,-13.956665613331353
2026-03-03,Cleveland Cavaliers,Detroit Pistons,CLE,DET,113,109,-4.442641258239746,202.90227571501248,4,222,-8.442641258239746,-19.09772428498752
2026-03-03,Los Angeles Lakers,New Orleans Pelicans,LAL,NOP,110,101,-3.6958377361297607,207.02573272682463,9,211,-12.69583773612976,-3.9742672731753714
2026-03-03,Miami Heat,Brooklyn Nets,MIA,BKN,124,98,9.076979637145996,211.5108855546632,26,222,-16.923020362854004,-10.48911444533681
2026-03-03,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,117,110,10.201715469360352,210.64992798494572,7,227,3.2017154693603516,-16.35007201505428
2026-03-03,Orlando Magic,Washington Wizards,ORL,WAS,126,109,5.105442523956299,214.47111659916965,17,235,-11.894557476043701,-20.528883400830352
2026-03-03,Philadelphia 76ers,San Antonio Spurs,PHI,SAS,91,131,-2.619239568710327,214.18660480753977,-40,222,37.38076043128967,-7.813395192460234
2026-03-03,Philadelphia 76ers,San Antonio Spurs,PHI,SAS,91,131,-2.619239568710327,214.18660480753977,-40,222,37.38076043128967,-7.813395192460234
2026-03-03,Sacramento Kings,Phoenix Suns,SAC,PHX,103,114,-3.4658305644989014,213.3095880986988,-11,217,7.534169435501099,-3.6904119013011893
2026-03-03,Sacramento Kings,Phoenix Suns,SAC,PHX,103,114,-3.4658305644989014,213.3095880986988,-11,217,7.534169435501099,-3.6904119013011893
2026-03-03,Toronto Raptors,New York Knicks,TOR,NYK,95,111,12.732129096984863,201.48297174317503,-16,206,28.732129096984863,-4.517028256824972
