date,game_id,home_team,visitor_team,tip_prob_home,tip_outcome_home,tip_brier,tip_logloss,first_basket_top1_name,first_basket_top1_prob,first_basket_actual_name,first_basket_hit_top1,first_basket_hit_top5,first_basket_prob_actual,early_threes_expected,early_threes_prob_ge_1,early_threes_actual,early_threes_error,early_threes_brier_ge1
2025-10-25,0022500100,ORL,CHI,0.5,0.0,0.25,0.6931471805599453,Paolo Banchero,0.1149419162314824,Giddey,False,True,0.1025791324736225,0.0,0.0,7,7.0,1.0
2025-10-25,0022500101,ATL,OKC,0.5,1.0,0.25,0.6931471805599453,Onyeka Okongwu,0.1212841165903691,Holmgren,False,False,0.0946282667902879,0.0,0.0,6,6.0,1.0
2025-10-25,0022500102,PHI,CHA,0.5,0.0,0.25,0.6931471805599453,Tyrese Maxey,0.1288381422619966,Miller,False,False,,0.0,0.0,6,6.0,1.0
2025-10-25,0022500103,MEM,IND,0.5,0.0,0.25,0.6931471805599453,Aaron Nesmith,0.1157464718989849,Sheppard,False,False,,0.0,0.0,3,3.0,1.0
2025-10-25,0022500104,DEN,PHX,0.5,1.0,0.25,0.6931471805599453,Devin Booker,0.1226130653266331,Johnson,False,False,,0.0,0.0,3,3.0,1.0
2025-10-25,0022500100,ORL,CHI,0.5,0.0,0.25,0.6931471805599453,Paolo Banchero,0.1149419162314824,Giddey,False,True,0.1025791324736225,0.0,0.0,7,7.0,1.0
2025-10-25,0022500101,ATL,OKC,0.5,1.0,0.25,0.6931471805599453,Onyeka Okongwu,0.1212841165903691,Holmgren,False,False,0.0946282667902879,0.0,0.0,6,6.0,1.0
2025-10-25,0022500102,PHI,CHA,0.5,0.0,0.25,0.6931471805599453,Tyrese Maxey,0.1288381422619966,Miller,False,False,,0.0,0.0,6,6.0,1.0
2025-10-25,0022500103,MEM,IND,0.5,0.0,0.25,0.6931471805599453,Aaron Nesmith,0.1157464718989849,Sheppard,False,False,,0.0,0.0,3,3.0,1.0
2025-10-25,0022500104,DEN,PHX,0.5,1.0,0.25,0.6931471805599453,Devin Booker,0.1226130653266331,Johnson,False,False,,0.0,0.0,3,3.0,1.0
