market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Sacramento Kings,Sacramento Kings,Toronto Raptors,2026-01-21,0.8383373805143325,182.4991958955513,0.353983308458595,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Toronto Raptors,2026-01-21,0.007872808019543653,-110.0,0.5238095238095238,11.505692481994629,5.0,6.505692481994629,-5.0,,High
TOTAL,Over,Sacramento Kings,Toronto Raptors,2026-01-21,,,,0.0111236572265625,226.0,,,226.01112365722656,Low
ML,Brooklyn Nets,New York Knicks,Brooklyn Nets,2026-01-21,0.7794981931308866,475.0,0.17391304347826086,,,,,,High
ATS,Brooklyn Nets,New York Knicks,Brooklyn Nets,2026-01-21,0.8495068838238424,-105.0,0.5121951219512195,-37.94733905792236,46.5,8.552660942077637,46.5,,High
TOTAL,Over,New York Knicks,Brooklyn Nets,2026-01-21,,,,35.30448913574219,187.5,,,222.8044891357422,High
ML,Milwaukee Bucks,Milwaukee Bucks,Oklahoma City Thunder,2026-01-21,1.5957543526015068,434.2421018210812,0.18718105454274028,,,,,,High
ATS,Milwaukee Bucks,Milwaukee Bucks,Oklahoma City Thunder,2026-01-21,0.08720870660491464,-115.0,0.5348837209302325,11.185731410980225,12.0,-0.8142685890197754,-12.0,,High
TOTAL,Over,Milwaukee Bucks,Oklahoma City Thunder,2026-01-21,,,,8.525894165039034,224.5,,,233.02589416503903,High
ML,Charlotte Hornets,Charlotte Hornets,Cleveland Cavaliers,2026-01-21,5.249838483845756,2512.095464141353,0.03828344000929229,,,,,,High
ATS,Charlotte Hornets,Charlotte Hornets,Cleveland Cavaliers,2026-01-21,0.3601926594919307,180.0,0.35714285714285715,-3.1733036041259766,9.5,-12.673303604125977,-9.5,,High
TOTAL,Over,Charlotte Hornets,Cleveland Cavaliers,2026-01-21,,,,36.9359436035156,187.5,,,224.4359436035156,High
ML,Memphis Grizzlies,Memphis Grizzlies,Atlanta Hawks,2026-01-21,0.3219118132876595,148.08623662856118,0.40308564214999826,,,,,,High
ATS,Atlanta Hawks,Memphis Grizzlies,Atlanta Hawks,2026-01-21,0.06652483671446119,105.0,0.4878048780487805,4.690289258956909,-3.5,1.1902892589569092,-3.5,,High
TOTAL,Under,Memphis Grizzlies,Atlanta Hawks,2026-01-21,,,,-10.187362670898409,242.5,,,232.3126373291016,High
ML,New Orleans Pelicans,New Orleans Pelicans,Detroit Pistons,2026-01-21,1.2443987012761495,539.4661381367495,0.15638044618183528,,,,,,High
ATS,New Orleans Pelicans,New Orleans Pelicans,Detroit Pistons,2026-01-21,-0.012040252239832738,-110.0,0.5238095238095238,2.791518211364746,9.5,-6.708481788635254,-9.5,,Medium
TOTAL,Under,New Orleans Pelicans,Detroit Pistons,2026-01-21,,,,-12.538314819335909,243.5,,,230.9616851806641,High
ML,Indiana Pacers,Boston Celtics,Indiana Pacers,2026-01-21,7.3317099420679295,1860.114418579417,0.051017429927623564,,,,,,High
ATS,Indiana Pacers,Boston Celtics,Indiana Pacers,2026-01-21,0.4334342792033127,-105.0,0.5121951219512195,-11.416962623596191,14.5,3.0830373764038086,14.5,,High
TOTAL,Under,Boston Celtics,Indiana Pacers,2026-01-21,,,,-4.660873413085909,225.5,,,220.8391265869141,High
