date,game_id,home_team,visitor_team,commence_time,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,bookmaker,home_tri,away_tri,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,final_home_pts,final_visitor_pts,final_total_pts,final_margin,pred_margin,pred_total,margin_error,total_error,ats_home_margin,ats_home_result,ou_margin,ou_result
2026-05-09,0401856894,Las Vegas Aces,Phoenix Mercury,2026-05-09T19:30:00Z,-359.82838684852265,359.8283868485224,-9.5,9.5,,,167.5,100.522158900986,-100.52215890098604,11,oddsapi_consensus,LVA,PHX,0.5,0.0,0.0,,,0.0,,12.665185928344728,164.4876251220703,,164.4876251220703,,P,-167.5,U
2026-05-09,0401856895,Portland Fire,Chicago Sky,2026-05-10T01:00:00Z,211.4869222615237,-211.48692226152363,5.5,-5.5,,,162.5,102.23346825158546,-102.23346825158544,11,oddsapi_consensus,POR,CHI,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.313111782073975,142.22238159179688,6.313111782073975,142.22238159179688,5.5,W,-162.5,U
2026-05-09,0401856899,Minnesota Lynx,Atlanta Dream,2026-05-10T00:00:00Z,169.15709726153256,-169.15709726153256,4.5,-4.5,,,158.5,-100.62102158049991,100.62102158049991,11,oddsapi_consensus,MIN,ATL,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.432594299316406,167.17147827148438,11.432594299316406,167.17147827148438,4.5,W,-158.5,U
2026-05-09,0401856893,Indiana Fever,Dallas Wings,2026-05-09T17:00:00Z,-203.9435640762272,203.9435640762273,-5.5,5.5,,,178.5,-102.50018181821486,102.50018181821486,11,oddsapi_consensus,IND,DAL,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.313807249069214,162.0853729248047,2.313807249069214,162.0853729248047,-5.5,L,-178.5,U
