date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,pra
2025-11-18,0022500249,1641783,Tristan da Silva,ORL,15.0,4.0,2.0,3.0,21.0
2025-11-18,0022500249,1630532,Franz Wagner,ORL,18.0,8.0,3.0,0.0,29.0
2025-11-18,0022500249,1628976,Wendell Carter Jr.,ORL,17.0,12.0,2.0,1.0,31.0
2025-11-18,0022500249,1630217,Desmond Bane,ORL,23.0,6.0,5.0,2.0,34.0
2025-11-18,0022500249,1630591,Jalen Suggs,ORL,13.0,5.0,8.0,0.0,26.0
2025-11-18,0022500249,1641710,Anthony Black,ORL,21.0,4.0,2.0,0.0,27.0
2025-11-18,0022500249,1629048,Goga Bitadze,ORL,6.0,2.0,3.0,0.0,11.0
2025-11-18,0022500249,1628371,Jonathan Isaac,ORL,0.0,2.0,0.0,0.0,2.0
2025-11-18,0022500249,1626145,Tyus Jones,ORL,8.0,0.0,3.0,2.0,11.0
2025-11-18,0022500249,1642954,Will Richard,GSW,6.0,0.0,2.0,1.0,8.0
2025-11-18,0022500249,202710,Jimmy Butler III,GSW,33.0,7.0,4.0,0.0,44.0
2025-11-18,0022500249,203110,Draymond Green,GSW,12.0,6.0,6.0,2.0,24.0
2025-11-18,0022500249,1630541,Moses Moody,GSW,6.0,4.0,2.0,1.0,12.0
2025-11-18,0022500249,201939,Stephen Curry,GSW,34.0,3.0,9.0,7.0,46.0
2025-11-18,0022500249,1641764,Brandin Podziemski,GSW,5.0,6.0,0.0,1.0,11.0
2025-11-18,0022500249,1627780,Gary Payton II,GSW,4.0,1.0,1.0,0.0,6.0
2025-11-18,0022500249,1627741,Buddy Hield,GSW,2.0,0.0,0.0,0.0,2.0
2025-11-18,0022500249,201143,Al Horford,GSW,9.0,6.0,1.0,1.0,16.0
2025-11-18,0022500249,1642366,Quinten Post,GSW,2.0,3.0,1.0,0.0,6.0
2025-11-18,0022500250,1629008,Michael Porter Jr.,BKN,25.0,6.0,2.0,4.0,33.0
2025-11-18,0022500250,1641730,Noah Clowney,BKN,13.0,1.0,0.0,3.0,14.0
2025-11-18,0022500250,1629651,Nic Claxton,BKN,7.0,11.0,3.0,0.0,21.0
2025-11-18,0022500250,1629611,Terance Mann,BKN,3.0,4.0,7.0,0.0,14.0
2025-11-18,0022500250,1642856,Egor Dëmin,BKN,12.0,3.0,4.0,4.0,19.0
2025-11-18,0022500250,1642962,Drake Powell,BKN,3.0,1.0,1.0,0.0,5.0
2025-11-18,0022500250,1630533,Ziaire Williams,BKN,12.0,4.0,3.0,2.0,19.0
2025-11-18,0022500250,1631213,Tyrese Martin,BKN,8.0,1.0,2.0,1.0,11.0
2025-11-18,0022500250,1630549,Day'Ron Sharpe,BKN,16.0,7.0,2.0,0.0,25.0
2025-11-18,0022500250,1630592,Jalen Wilson,BKN,0.0,1.0,0.0,0.0,1.0
2025-11-18,0022500250,1642849,Nolan Traore,BKN,0.0,0.0,1.0,0.0,1.0
2025-11-18,0022500250,1627759,Jaylen Brown,BOS,29.0,4.0,4.0,3.0,37.0
2025-11-18,0022500250,1641775,Jordan Walsh,BOS,4.0,1.0,0.0,0.0,5.0
2025-11-18,0022500250,1629674,Neemias Queta,BOS,6.0,7.0,2.0,0.0,15.0
2025-11-18,0022500250,1628401,Derrick White,BOS,15.0,5.0,4.0,3.0,24.0
2025-11-18,0022500250,1630202,Payton Pritchard,BOS,22.0,10.0,5.0,5.0,37.0
2025-11-18,0022500250,1629014,Anfernee Simons,BOS,11.0,4.0,5.0,2.0,20.0
2025-11-18,0022500250,1630568,Luka Garza,BOS,5.0,5.0,0.0,0.0,10.0
2025-11-18,0022500250,1630573,Sam Hauser,BOS,8.0,7.0,3.0,2.0,18.0
2025-11-18,0022500250,1631169,Josh Minott,BOS,10.0,4.0,0.0,3.0,14.0
2025-11-18,0022500250,1631248,Baylor Scheierman,BOS,3.0,2.0,1.0,1.0,6.0
2025-11-18,0022500250,1630214,Xavier Tillman,BOS,0.0,0.0,1.0,0.0,1.0
2025-11-18,0022500251,1630249,Vít Krejčí,ATL,9.0,3.0,2.0,3.0,14.0
2025-11-18,0022500251,1630552,Jalen Johnson,ATL,25.0,8.0,9.0,3.0,42.0
2025-11-18,0022500251,1630168,Onyeka Okongwu,ATL,21.0,1.0,3.0,4.0,25.0
2025-11-18,0022500251,1630700,Dyson Daniels,ATL,12.0,9.0,6.0,0.0,27.0
2025-11-18,0022500251,1629638,Nickeil Alexander-Walker,ATL,24.0,3.0,3.0,1.0,30.0
2025-11-18,0022500251,1628379,Luke Kennard,ATL,3.0,0.0,5.0,1.0,8.0
2025-11-18,0022500251,1631243,Mouhamed Gueye,ATL,11.0,11.0,1.0,1.0,23.0
2025-11-18,0022500251,1630811,Keaton Wallace,ATL,7.0,0.0,2.0,2.0,9.0
2025-11-18,0022500251,1629130,Duncan Robinson,DET,14.0,3.0,3.0,4.0,20.0
2025-11-18,0022500251,1630191,Isaiah Stewart,DET,13.0,9.0,3.0,0.0,25.0
2025-11-18,0022500251,1631105,Jalen Duren,DET,24.0,8.0,3.0,0.0,35.0
2025-11-18,0022500251,1642450,Daniss Jenkins,DET,14.0,3.0,7.0,1.0,24.0
2025-11-18,0022500251,1630595,Cade Cunningham,DET,25.0,6.0,10.0,1.0,41.0
2025-11-18,0022500251,1641709,Ausar Thompson,DET,6.0,2.0,0.0,0.0,8.0
2025-11-18,0022500251,1629750,Javonte Green,DET,9.0,3.0,1.0,1.0,13.0
2025-11-18,0022500251,1630194,Paul Reed,DET,4.0,2.0,0.0,0.0,6.0
2025-11-18,0022500251,1641842,Ronald Holland II,DET,2.0,1.0,1.0,0.0,4.0
2025-11-18,0022500251,1642404,Chaz Lanier,DET,9.0,2.0,0.0,3.0,11.0
2025-11-18,0022500252,1630577,Julian Champagnie,SAS,9.0,1.0,0.0,2.0,10.0
2025-11-18,0022500252,203084,Harrison Barnes,SAS,23.0,5.0,3.0,4.0,31.0
2025-11-18,0022500252,1628436,Luke Kornet,SAS,0.0,4.0,3.0,0.0,7.0
2025-11-18,0022500252,1630170,Devin Vassell,SAS,10.0,3.0,5.0,2.0,18.0
2025-11-18,0022500252,1628368,De'Aaron Fox,SAS,26.0,1.0,3.0,3.0,30.0
2025-11-18,0022500252,1629640,Keldon Johnson,SAS,18.0,7.0,2.0,1.0,27.0
2025-11-18,0022500252,1631110,Jeremy Sochan,SAS,8.0,6.0,2.0,2.0,16.0
2025-11-18,0022500252,203482,Kelly Olynyk,SAS,10.0,5.0,3.0,1.0,18.0
2025-11-18,0022500252,1642868,Carter Bryant,SAS,5.0,2.0,0.0,1.0,7.0
2025-11-18,0022500252,1630322,Lindy Waters III,SAS,0.0,3.0,0.0,0.0,3.0
2025-11-18,0022500252,1642357,David Jones Garcia,SAS,2.0,1.0,2.0,0.0,5.0
