game_id,expected_threes_0_3,prob_ge_1
0022501022,1.327196205952867,0.7347801583946896
0022501023,1.4974803157398109,0.7763069133984348
0022501024,1.2403028928220217,0.7107034211900678
0022501025,1.2265400633800765,0.7066943569655637
0022501026,1.4353724574273192,0.7619733073070278
0022501027,1.1825628785839202,0.6935077712022524
0022501028,1.3783432480032103,0.7480042982095327
0022501029,1.0275765245763844,0.6421267925958684
0022501030,1.2694046841195483,0.7190011449240626
0022501031,1.2911083095817588,0.7250341331547145
