date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-04-12,2026-04-13T00:40:00Z,Los Angeles Clippers,Golden State Warriors,-229.9875301459674,229.98753014596733,-6.5,6.5,-105,-115,225.5,100.21672229205498,-100.21672229205494,11,11,11,8,oddsapi_consensus
2026-04-12,2026-04-13T00:40:00Z,San Antonio Spurs,Denver Nuggets,-418.48278351682046,418.48278351682023,-11.5,11.5,-115,-105,232.5,100.54318305268875,-100.54318305268875,11,11,8,8,oddsapi_consensus
2026-04-12,2026-04-12T22:10:00Z,Miami Heat,Atlanta Hawks,-163.74781109367655,163.74781109367655,-4.5,4.5,-320,230,243.0,-100.0,-100.0,11,11,11,4,oddsapi_consensus
2026-04-12,2026-04-12T22:10:00Z,Philadelphia 76ers,Milwaukee Bucks,-780.929166533332,780.9291665333324,-15.5,15.5,-115,-105,227.0,-100.0,-100.0,11,11,10,5,oddsapi_consensus
2026-04-12,2026-04-12T22:10:00Z,New York Knicks,Charlotte Hornets,574.4932883506317,-574.4932883506319,13.5,-13.5,-115,-105,218.5,100.4250616339369,-100.42506163393689,11,11,10,5,oddsapi_consensus
2026-04-12,2026-04-13T00:40:00Z,Los Angeles Lakers,Utah Jazz,-771.168072048193,771.1680720481933,-14.5,14.5,-115,-105,236.5,-100.0,-100.0,11,11,8,10,oddsapi_consensus
2026-04-12,2026-04-13T00:40:00Z,Portland Trail Blazers,Sacramento Kings,-918.3104307930887,918.3104307930879,-16.5,16.5,-105,-115,228.5,100.15915963711603,-100.15915963711603,11,11,9,8,oddsapi_consensus
2026-04-12,2026-04-12T22:10:00Z,Indiana Pacers,Detroit Pistons,645.4366863586581,-645.4366863586586,14.0,-14.0,-115,-105,229.5,100.60080679769978,-100.60080679769978,11,11,8,10,oddsapi_consensus
2026-04-12,2026-04-13T00:40:00Z,Minnesota Timberwolves,New Orleans Pelicans,-228.93243301411576,228.93243301411576,-6.0,6.0,-105,-115,236.0,-101.55732331874736,101.55732331874741,11,11,6,6,oddsapi_consensus
2026-04-12,2026-04-13T00:40:00Z,Oklahoma City Thunder,Phoenix Suns,-210.61323833172324,210.61323833172315,-5.5,5.5,-115,-105,213.0,-100.0,-100.0,11,11,10,6,oddsapi_consensus
2026-04-12,2026-04-12T22:10:00Z,Cleveland Cavaliers,Washington Wizards,-406.48392846164677,406.48392846164677,-10.0,10.0,-110,-110,235.5,100.15756964578343,-100.15756964578341,11,11,7,11,oddsapi_consensus
2026-04-12,2026-04-13T00:40:00Z,Dallas Mavericks,Chicago Bulls,-228.46765627306849,228.46765627306849,-6.5,6.5,-110,-110,245.5,-100.0,-100.0,11,11,10,8,oddsapi_consensus
2026-04-12,2026-04-12T22:10:00Z,Toronto Raptors,Brooklyn Nets,-1818.7457195279326,1818.7457195279324,-23.0,23.0,-110,-110,219.5,100.74526759594912,-100.74526759594912,8,8,7,7,oddsapi_consensus
2026-04-12,2026-04-12T22:10:00Z,Boston Celtics,Orlando Magic,547.3926906597562,-547.3926906597565,13.0,-13.0,-110,-110,219.5,-100.19281930108586,100.19281930108588,11,11,8,9,oddsapi_consensus
2026-04-12,2026-04-13T00:40:00Z,Houston Rockets,Memphis Grizzlies,-620.6712730563572,620.6712730563577,-13.5,13.5,-115,-105,224.5,-100.15915963711603,100.15915963711603,11,11,10,8,oddsapi_consensus
