date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-01,Atlanta Hawks,Portland Trail Blazers,ATL,POR,135,101,15.39889144897461,233.7610965899113,34,236,-18.60110855102539,-2.23890341008871
2026-03-01,Boston Celtics,Philadelphia 76ers,BOS,PHI,114,98,15.736062049865724,236.1580030578176,16,212,-0.26393795013427557,24.15800305781761
2026-03-01,Boston Celtics,Philadelphia 76ers,BOS,PHI,114,98,15.736062049865724,236.1580030578176,16,212,-0.26393795013427557,24.15800305781761
2026-03-01,Boston Celtics,Philadelphia 76ers,BOS,PHI,114,98,15.736062049865724,236.1580030578176,16,212,-0.26393795013427557,24.15800305781761
2026-03-01,Brooklyn Nets,Cleveland Cavaliers,BKN,CLE,102,106,5.178378582000732,238.85881951841765,-4,208,9.178378582000732,30.858819518417647
2026-03-01,Chicago Bulls,Milwaukee Bucks,CHI,MIL,120,97,-9.75039768218994,236.1102263390869,23,217,-32.75039768218994,19.110226339086893
2026-03-01,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,87,100,2.001457452774048,241.25710722270767,-13,187,15.001457452774048,54.257107222707674
2026-03-01,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,108,117,-0.4376888275146484,242.6871073988148,-9,225,8.562311172485352,17.68710739881479
2026-03-01,Indiana Pacers,Memphis Grizzlies,IND,MEM,106,125,6.064483642578125,239.59133752172545,-19,231,25.064483642578125,8.59133752172545
2026-03-01,Los Angeles Clippers,New Orleans Pelicans,LAC,NOP,137,117,0.3351008892059326,241.28966624706908,20,254,-19.664899110794067,-12.710333752930921
2026-03-01,Los Angeles Lakers,Sacramento Kings,LAL,SAC,128,104,3.8400027751922607,238.46405442855607,24,232,-20.15999722480774,6.464054428556068
2026-03-01,New York Knicks,San Antonio Spurs,NYK,SAS,114,89,15.891938209533691,245.3213395854666,25,203,-9.108061790466309,42.3213395854666
2026-03-01,Orlando Magic,Detroit Pistons,ORL,DET,92,106,3.2665038108825684,238.97207205827377,-14,198,17.26650381088257,40.97207205827377
