date,game_id,player_id,player_name,team_abbr,pts,reb,ast,threes,stl,blk,tov,pra
2026-05-17,401856915,3099736,Stephanie Talbot,LVA,0.0,5.0,2.0,0.0,0.0,2.0,0.0,7.0
2026-05-17,401856915,4398776,NaLyssa Smith,LVA,13.0,6.0,1.0,0.0,0.0,0.0,2.0,20.0
2026-05-17,401856915,3149391,A'ja Wilson,LVA,20.0,6.0,1.0,2.0,0.0,2.0,4.0,27.0
2026-05-17,401856915,2529122,Chelsea Gray,LVA,21.0,5.0,6.0,5.0,1.0,1.0,3.0,32.0
2026-05-17,401856915,4065870,Jackie Young,LVA,0.0,7.0,7.0,0.0,2.0,2.0,2.0,14.0
2026-05-17,401856915,2529458,Cheyenne Parker-Tyus,LVA,4.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0
2026-05-17,401856915,3142086,Brianna Turner,LVA,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2026-05-17,401856915,2987869,Jewell Loyd,LVA,7.0,5.0,1.0,2.0,1.0,0.0,0.0,13.0
2026-05-17,401856915,4280892,Chennedy Carter,LVA,20.0,2.0,3.0,1.0,0.0,0.0,2.0,25.0
2026-05-17,401856915,4398915,Naz Hillmon,ATL,6.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0
2026-05-17,401856915,4433402,Angel Reese,ATL,9.0,8.0,3.0,0.0,0.0,1.0,8.0,20.0
2026-05-17,401856915,3058901,Allisha Gray,ATL,25.0,9.0,1.0,1.0,0.0,1.0,2.0,35.0
2026-05-17,401856915,3142250,Jordin Canada,ATL,11.0,3.0,5.0,0.0,7.0,0.0,2.0,19.0
2026-05-17,401856915,4433431,Te-Hina Paopao,ATL,19.0,2.0,2.0,4.0,1.0,1.0,0.0,23.0
2026-05-17,401856915,5108587,Madina Okot,ATL,14.0,11.0,1.0,0.0,0.0,1.0,1.0,26.0
2026-05-17,401856915,5105740,Indya Nivar,ATL,0.0,6.0,3.0,0.0,1.0,1.0,0.0,9.0
2026-05-17,401856915,5208983,Isobel Borlase,ATL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2026-05-17,401856916,4432830,Jordan Horston,SEA,2.0,2.0,3.0,0.0,1.0,0.0,1.0,7.0
2026-05-17,401856916,2529183,Stefanie Dolson,SEA,6.0,5.0,2.0,0.0,2.0,1.0,0.0,13.0
2026-05-17,401856916,3906753,Natisha Hiedeman,SEA,19.0,2.0,2.0,3.0,1.0,1.0,1.0,23.0
