date,team_tri,player_id,player_name,_baseline_source,exp_min_mean,exp_min_source,exp_asof_ts
,CON,4433514,Saniya Rivers,blend_lag1_roll3_roll5_roll10,26.87666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,5106232,Ashlon Jackson,blend_lag1_roll3_roll5_roll10,26.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,4684384,Aneesah Morrow,blend_lag1_roll3_roll5_roll10,22.336666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,3922628,Kennedy Burke,blend_lag1_roll3_roll5_roll10,20.81,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,4703609,Charlisse Leger-Walker,blend_lag1_roll3_roll5_roll10,18.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,4433635,Diamond Miller,blend_lag1_roll3_roll5_roll10,16.133333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,2490553,Brittney Griner,blend_lag1_roll3_roll5_roll10,15.719999999999999,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,4898898,Gianna Kneepkens,blend_lag1_roll3_roll5_roll10,15.4,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,5105732,Raegan Beers,blend_lag1_roll3_roll5_roll10,12.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,4433408,Aaliyah Edwards,blend_lag1_roll3_roll5_roll10,11.833333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,1107,Shey Peddy,blend_lag1_roll3_roll5_roll10,8.583333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,4398966,Olivia Nelson-Ododa,blend_lag1_roll3_roll5_roll10,7.966666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,5208981,Leila Lacan,blend_lag1_roll3_roll5_roll10,7.010000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,CON,5345319,Nell Angloma,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4398935,Veronica Burton,blend_lag1_roll3_roll5_roll10,25.956666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4790264,Janelle Salaun,blend_lag1_roll3_roll5_roll10,21.043333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,3142328,Gabby Williams,blend_lag1_roll3_roll5_roll10,18.493333333333332,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4065780,Kaila Charles,blend_lag1_roll3_roll5_roll10,15.293333333333335,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4790263,Iliana Rupert,blend_lag1_roll3_roll5_roll10,15.213333333333331,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4257500,Cecilia Zandalasini,blend_lag1_roll3_roll5_roll10,15.076666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4398577,Miela Sowah,blend_lag1_roll3_roll5_roll10,14.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4899328,Kaitlyn Chen,blend_lag1_roll3_roll5_roll10,12.190000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,1054,Tiffany Hayes,blend_lag1_roll3_roll5_roll10,8.603333333333332,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,4432834,Laeticia Amihere,blend_lag1_roll3_roll5_roll10,7.623333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,5106170,Ndjakalenga Mwenentanda,blend_lag1_roll3_roll5_roll10,7.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,2529622,Kayla Thornton,blend_lag1_roll3_roll5_roll10,5.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,2590093,Kiah Stokes,blend_lag1_roll3_roll5_roll10,4.006666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,GSV,5277552,Juste Jocyte,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,1068,Nneka Ogwumike,blend_lag1_roll3_roll5_roll10,27.276666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,3065570,Kelsey Plum,blend_lag1_roll3_roll5_roll10,27.263333333333332,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,2566106,Dearica Hamby,blend_lag1_roll3_roll5_roll10,25.14,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,4398764,Rae Burrell,blend_lag1_roll3_roll5_roll10,21.64666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,2491214,Erica Wheeler,blend_lag1_roll3_roll5_roll10,21.009999999999998,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,4609797,Ta'Niya Latson,blend_lag1_roll3_roll5_roll10,14.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,5105729,Chance Gray,blend_lag1_roll3_roll5_roll10,13.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,3146151,Ariel Atkins,blend_lag1_roll3_roll5_roll10,11.656666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,4433404,Cameron Brink,blend_lag1_roll3_roll5_roll10,11.446666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,4874375,Jihyun Park,blend_lag1_roll3_roll5_roll10,10.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,5107515,Laura Ziegler,blend_lag1_roll3_roll5_roll10,10.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,4433795,Sania Feagin,blend_lag1_roll3_roll5_roll10,5.776666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LAS,2284331,Emma Cannon,blend_lag1_roll3_roll5_roll10,4.199999999999999,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,2529122,Chelsea Gray,blend_lag1_roll3_roll5_roll10,31.42,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,4065870,Jackie Young,blend_lag1_roll3_roll5_roll10,31.413333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,3149391,A'ja Wilson,blend_lag1_roll3_roll5_roll10,31.35333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,2987869,Jewell Loyd,blend_lag1_roll3_roll5_roll10,29.69666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,4398776,NaLyssa Smith,blend_lag1_roll3_roll5_roll10,22.116666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,4281190,Dana Evans,blend_lag1_roll3_roll5_roll10,21.099999999999998,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,4280892,Chennedy Carter,blend_lag1_roll3_roll5_roll10,16.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,3142086,Brianna Turner,blend_lag1_roll3_roll5_roll10,14.966666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,4433633,Kierstan Bell,blend_lag1_roll3_roll5_roll10,11.82,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,3099736,Stephanie Talbot,blend_lag1_roll3_roll5_roll10,10.313333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,LVA,2529458,Cheyenne Parker-Tyus,blend_lag1_roll3_roll5_roll10,4.466666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,2999101,Jonquel Jones,blend_lag1_roll3_roll5_roll10,23.34333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,2998928,Breanna Stewart,blend_lag1_roll3_roll5_roll10,23.22666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,4066533,Sabrina Ionescu,blend_lag1_roll3_roll5_roll10,22.256666666666664,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,4337216,Han Xu,blend_lag1_roll3_roll5_roll10,17.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,2327695,Rebekah Gardner,blend_lag1_roll3_roll5_roll10,15.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,4038379,Marine Johannes,blend_lag1_roll3_roll5_roll10,15.07,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,5345320,Pauline Astier,blend_lag1_roll3_roll5_roll10,13.200000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,4683006,Leonie Fiebich,blend_lag1_roll3_roll5_roll10,13.013333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,2566110,Julie Vanloo,blend_lag1_roll3_roll5_roll10,10.636666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,3102133,Rebecca Allen,blend_lag1_roll3_roll5_roll10,8.853333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,4281929,Satou Sabally,blend_lag1_roll3_roll5_roll10,8.65,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,2593770,Betnijah Laney-Hamilton,blend_lag1_roll3_roll5_roll10,3.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,4790258,Raquel Carrera,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,NYL,4790260,Marine Fauthoux,blend_lag1_roll3_roll5_roll10,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,2529140,Alyssa Thomas,blend_lag1_roll3_roll5_roll10,28.84,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,2998938,Kahleah Copper,blend_lag1_roll3_roll5_roll10,26.80333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,5274110,Monique Akoa Makani,blend_lag1_roll3_roll5_roll10,26.21,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,869,DeWanna Bonner,blend_lag1_roll3_roll5_roll10,22.729999999999997,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,5107404,Sha Carter,blend_lag1_roll3_roll5_roll10,19.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,887,Sami Whitcomb,blend_lag1_roll3_roll5_roll10,17.973333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,4704594,Marta Suarez,blend_lag1_roll3_roll5_roll10,14.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,4068042,Natasha Mack,blend_lag1_roll3_roll5_roll10,11.023333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,4282168,Kiana Williams,blend_lag1_roll3_roll5_roll10,8.946666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,4688629,Shay Ciezki,blend_lag1_roll3_roll5_roll10,8.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,PHX,4873359,Kyara Linskens,blend_lag1_roll3_roll5_roll10,1.8833333333333333,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,SEA,4698736,Flau'jae Johnson,blend_lag1_roll3_roll5_roll10,20.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
,SEA,5220150,Dominique Malonga,blend_lag1_roll3_roll5_roll10,20.256666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-10T16:00:00Z
