date,home_tri,away_tri,home_pts,visitor_pts
2026-01-05,DET,NYK,121,90
2026-01-05,BOS,CHI,115,101
2026-01-05,TOR,ATL,118,100
2026-01-05,HOU,PHX,100,97
2026-01-05,OKC,CHA,97,124
2026-01-05,PHI,DEN,124,125
2026-01-05,LAC,GSW,103,102
2026-01-05,POR,UTA,137,117
