date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-11-04,Toronto Raptors,Milwaukee Bucks,TOR,MIL,,,,,,0.0,,
2025-11-04,Atlanta Hawks,Orlando Magic,ATL,ORL,,,,,,0.0,,
2025-11-04,Chicago Bulls,Philadelphia 76ers,CHI,PHI,,,,,,0.0,,
2025-11-04,New Orleans Pelicans,Charlotte Hornets,NOP,CHA,,,,,,0.0,,
2025-11-04,Golden State Warriors,Phoenix Suns,GSW,PHX,,,,,,0.0,,
2025-11-04,Los Angeles Clippers,Oklahoma City Thunder,LAC,OKC,,,,,,0.0,,
