date,home_tri,away_tri,home_pts,visitor_pts
2026-02-22,OKC,CLE,121,113
2026-02-22,ATL,BKN,115,104
2026-02-22,MIL,TOR,94,122
2026-02-22,GSW,DEN,128,117
2026-02-22,IND,DAL,130,134
2026-02-22,WAS,CHA,112,129
2026-02-22,LAL,BOS,89,111
2026-02-22,LAL,BOS,89,111
2026-02-22,LAL,BOS,89,111
2026-02-22,MIN,PHI,108,135
2026-02-22,CHI,NYK,99,105
2026-02-22,PHX,POR,77,92
2026-02-22,LAC,ORL,109,111
