player,team,plays,ladders
Andre Drummond,PHI,"[{'market': 'ast', 'side': 'OVER', 'line': 0.5, 'price': -125.0, 'edge': 0.1739511107005338, 'ev': 0.3131119992609609, 'ev_pct': 31.31119992609609, 'book': 'betmgm'}]",[]
Andrew Nembhard,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 106.0, 'edge': 0.2272653156047703, 'ev': 0.468166550145827, 'ev_pct': 46.8166550145827, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 101.0, 'edge': 0.2151897709977085, 'ev': 0.4325314397053943, 'ev_pct': 43.25314397053943, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.2127022088086538, 'ev': 0.4254044176173077, 'ev_pct': 42.54044176173077, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.2127022088086538, 'ev': 0.4254044176173077, 'ev_pct': 42.54044176173077, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.2127022088086538, 'ev': 0.4254044176173077, 'ev_pct': 42.54044176173077, 'book': 'fanatics'}, {'market': 'ast', 'side': 'UNDER', 'line': 5.5, 'price': 180.0, 'edge': 0.2069271133014421, 'ev': 0.5793959172440382, 'ev_pct': 57.93959172440382, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -105.0, 'edge': 0.2005070868574343, 'ev': 0.391466217197848, 'ev_pct': 39.146621719784804, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -105.0, 'edge': 0.2005070868574343, 'ev': 0.391466217197848, 'ev_pct': 39.146621719784804, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -105.0, 'edge': 0.2005070868574343, 'ev': 0.391466217197848, 'ev_pct': 39.146621719784804, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -190.0, 'edge': 0.1766259753513255, 'ev': 0.2695870150099178, 'ev_pct': 26.95870150099178, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -113.0, 'edge': 0.2401483545691737, 'ev': 0.4526690223295044, 'ev_pct': 45.26690223295044, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -114.0, 'edge': 0.2379545061202246, 'ev': 0.4466865290327022, 'ev_pct': 44.668652903270214, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -115.0, 'edge': 0.2357810655638238, 'ev': 0.4408080790975835, 'ev_pct': 44.08080790975835, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -115.0, 'edge': 0.2357810655638238, 'ev': 0.4408080790975835, 'ev_pct': 44.08080790975835, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -115.0, 'edge': 0.2357810655638238, 'ev': 0.4408080790975835, 'ev_pct': 44.08080790975835, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -117.0, 'edge': 0.2314942795816139, 'ev': 0.429352638198378, 'ev_pct': 42.9352638198378, 'book': 'betrivers'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -130.0, 'edge': 0.2054473951897085, 'ev': 0.3634838530279458, 'ev_pct': 36.348385302794576, 'book': 'betmgm'}]",[]
Anthony Davis,DAL,"[{'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': -115.0, 'edge': 0.2206102815475784, 'ev': 0.4124453089802552, 'ev_pct': 41.24453089802552, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 36.5, 'price': -120.0, 'edge': 0.2680902107703673, 'ev': 0.4914987197456734, 'ev_pct': 49.14987197456734, 'book': 'betmgm'}, {'market': 'pra', 'side': 'UNDER', 'line': 39.5, 'price': -110.0, 'edge': 0.2438893735977266, 'ev': 0.4656069859592964, 'ev_pct': 46.56069859592964, 'book': 'betmgm'}]",[]
Ayo Dosunmu,CHI,"[{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 140.0, 'edge': 0.2260468515399151, 'ev': 0.5425124436957963, 'ev_pct': 54.25124436957963, 'book': 'betmgm'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 136.0, 'edge': 0.2189847046472598, 'ev': 0.5168039029675332, 'ev_pct': 51.68039029675332, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 128.0, 'edge': 0.2041170269785117, 'ev': 0.4653868215110066, 'ev_pct': 46.53868215110066, 'book': 'betonlineag'}, {'market': 'pa', 'side': 'OVER', 'line': 12.5, 'price': 110.0, 'edge': 0.2407537757320812, 'ev': 0.5055829290373706, 'ev_pct': 50.558292903737055, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': -120.0, 'edge': 0.2126688416035339, 'ev': 0.3898928762731455, 'ev_pct': 38.98928762731455, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': -121.0, 'edge': 0.2106120748408847, 'ev': 0.3846716408250871, 'ev_pct': 38.46716408250871, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 11.5, 'price': -130.0, 'edge': 0.1929059957537315, 'ev': 0.341295223256602, 'ev_pct': 34.1295223256602, 'book': 'fanduel'}, {'market': 'pa', 'side': 'OVER', 'line': 10.5, 'price': -165.0, 'edge': 0.1731747377326243, 'ev': 0.2781291242372452, 'ev_pct': 27.812912423724516, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -105.0, 'edge': 0.2706821663982766, 'ev': 0.5284747058252066, 'ev_pct': 52.847470582520664, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -109.0, 'edge': 0.2613461878710272, 'ev': 0.501113332706832, 'ev_pct': 50.111333270683204, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -125.0, 'edge': 0.2273217327939405, 'ev': 0.409179119029093, 'ev_pct': 40.917911902909296, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 10.5, 'price': -145.0, 'edge': 0.2256276873926324, 'ev': 0.3812329890427237, 'ev_pct': 38.12329890427237, 'book': 'bovada'}, {'market': 'pra', 'side': 'OVER', 'line': 15.5, 'price': 145.0, 'edge': 0.3152321841694937, 'ev': 0.7723188512152596, 'ev_pct': 77.23188512152596, 'book': 'bovada'}, {'market': 'pra', 'side': 'OVER', 'line': 14.5, 'price': 110.0, 'edge': 0.2831147304113891, 'ev': 0.5945409338639172, 'ev_pct': 59.45409338639172, 'book': 'bovada'}, {'market': 'pra', 'side': 'OVER', 'line': 13.5, 'price': -115.0, 'edge': 0.2576317687483038, 'ev': 0.4816593937468288, 'ev_pct': 48.16593937468288, 'book': 'bovada'}, {'market': 'pra', 'side': 'OVER', 'line': 13.5, 'price': -118.0, 'edge': 0.2512310860088116, 'ev': 0.464138786016279, 'ev_pct': 46.4138786016279, 'book': 'betonlineag'}, {'market': 'pra', 'side': 'OVER', 'line': 14.5, 'price': -104.0, 'edge': 0.2495012850332378, 'ev': 0.4894063667959665, 'ev_pct': 48.94063667959665, 'book': 'fanduel'}, {'market': 'pra', 'side': 'OVER', 'line': 13.5, 'price': -119.0, 'edge': 0.2491364942447463, 'ev': 0.4584948927697434, 'ev_pct': 45.84948927697434, 'book': 'draftkings'}, {'market': 'pra', 'side': 'OVER', 'line': 13.5, 'price': -120.0, 'edge': 0.2470609442239909, 'ev': 0.4529450644106499, 'ev_pct': 45.29450644106499, 'book': 'betmgm'}, {'market': 'pra', 'side': 'OVER', 'line': 12.5, 'price': -150.0, 'edge': 0.2228527626049846, 'ev': 0.3714212710083077, 'ev_pct': 37.14212710083077, 'book': 'bovada'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -145.0, 'edge': 0.2236138528142813, 'ev': 0.3778303030310271, 'ev_pct': 37.78303030310271, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'OVER', 'line': 1.5, 'price': -150.0, 'edge': 0.2154505875081589, 'ev': 0.3590843125135982, 'ev_pct': 35.908431251359815, 'book': 'betmgm'}]",[]
Bilal Coulibaly,WAS,"[{'market': 'ra', 'side': 'OVER', 'line': 7.5, 'price': 175.0, 'edge': 0.1777349884253239, 'ev': 0.488771218169641, 'ev_pct': 48.8771218169641, 'book': 'bovada'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 108.0, 'edge': 0.1597933441779446, 'ev': 0.3323701558901248, 'ev_pct': 33.23701558901248, 'book': 'fanduel'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 105.0, 'edge': 0.1527576968983949, 'ev': 0.3131532786417096, 'ev_pct': 31.31532786417096, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 6.5, 'price': 105.0, 'edge': 0.1527576968983949, 'ev': 0.3131532786417096, 'ev_pct': 31.31532786417096, 'book': 'bovada'}]",[]
Bobby Portis,MIL,"[{'market': 'pr', 'side': 'UNDER', 'line': 25.5, 'price': 100.0, 'edge': 0.2351180815398454, 'ev': 0.4702361630796909, 'ev_pct': 47.02361630796909, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 24.5, 'price': 115.0, 'edge': 0.2279531622682689, 'ev': 0.4900992988767781, 'ev_pct': 49.009929887677814, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 25.5, 'price': -108.0, 'edge': 0.2158873123090762, 'ev': 0.4157829718545172, 'ev_pct': 41.57829718545172, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 25.5, 'price': -109.0, 'edge': 0.2135869810613766, 'ev': 0.4095383398332817, 'ev_pct': 40.95383398332817, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 25.5, 'price': -110.0, 'edge': 0.2113085577303216, 'ev': 0.4034072465760686, 'ev_pct': 40.340724657606856, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -114.0, 'edge': 0.2482184727346705, 'ev': 0.4659539751335042, 'ev_pct': 46.59539751335042, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': -125.0, 'edge': 0.2253731975529467, 'ev': 0.4056717555953042, 'ev_pct': 40.56717555953042, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': 160.0, 'edge': 0.330898706850752, 'ev': 0.8603366378119552, 'ev_pct': 86.03366378119553, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -105.0, 'edge': 0.3045153242859325, 'ev': 0.5945299188439634, 'ev_pct': 59.45299188439635, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -107.0, 'edge': 0.2998022336767656, 'ev': 0.579991237112995, 'ev_pct': 57.999123711299504, 'book': 'betrivers'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -110.0, 'edge': 0.2929009224276282, 'ev': 0.5591744882709266, 'ev_pct': 55.91744882709266, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -110.0, 'edge': 0.2929009224276282, 'ev': 0.5591744882709266, 'ev_pct': 55.91744882709266, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -110.0, 'edge': 0.2929009224276282, 'ev': 0.5591744882709266, 'ev_pct': 55.91744882709266, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -110.0, 'edge': 0.2929009224276282, 'ev': 0.5591744882709266, 'ev_pct': 55.91744882709266, 'book': 'betmgm'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': -112.0, 'edge': 0.2884085594446992, 'ev': 0.5459162018060378, 'ev_pct': 54.59162018060378, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': -170.0, 'edge': 0.2621844006216673, 'ev': 0.4164105186344129, 'ev_pct': 41.64105186344129, 'book': 'bovada'}]",[]
Brandon Ingram,TOR,"[{'market': 'pa', 'side': 'UNDER', 'line': 26.5, 'price': 125.0, 'edge': 0.2671578554746848, 'ev': 0.6011051748180408, 'ev_pct': 60.11051748180408, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': 105.0, 'edge': 0.2653852111867945, 'ev': 0.5440396829329287, 'ev_pct': 54.40396829329287, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -117.0, 'edge': 0.2521621479115397, 'ev': 0.467685351254736, 'ev_pct': 46.7685351254736, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 28.5, 'price': -120.0, 'edge': 0.2458781093694366, 'ev': 0.4507765338439672, 'ev_pct': 45.07765338439672, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': -105.0, 'edge': 0.2409949672843554, 'ev': 0.4705139837456463, 'ev_pct': 47.05139837456463, 'book': 'betmgm'}, {'market': 'pa', 'side': 'UNDER', 'line': 27.5, 'price': -106.0, 'edge': 0.2386269824394584, 'ev': 0.4637467771936645, 'ev_pct': 46.374677719366446, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 28.5, 'price': 115.0, 'edge': 0.2727029979268275, 'ev': 0.5863114455426792, 'ev_pct': 58.63114455426792, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 29.5, 'price': -105.0, 'edge': 0.2643071841914609, 'ev': 0.5160283119928523, 'ev_pct': 51.60283119928523, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 30.5, 'price': -123.0, 'edge': 0.2601446187218492, 'ev': 0.4716443087396129, 'ev_pct': 47.16443087396129, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 30.5, 'price': -125.0, 'edge': 0.2561585698927511, 'ev': 0.4610854258069521, 'ev_pct': 46.108542580695214, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 29.5, 'price': -110.0, 'edge': 0.2526927823331566, 'ev': 0.4824134935451172, 'ev_pct': 48.24134935451172, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 29.5, 'price': -114.0, 'edge': 0.2437920257688487, 'ev': 0.4576446799520492, 'ev_pct': 45.764467995204924, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 31.5, 'price': 140.0, 'edge': 0.2602772044711, 'ev': 0.6246652907306399, 'ev_pct': 62.466529073063995, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 33.5, 'price': 100.0, 'edge': 0.2521882555387663, 'ev': 0.5043765110775327, 'ev_pct': 50.43765110775327, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 32.5, 'price': 115.0, 'edge': 0.2506401176300827, 'ev': 0.5388762529046778, 'ev_pct': 53.88762529046778, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 34.5, 'price': -119.0, 'edge': 0.2425873128675326, 'ev': 0.4464421976301652, 'ev_pct': 44.644219763016515, 'book': 'draftkings'}, {'market': 'pra', 'side': 'UNDER', 'line': 34.5, 'price': -120.0, 'edge': 0.2405117628467772, 'ev': 0.4409382318857582, 'ev_pct': 44.09382318857582, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 34.5, 'price': -125.0, 'edge': 0.230410752745767, 'ev': 0.4147393549423808, 'ev_pct': 41.47393549423808, 'book': 'betmgm'}, {'market': 'pra', 'side': 'UNDER', 'line': 33.5, 'price': -110.0, 'edge': 0.2283787317292425, 'ev': 0.4359957605740084, 'ev_pct': 43.59957605740084, 'book': 'fanduel'}, {'market': 'pra', 'side': 'UNDER', 'line': 35.5, 'price': -145.0, 'edge': 0.2250632644419816, 'ev': 0.3802793088847276, 'ev_pct': 38.02793088847276, 'book': 'bovada'}, {'market': 'pra', 'side': 'UNDER', 'line': 33.5, 'price': -114.0, 'edge': 0.2194779751649346, 'ev': 0.4120025147832982, 'ev_pct': 41.20025147832982, 'book': 'betonlineag'}, {'market': 'pts', 'side': 'UNDER', 'line': 20.5, 'price': 180.0, 'edge': 0.2565714804191086, 'ev': 0.7184001451735043, 'ev_pct': 71.84001451735043, 'book': 'bovada'}, {'market': 'pts', 'side': 'UNDER', 'line': 21.5, 'price': 145.0, 'edge': 0.2554506627007287, 'ev': 0.6258541236167853, 'ev_pct': 62.58541236167853, 'book': 'bovada'}]",[]
Bruce Brown,DEN,"[{'market': 'pra', 'side': 'OVER', 'line': 14.5, 'price': -105.0, 'edge': 0.271433231245372, 'ev': 0.5299410705266786, 'ev_pct': 52.99410705266786, 'book': 'betmgm'}, {'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': -155.0, 'edge': 0.2201661246430554, 'ev': 0.362208785703091, 'ev_pct': 36.220878570309104, 'book': 'betmgm'}]",[]
Cameron Johnson,DEN,"[{'market': 'pa', 'side': 'OVER', 'line': 17.5, 'price': 105.0, 'edge': 0.1779166722787484, 'ev': 0.3647291781714342, 'ev_pct': 36.47291781714342, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -115.0, 'edge': 0.1755391556881269, 'ev': 0.328181899764759, 'ev_pct': 32.8181899764759, 'book': 'betmgm'}, {'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -117.0, 'edge': 0.171252369705917, 'ev': 0.3176219164631111, 'ev_pct': 31.76219164631111, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 16.5, 'price': -120.0, 'edge': 0.164968331163814, 'ev': 0.3024419404669923, 'ev_pct': 30.24419404669923, 'book': 'bovada'}, {'market': 'pa', 'side': 'OVER', 'line': 15.5, 'price': -150.0, 'edge': 0.1520995712155756, 'ev': 0.2534992853592925, 'ev_pct': 25.34992853592925, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 18.5, 'price': -105.0, 'edge': 0.2421443489697854, 'ev': 0.4727580146552953, 'ev_pct': 47.27580146552953, 'book': 'betmgm'}, {'market': 'pr', 'side': 'OVER', 'line': 18.5, 'price': -110.0, 'edge': 0.2305299471114811, 'ev': 0.4401026263037367, 'ev_pct': 44.01026263037367, 'book': 'bovada'}, {'market': 'pr', 'side': 'OVER', 'line': 18.5, 'price': -111.0, 'edge': 0.2282731202101044, 'ev': 0.4339245798588472, 'ev_pct': 43.39245798588472, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 18.5, 'price': -112.0, 'edge': 0.2260375841285521, 'ev': 0.4278568556719022, 'ev_pct': 42.78568556719022, 'book': 'fanduel'}, {'market': 'pr', 'side': 'OVER', 'line': 17.5, 'price': -135.0, 'edge': 0.2171378438345771, 'ev': 0.3779806911194491, 'ev_pct': 37.79806911194491, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 154.0, 'edge': 0.3250251230740269, 'ev': 0.8255638126080284, 'ev_pct': 82.55638126080284, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 152.0, 'edge': 0.3219005136502049, 'ev': 0.8111892943985165, 'ev_pct': 81.11892943985166, 'book': 'betonlineag'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 150.0, 'edge': 0.3187259104756017, 'ev': 0.7968147761890044, 'ev_pct': 79.68147761890044, 'book': 'bovada'}, {'market': 'threes', 'side': 'OVER', 'line': 2.5, 'price': 148.0, 'edge': 0.3155001040239888, 'ev': 0.7824402579794923, 'ev_pct': 78.24402579794923, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -197.0, 'edge': 0.2479180182158559, 'ev': 0.3737647279700974, 'ev_pct': 37.37647279700974, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -200.0, 'edge': 0.2445510148488525, 'ev': 0.3668265222732788, 'ev_pct': 36.68265222732788, 'book': 'betmgm'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': -200.0, 'edge': 0.2445510148488525, 'ev': 0.3668265222732788, 'ev_pct': 36.68265222732788, 'book': 'bovada'}]",[]
Cason Wallace,OKC,"[{'market': 'reb', 'side': 'OVER', 'line': 3.5, 'price': 165.0, 'edge': 0.2093273277754582, 'ev': 0.5547174186049644, 'ev_pct': 55.47174186049644, 'book': 'bovada'}]",[]
