date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-05-14,2026-05-15T02:00:00Z,Portland Fire,New York Liberty,461.8045818750234,-461.8045818750232,11.5,-11.5,,,176.5,101.49669905981303,-101.49669905981303,11,11,11,10,oddsapi_consensus
2026-05-14,2026-05-15T00:00:00Z,Dallas Wings,Minnesota Lynx,-156.16148422167797,156.161484221678,-4.0,4.0,,,178.0,-100.17094017094018,100.17094017094017,11,11,6,5,oddsapi_consensus
