date,home_tri,away_tri,home_pts,visitor_pts
2025-12-03,CLE,POR,110,122
2025-12-03,IND,DEN,120,135
2025-12-03,ORL,SAS,112,114
2025-12-03,ATL,LAC,92,115
2025-12-03,NYK,CHA,119,104
2025-12-03,CHI,BKN,103,113
2025-12-03,HOU,SAC,121,95
2025-12-03,MIL,DET,113,109
2025-12-03,DAL,MIA,118,108
