player_id,player_name,team_ls,team_box,team_on_slate,injury_status,match
1642530,Yuki Kawamura,MEM,,False,,False
1630283,Kylor Kelley,,,False,,False
1628379,Luke Kennard,ATL,,True,,False
1631117,Walker Kessler,UTA,,False,,False
1630296,Braxton Key,GSW,,False,,False
1630557,Corey Kispert,WAS,,False,,False
1628467,Maxi Kleber,LAL,,True,,False
1641752,Bobi Klintman,DET,,True,,False
1642261,Dalton Knecht,LAL,LAL,True,,True
1628995,Kevin Knox II,GSW,,False,,False
1642278,Tyler Kolek,NYK,NYK,True,,True
1631132,Christian Koloko,LAL,,True,,False
1629723,John Konchar,MEM,,False,,False
1628436,Luke Kornet,SAS,BOS,False,,False
1630249,Vít Krejčí,ATL,ATL,True,,True
1630228,Jonathan Kuminga,GSW,,False,,False
1628398,Kyle Kuzma,MIL,,False,,False
1631222,Jake LaRavia,LAL,,True,,False
203897,Zach LaVine,SAC,CHI,True,,False
1627746,Skal Labissiere,,,False,,False
1629111,Jock Landale,MEM,,False,,False
1641796,Pelle Larsson,MIA,,False,,False
1630639,A.J. Lawson,TOR,,True,,False
1627747,Caris LeVert,DET,CLE,True,,False
1627814,Damion Lee,PHX,,False,,False
203458,Alex Len,LAL,SAC,True,,False
202695,Kawhi Leonard,LAC,,False,,False
1642502,Malevy Leons,,OKC,False,,False
1641721,Maxwell Lewis,BKN,,True,,False
1630604,E.J. Liddell,BKN,,True,,False
203081,Damian Lillard,POR,,True,,False
1641726,Dereck Lively II,DAL,,False,,False
1641753,Chris Livingston,MIL,,False,,False
1626172,Kevon Looney,NOP,,True,,False
201572,Brook Lopez,LAC,,False,,False
201567,Kevin Love,UTA,,False,,False
200768,Kyle Lowry,PHI,,False,,False
1641754,Seth Lundy,LAC,,False,,False
1626168,Trey Lyles,SAC,SAC,True,,True
1630572,Sandro Mamukelashvili,TOR,,True,,False
1629611,Terance Mann,BKN,,True,,False
1630544,Tre Mann,CHA,CHA,True,,True
1628374,Lauri Markkanen,UTA,,False,,False
1630230,Naji Marshall,DAL,,False,,False
1628997,Caleb Martin,DAL,,False,,False
1628998,Cody Martin,PHX,CHA,False,,False
1641798,Jaylen Martin,WAS,,False,,False
1630231,KJ Martin,UTA,,False,,False
1631213,Tyrese Martin,BKN,BKN,True,,True
1629726,Garrison Mathews,ATL,ATL,True,,True
1631097,Bennedict Mathurin,IND,IND,True,,True
1631255,Karlo Matković,NOP,NOP,True,,True
1630178,Tyrese Maxey,PHI,,False,,False
1630540,Miles McBride,NYK,NYK,True,,True
1642272,Jared McCain,PHI,,False,,False
1630644,Mac McClung,ORL,,True,,False
203468,CJ McCollum,WAS,,False,,False
204456,T.J. McConnell,IND,IND,True,,True
1641755,Kevin McCullar Jr.,NYK,,True,,False
1630183,Jaden McDaniels,MIN,MIN,True,,True
1629667,Jalen McDaniels,,,False,,False
203926,Doug McDermott,SAC,SAC,True,,True
1631121,Bryce McGowens,NOP,,True,,False
1629162,Jordan McLaughlin,SAS,SAC,False,,False
1629098,Jack McVeigh,HOU,,False,,False
1629001,De'Anthony Melton,GSW,,False,,False
1630241,Sam Merrill,CLE,CLE,True,,True
203995,Vasilije Micic,PHX,CHA,False,,False
203114,Khris Middleton,WAS,,False,,False
1641706,Brandon Miller,CHA,,True,,False
1641801,Emanuel Miller,CHI,,True,,False
1641757,Jordan Miller,LAC,,False,,False
1631159,Leonard Miller,MIN,,True,,False
201988,Patty Mills,LAC,,False,,False
1629003,Shake Milton,LAL,BKN,True,,False
1631303,Justin Minaya,POR,,True,,False
1642434,Riley Minix,SAS,,False,,False
1631169,Josh Minott,BOS,MIN,True,,False
1642274,Yves Missi,NOP,NOP,True,,True
1642349,Ajay Mitchell,OKC,OKC,True,,True
1630558,Davion Mitchell,MIA,TOR,False,,False
1628378,Donovan Mitchell,CLE,CLE,True,,True
1630596,Evan Mobley,CLE,CLE,True,,True
1630600,Isaiah Mobley,,,False,,False
1642367,Jonathan Mogbo,TOR,TOR,True,,True
1628370,Malik Monk,SAC,SAC,True,,True
1630541,Moses Moody,GSW,,False,,False
1631386,Taze Moore,,,False,,False
1631111,Wendell Moore Jr.,CHA,DET,True,,False
1629630,Ja Morant,MEM,,False,,False
202693,Markieff Morris,LAL,,True,,False
1628420,Monté Morris,PHX,,False,,False
1630530,Trey Murphy III,NOP,,True,,False
1627749,Dejounte Murray,NOP,,True,,False
1627750,Jamal Murray,DEN,DEN,True,,True
1631099,Keegan Murray,SAC,SAC,True,,True
1631200,Kris Murray,POR,POR,True,,True
1629004,Svi Mykhailiuk,UTA,,False,,False
1631250,Pete Nance,MIL,,False,,False
1626204,Larry Nance Jr.,CLE,ATL,True,,False
1629614,Andrew Nembhard,IND,IND,True,,True
1630174,Aaron Nesmith,IND,IND,True,,True
1641803,Tristen Newton,MIN,,True,,False
1627777,Georges Niang,UTA,CLE,False,,False
1630227,Daishen Nix,,,False,,False
1630192,Zeke Nnaji,DEN,DEN,True,,True
1641936,Miles Norris,BOS,,True,,False
1629669,Jaylen Nowell,,,False,,False
203994,Jusuf Nurkić,UTA,,False,,False
1626220,Royce O'Neale,PHX,,False,,False
1626143,Jahlil Okafor,,,False,,False
1629643,Chuma Okeke,CLE,,True,,False
1629006,Josh Okogie,HOU,,False,,False
1630168,Onyeka Okongwu,ATL,ATL,True,,True
1630171,Isaac Okoro,CHI,CLE,True,,False
1642439,Quincy Olivari,,,False,,False
203482,Kelly Olynyk,SAS,,False,,False
1626162,Kelly Oubre Jr.,PHI,,False,,False
101108,Chris Paul,LAC,,False,,False
1626166,Cameron Payne,NYK,NYK,True,,True
203901,Elfrid Payton,NOP,,True,,False
1627780,Gary Payton II,GSW,,False,,False
1641809,Drew Peterson,CHA,,True,,False
1641763,Julian Phillips,CHI,CHI,True,,True
1629618,Jalen Pickett,DEN,,True,,False
1630590,Scotty Pippen Jr.,MEM,,False,,False
1631342,Daeqwon Plowden,SAC,,True,,False
203486,Mason Plumlee,CHA,,True,,False
1641764,Brandin Podziemski,GSW,,False,,False
1627751,Jakob Poeltl,TOR,TOR,True,,True
1629673,Jordan Poole,NOP,,True,,False
1641854,Craig Porter Jr.,CLE,,True,,False
1629645,Kevin Porter Jr.,MIL,,False,,False
1629008,Michael Porter Jr.,BKN,DEN,True,,False
1626171,Bobby Portis,MIL,,False,,False
204001,Kristaps Porziņģis,ATL,,True,,False
1642366,Quinten Post,GSW,,False,,False
1630695,Micah Potter,UTA,,False,,False
203939,Dwight Powell,DAL,,False,,False
1626181,Norman Powell,MIA,,False,,False
1627752,Taurean Prince,MIL,,False,,False
1630202,Payton Pritchard,BOS,BOS,True,,True
1641765,Olivier-Maxence Prosper,MEM,,False,,False
1642389,Zyon Pullin,MEM,,False,,False
1630243,Trevelin Queen,ORL,,True,,False
1629674,Neemias Queta,BOS,BOS,True,,True
1630193,Immanuel Quickley,TOR,,True,,False
1631311,Lester Quinones,NOP,,True,,False
203944,Julius Randle,MIN,MIN,True,,True
1641871,Duop Reath,POR,POR,True,,True
1630559,Austin Reaves,LAL,LAL,True,,True
1629629,Cam Reddish,,LAL,False,,False
1630194,Paul Reed,DET,DET,True,,True
1642024,Alex Reese,PHI,,False,,False
1641810,Antonio Reeves,CHA,NOP,True,,False
1629675,Naz Reid,MIN,MIN,True,,True
1631197,Jared Rhoden,TOR,CHA,True,,False
1630208,Nick Richards,PHX,CHA,False,,False
1626196,Josh Richardson,,,False,,False
1642258,Zaccharie Risacher,ATL,ATL,True,,True
1641857,Liam Robbins,,,False,,False
1629130,Duncan Robinson,MIA,,False,,False
1629011,Mitchell Robinson,NYK,,True,,False
1631115,Orlando Robinson,ORL,,True,,False
1630526,Jeremiah Robinson-Earl,NOP,NOP,True,,True
1631223,David Roddy,HOU,ATL,False,,False
1631157,Ryan Rollins,MIL,,False,,False
1642050,Jackson Rowe,GSW,,False,,False
1626179,Terry Rozier,MIA,,False,,False
1641712,Rayan Rupert,POR,POR,True,,True
1626156,D'Angelo Russell,DAL,LAL,False,,False
1630346,Matt Ryan,,,False,,False
1627734,Domantas Sabonis,SAC,SAC,True,,True
1642275,Tidjane Salaün,CHA,CHA,True,,True
1641766,Adama Sanogo,,CHI,False,,False
1630611,Gui Santos,GSW,,False,,False
1642259,Alex Sarr,WAS,,False,,False
1631204,Marcus Sasser,DET,DET,True,,True
1631248,Baylor Scheierman,BOS,BOS,True,,True
203471,Dennis Schröder,SAC,BKN,True,,False
1630578,Alperen Sengun,HOU,,False,,False
1641729,Brice Sensabaugh,UTA,,False,,False
1629012,Collin Sexton,CHA,,True,,False
1629013,Landry Shamet,NYK,,True,,False
1630545,Terrence Shannon Jr.,MIN,MIN,True,,True
1630549,Day'Ron Sharpe,BKN,,True,,False
1631101,Shaedon Sharpe,POR,POR,True,,True
1642347,Jamal Shead,TOR,TOR,True,,True
1641767,Ben Sheppard,IND,IND,True,,True
1642263,Reed Sheppard,HOU,,False,,False
1627783,Pascal Siakam,IND,IND,True,,True
1627732,Ben Simmons,LAC,BKN,False,,False
1629014,Anfernee Simons,POR,POR,True,,True
1642354,KJ Simpson,CHA,CHA,True,,True
1631301,Jaylen Sims,,,False,,False
1630579,Jericho Sims,MIL,NYK,False,,False
203935,Marcus Smart,LAL,,True,,False
1630696,Dru Smith,MIA,,False,,False
1630188,Jalen Smith,CHI,CHI,True,,True
1642449,Tolu Smith,DET,,True,,False
1641890,Tyler Smith,MIL,,False,,False
1631095,Jabari Smith Jr.,HOU,,False,,False
1641733,Nick Smith Jr.,LAL,CHA,True,,False
1631110,Jeremy Sochan,SAS,,False,,False
1642285,Cam Spencer,MEM,,False,,False
1630311,Pat Spencer,GSW,,False,,False
1630531,Jaden Springer,UTA,BOS,False,,False
1641815,Isaiah Stevens,SAC,,True,,False
1630205,Lamar Stevens,MEM,,False,,False
1630191,Isaiah Stewart,DET,DET,True,,True
1631124,Julian Strawther,DEN,DEN,True,,True
1629622,Max Strus,CLE,,True,,False
1630591,Jalen Suggs,ORL,ORL,True,,True
1631306,Cole Swider,,,False,,False
1630256,Jae'Sean Tate,HOU,,False,,False
1628369,Jayson Tatum,BOS,BOS,True,,True
1630678,Terry Taylor,,,False,,False
202066,Garrett Temple,TOR,TOR,True,,True
1631207,Dalen Terry,CHI,CHI,True,,True
1628464,Daniel Theis,,NOP,False,,False
1630560,Cam Thomas,BKN,BKN,True,,True
1641708,Amen Thompson,HOU,,False,,False
1641709,Ausar Thompson,DET,,True,,False
202691,Klay Thompson,DAL,,False,,False
202684,Tristan Thompson,CLE,CLE,True,,True
1630550,JT Thor,WAS,,False,,False
1629680,Matisse Thybulle,POR,POR,True,,True
1630214,Xavier Tillman,BOS,BOS,True,,True
1631166,Drew Timme,BKN,,True,,False
1641772,Nae'Qwan Tomlin,CLE,,True,,False
1631210,Jacob Toppin,ATL,NYK,True,,False
1630167,Obi Toppin,IND,IND,True,,True
1626157,Karl-Anthony Towns,NYK,NYK,True,,True
1642422,Armel Traore,,,False,,False
1631247,Luke Travers,CLE,CLE,True,,True
1629018,Gary Trent Jr.,MIL,,False,,False
1631131,Oscar Tshiebwe,UTA,,False,,False
200782,P.J. Tucker,NYK,,True,,False
1626167,Myles Turner,MIL,IND,False,,False
1641816,Hunter Tyson,DEN,DEN,True,,True
1642281,Jaylon Tyson,CLE,,True,,False
1630649,Stanley Umude,MIL,,False,,False
202685,Jonas Valančiūnas,DEN,,True,,False
1627832,Fred VanVleet,HOU,,False,,False
1629020,Jarred Vanderbilt,LAL,,True,,False
1630170,Devin Vassell,SAS,,False,,False
1629216,Gabe Vincent,LAL,LAL,True,,True
1641774,Tristan Vukcevic,WAS,,False,,False
202696,Nikola Vučević,CHI,CHI,True,,True
1629731,Dean Wade,CLE,CLE,True,,True
1630532,Franz Wagner,ORL,ORL,True,,True
1629021,Moritz Wagner,ORL,ORL,True,,True
1631133,Jabari Walker,PHI,POR,False,,False
1641716,Jarace Walker,IND,IND,True,,True
1629022,Lonnie Walker IV,PHI,,False,,False
1641717,Cason Wallace,OKC,OKC,True,,True
1630811,Keaton Wallace,ATL,ATL,True,,True
1641775,Jordan Walsh,BOS,BOS,True,,True
1642266,Ja'Kobe Walter,TOR,TOR,True,,True
1642276,Kel'el Ware,MIA,,False,,False
1629023,P.J. Washington,DAL,,False,,False
1631102,TyTy Washington Jr.,PHX,,False,,False
1630322,Lindy Waters III,SAS,,False,,False
1630570,Trendon Watford,PHI,BKN,False,,False
1641817,Anton Watson,NYK,,True,,False
1631212,Peyton Watson,DEN,DEN,True,,True
1642377,Jaylen Wells,MEM,,False,,False
1641705,Victor Wembanyama,SAS,,False,,False
1631104,Blake Wesley,POR,,True,,False
201566,Russell Westbrook,SAC,DEN,True,,False
1630762,Phillip Wheeler,,,False,,False
1629632,Coby White,CHI,CHI,True,,True
1628401,Derrick White,BOS,BOS,True,,True
1641727,Dariq Whitehead,BKN,,True,,False
1641715,Cam Whitmore,WAS,,False,,False
1630598,Aaron Wiggins,OKC,OKC,True,,True
203952,Andrew Wiggins,MIA,,False,,False
1631214,Alondes Williams,,,False,,False
1630314,Brandon Williams,DAL,,False,,False
1642262,Cody Williams,UTA,,False,,False
1629684,Grant Williams,CHA,CHA,True,,True
1631114,Jalen Williams,OKC,OKC,True,,True
1631119,Jaylin Williams,OKC,,True,,False
1629026,Kenrich Williams,OKC,,True,,False
1631109,Mark Williams,PHX,,False,,False
1631466,Nate Williams,HOU,,False,,False
1630172,Patrick Williams,CHI,CHI,True,,True
1630533,Ziaire Williams,BKN,BKN,True,,True
1629057,Robert Williams III,POR,POR,True,,True
1631246,Vince Williams Jr.,MEM,,False,,False
1629627,Zion Williamson,NOP,NOP,True,,True
1630592,Jalen Wilson,BKN,BKN,True,,True
1630164,James Wiseman,IND,,True,,False
1631209,Isaiah Wong,,,False,,False
1626153,Delon Wright,NYK,,True,,False
1627824,Guerschon Yabusele,NYK,,True,,False
1642443,Jahmir Young,MIA,,False,,False
1629027,Trae Young,ATL,ATL,True,,True
1627826,Ivica Zubac,LAC,,False,,False
1641783,Tristan da Silva,ORL,ORL,True,,True
1628427,Vlatko Čančar,DEN,,True,,False
203967,Dario Šarić,SAC,DEN,True,,False
