market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
TOTAL,Under,New York Knicks,Toronto Raptors,2025-11-30,,,,-5.1903533935546875,230.5,,,225.3096466064453,High
ML,Utah Jazz,Utah Jazz,Houston Rockets,2025-11-30,0.5397343049209159,438.1818181818182,0.1858108108108108,,,,,,High
ATS,Utah Jazz,Utah Jazz,Houston Rockets,2025-11-30,,,,4.971705436706543,12.0,-7.028294563293457,-12.0,,High
TOTAL,Over,Utah Jazz,Houston Rockets,2025-11-30,,,,3.8612213134765625,232.5,,,236.36122131347656,Medium
ML,Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,2025-11-30,0.4025470246659947,-105.1818181818182,0.5126273814798405,,,,,,High
ATS,Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,2025-11-30,,,,-8.36153793334961,1.0,-7.361537933349609,1.0,,High
ML,Sacramento Kings,Sacramento Kings,Memphis Grizzlies,2025-11-30,0.39609724309698036,120.45454545454544,0.45360824742268047,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Memphis Grizzlies,2025-11-30,,,,5.001500606536865,3.0,2.001500606536865,-3.0,,High
TOTAL,Under,Sacramento Kings,Memphis Grizzlies,2025-11-30,,,,-5.349349975585909,233.5,,,228.1506500244141,High
ML,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,2025-11-30,0.2289406391309467,-160.54545454545453,0.6161898115840894,,,,,,High
ATS,Minnesota Timberwolves,Minnesota Timberwolves,San Antonio Spurs,2025-11-30,,,,6.472541809082031,-3.5,9.972541809082031,3.5,,High
TOTAL,Under,Minnesota Timberwolves,San Antonio Spurs,2025-11-30,,,,-6.70635986328125,234.5,,,227.79364013671875,High
ML,Boston Celtics,Cleveland Cavaliers,Boston Celtics,2025-11-30,0.2095975441951331,218.27272727272728,0.31419594401599543,,,,,,High
ATS,Boston Celtics,Cleveland Cavaliers,Boston Celtics,2025-11-30,,,,-5.802044630050659,7.0,1.1979553699493408,7.0,,High
TOTAL,Under,Cleveland Cavaliers,Boston Celtics,2025-11-30,,,,-8.051788330078125,230.5,,,222.44821166992188,High
ML,Portland Trail Blazers,Portland Trail Blazers,Oklahoma City Thunder,2025-11-30,0.7449014157938048,455.09090909090907,0.1801506714706846,,,,,,High
ATS,Portland Trail Blazers,Portland Trail Blazers,Oklahoma City Thunder,2025-11-30,,,,6.279921531677246,11.5,-5.220078468322754,-11.5,,High
TOTAL,Under,Portland Trail Blazers,Oklahoma City Thunder,2025-11-30,,,,-4.9524688720703125,233.0,,,228.0475311279297,High
ML,New Orleans Pelicans,Los Angeles Lakers,New Orleans Pelicans,2025-11-30,0.80544426961324,658.2727272727273,0.13187867162210767,,,,,,High
ATS,New Orleans Pelicans,Los Angeles Lakers,New Orleans Pelicans,2025-11-30,,,,-4.196372985839844,14.5,10.303627014160156,14.5,,High
TOTAL,Under,Los Angeles Lakers,New Orleans Pelicans,2025-11-30,,,,-5.581298828125,233.5,,,227.918701171875,High
