date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2026-03-08,Cleveland Cavaliers,Boston Celtics,CLE,BOS,,,7.696176528930664,210.84553561733543,,0.0,,210.84553561733543
2026-03-08,Los Angeles Lakers,New York Knicks,LAL,NYK,,,1.0905650854110718,213.16649333913705,,0.0,,213.16649333913705
2026-03-08,Miami Heat,Detroit Pistons,MIA,DET,,,3.1845712661743164,213.5980324426196,,0.0,,213.5980324426196
2026-03-08,Milwaukee Bucks,Orlando Magic,MIL,ORL,,,-3.472418069839477,217.4280383514635,,0.0,,217.4280383514635
2026-03-08,New Orleans Pelicans,Washington Wizards,NOP,WAS,,,2.708927869796753,216.0539372638903,,0.0,,216.0539372638903
2026-03-08,Phoenix Suns,Charlotte Hornets,PHX,CHA,,,1.556714653968811,221.6136922814103,,0.0,,221.6136922814103
2026-03-08,Portland Trail Blazers,Indiana Pacers,POR,IND,,,-1.461496114730835,215.66331690152484,,0.0,,215.66331690152484
2026-03-08,Sacramento Kings,Chicago Bulls,SAC,CHI,,,4.394471168518066,216.1449275273164,,0.0,,216.1449275273164
2026-03-08,San Antonio Spurs,Houston Rockets,SAS,HOU,,,-3.119736909866333,227.104965645238,,0.0,,227.104965645238
2026-03-08,Toronto Raptors,Dallas Mavericks,TOR,DAL,,,0.5941858291625977,212.352653210114,,0.0,,212.352653210114
