date,home_tri,away_tri,home_pts,visitor_pts
2026-01-25,DET,SAC,139.0,116.0
2026-01-25,MEM,DEN,,
2026-01-25,MIN,GSW,85.0,111.0
2026-01-25,MIL,DAL,,
2026-01-25,OKC,TOR,101.0,103.0
2026-01-25,SAS,NOP,95.0,104.0
2026-01-25,PHX,MIA,102.0,111.0
2026-01-25,LAC,BKN,126.0,89.0
