date,home_tri,away_tri,home_pts,visitor_pts
2025-11-23,PHI,MIA,117,127
2025-11-23,ATL,CHA,113,110
2025-11-23,BOS,ORL,138,129
2025-11-23,CLE,LAC,120,105
2025-11-23,TOR,BKN,119,109
2025-11-23,OKC,POR,122,95
2025-11-23,PHX,SAS,111,102
2025-11-23,UTA,LAL,106,108
