player,team,plays,ladders,_plays_list,top_play,top_play_explain,top_play_baseline,top_play_reasons,top_play_consensus,top_play_line_adv
Aaron Nesmith,IND,[],[],[],,,,[],0.0,0.0
Ace Bailey,UTA,[],[],[],,,,[],0.0,0.0
Ajay Mitchell,OKC,[],[],[],,,,[],0.0,0.0
Alperen Sengun,HOU,"[{'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': 105.0, 'edge': 0.0845140380218043, 'ev': 0.1732537779446988, 'ev_pct': 17.32537779446988, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': 104.0, 'edge': 0.083987973937634, 'ev': 0.1713354668327734, 'ev_pct': 17.13354668327734, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -104.0, 'edge': 0.0796742484474379, 'ev': 0.1562841027238206, 'ev_pct': 15.628410272382059, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 120.0, 'edge': 0.0471253462512504, 'ev': 0.1036757617527509, 'ev_pct': 10.36757617527509, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 110.0, 'edge': 0.0438785930044972, 'ev': 0.0921450453094442, 'ev_pct': 9.21450453094442, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 110.0, 'edge': 0.0438785930044972, 'ev': 0.0921450453094442, 'ev_pct': 9.21450453094442, 'book': 'bovada'}]",[],"[{'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': 105.0, 'edge': 0.0845140380218043, 'ev': 0.1732537779446988, 'ev_pct': 17.32537779446988, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': 104.0, 'edge': 0.083987973937634, 'ev': 0.1713354668327734, 'ev_pct': 17.13354668327734, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': -104.0, 'edge': 0.0796742484474379, 'ev': 0.1562841027238206, 'ev_pct': 15.628410272382059, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 120.0, 'edge': 0.0471253462512504, 'ev': 0.1036757617527509, 'ev_pct': 10.36757617527509, 'book': 'betonlineag'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 110.0, 'edge': 0.0438785930044972, 'ev': 0.0921450453094442, 'ev_pct': 9.21450453094442, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 110.0, 'edge': 0.0438785930044972, 'ev': 0.0921450453094442, 'ev_pct': 9.21450453094442, 'book': 'bovada'}]","{'market': 'ra', 'side': 'UNDER', 'line': 14.5, 'price': 105.0, 'ev': 0.1732537779446988, 'ev_pct': 17.32537779446988, 'book': 'bovada'}",,,"['EV 17.3%', 'Regular price range (-150 to +150)', 'Consensus: 3 books aligned', 'Best line available']",0.5,1.0
Amen Thompson,HOU,[],[],[],,,,[],0.0,0.0
Andrew Nembhard,IND,"[{'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -110.0, 'edge': 0.0699285714285714, 'ev': 0.1335, 'ev_pct': 13.350000000000001, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -118.0, 'edge': 0.0673073394495412, 'ev': 0.1243474576271185, 'ev_pct': 12.43474576271185, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -118.0, 'edge': 0.0673073394495412, 'ev': 0.1243474576271185, 'ev_pct': 12.43474576271185, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -122.0, 'edge': 0.0660675675675676, 'ev': 0.12022131147541, 'ev_pct': 12.022131147541, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -124.0, 'edge': 0.0654642857142857, 'ev': 0.1182580645161291, 'ev_pct': 11.825806451612909, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -125.0, 'edge': 0.0651666666666667, 'ev': 0.1173000000000001, 'ev_pct': 11.73000000000001, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -126.0, 'edge': 0.0648716814159292, 'ev': 0.1163571428571428, 'ev_pct': 11.635714285714279, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': 115.0, 'edge': 0.1154744186046511, 'ev': 0.24827, 'ev_pct': 24.826999999999998, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -112.0, 'edge': 0.1015735849056603, 'ev': 0.1922642857142857, 'ev_pct': 19.22642857142857, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -120.0, 'edge': 0.0978, 'ev': 0.1792999999999999, 'ev_pct': 17.92999999999999, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 115.0, 'edge': 0.0979499836767073, 'ev': 0.2105924649049206, 'ev_pct': 21.059246490492058, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.0920141624039533, 'ev': 0.1756634009530018, 'ev_pct': 17.56634009530018, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.0920141624039533, 'ev': 0.1756634009530018, 'ev_pct': 17.56634009530018, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 104.0, 'edge': 0.0988202726435046, 'ev': 0.2015933561927494, 'ev_pct': 20.15933561927494, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'edge': 0.0972106735799986, 'ev': 0.1953934538957973, 'ev_pct': 19.53934538957973, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0966634098984066, 'ev': 0.1933268197968132, 'ev_pct': 19.332681979681322, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.0914253146603113, 'ev': 0.1745392370787762, 'ev_pct': 17.45392370787762, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -125.0, 'edge': 0.2175180721548716, 'ev': 0.3915325298787689, 'ev_pct': 39.15325298787689, 'book': 'betmgm'}]",[],"[{'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -110.0, 'edge': 0.0699285714285714, 'ev': 0.1335, 'ev_pct': 13.350000000000001, 'book': 'betmgm'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -118.0, 'edge': 0.0673073394495412, 'ev': 0.1243474576271185, 'ev_pct': 12.43474576271185, 'book': 'betrivers'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -118.0, 'edge': 0.0673073394495412, 'ev': 0.1243474576271185, 'ev_pct': 12.43474576271185, 'book': 'betonlineag'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -122.0, 'edge': 0.0660675675675676, 'ev': 0.12022131147541, 'ev_pct': 12.022131147541, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -124.0, 'edge': 0.0654642857142857, 'ev': 0.1182580645161291, 'ev_pct': 11.825806451612909, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -125.0, 'edge': 0.0651666666666667, 'ev': 0.1173000000000001, 'ev_pct': 11.73000000000001, 'book': 'bovada'}, {'market': 'ast', 'side': 'UNDER', 'line': 7.5, 'price': -126.0, 'edge': 0.0648716814159292, 'ev': 0.1163571428571428, 'ev_pct': 11.635714285714279, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 21.5, 'price': 115.0, 'edge': 0.1154744186046511, 'ev': 0.24827, 'ev_pct': 24.826999999999998, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -110.0, 'edge': 0.1025619047619047, 'ev': 0.1957999999999999, 'ev_pct': 19.579999999999988, 'book': 'bovada'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -112.0, 'edge': 0.1015735849056603, 'ev': 0.1922642857142857, 'ev_pct': 19.22642857142857, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 22.5, 'price': -120.0, 'edge': 0.0978, 'ev': 0.1792999999999999, 'ev_pct': 17.92999999999999, 'book': 'betmgm'}, {'market': 'pr', 'side': 'UNDER', 'line': 16.5, 'price': 115.0, 'edge': 0.0979499836767073, 'ev': 0.2105924649049206, 'ev_pct': 21.059246490492058, 'book': 'bovada'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.0920141624039533, 'ev': 0.1756634009530018, 'ev_pct': 17.56634009530018, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 17.5, 'price': -110.0, 'edge': 0.0920141624039533, 'ev': 0.1756634009530018, 'ev_pct': 17.56634009530018, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 104.0, 'edge': 0.0988202726435046, 'ev': 0.2015933561927494, 'ev_pct': 20.15933561927494, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 101.0, 'edge': 0.0972106735799986, 'ev': 0.1953934538957973, 'ev_pct': 19.53934538957973, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 100.0, 'edge': 0.0966634098984066, 'ev': 0.1933268197968132, 'ev_pct': 19.332681979681322, 'book': 'bovada'}, {'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': -110.0, 'edge': 0.0914253146603113, 'ev': 0.1745392370787762, 'ev_pct': 17.45392370787762, 'book': 'betmgm'}, {'market': 'threes', 'side': 'UNDER', 'line': 1.5, 'price': -125.0, 'edge': 0.2175180721548716, 'ev': 0.3915325298787689, 'ev_pct': 39.15325298787689, 'book': 'betmgm'}]","{'market': 'ra', 'side': 'UNDER', 'line': 9.5, 'price': 104.0, 'ev': 0.2015933561927494, 'ev_pct': 20.15933561927494, 'book': 'fanduel'}",,,"['EV 20.2%', 'Regular price range (-150 to +150)', 'Consensus: 4 books aligned', 'Best line available']",0.75,1.0
Ausar Thompson,DET,"[{'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 102.0, 'edge': 0.2282346960006805, 'ev': 0.4610340859213747, 'ev_pct': 46.10340859213747, 'book': 'fanduel'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': -101.0, 'edge': 0.2207966387621208, 'ev': 0.4394071721899634, 'ev_pct': 43.94071721899634, 'book': 'draftkings'}]",[],"[{'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 102.0, 'edge': 0.2282346960006805, 'ev': 0.4610340859213747, 'ev_pct': 46.10340859213747, 'book': 'fanduel'}, {'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': -101.0, 'edge': 0.2207966387621208, 'ev': 0.4394071721899634, 'ev_pct': 43.94071721899634, 'book': 'draftkings'}]","{'market': 'stl', 'side': 'UNDER', 'line': 1.5, 'price': 102.0, 'ev': 0.4610340859213747, 'ev_pct': 46.10340859213747, 'book': 'fanduel'}",,,"['EV 46.1%', 'Regular price range (-150 to +150)', 'Best line available']",0.25,1.0
Austin Reaves,LAL,[],[],[],,,,[],0.0,0.0
Bam Adebayo,MIA,"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': -101.0, 'edge': 0.0820044505062835, 'ev': 0.1631969757600297, 'ev_pct': 16.31969757600297, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': 120.0, 'edge': 0.0742978221970238, 'ev': 0.1634552088334523, 'ev_pct': 16.34552088334523, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 120.0, 'edge': 0.0424229917819294, 'ev': 0.0933305819202447, 'ev_pct': 9.33305819202447, 'book': 'bovada'}]",[],"[{'market': 'blk', 'side': 'UNDER', 'line': 0.5, 'price': -101.0, 'edge': 0.0820044505062835, 'ev': 0.1631969757600297, 'ev_pct': 16.31969757600297, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': 120.0, 'edge': 0.0742978221970238, 'ev': 0.1634552088334523, 'ev_pct': 16.34552088334523, 'book': 'bovada'}, {'market': 'reb', 'side': 'UNDER', 'line': 9.5, 'price': 120.0, 'edge': 0.0424229917819294, 'ev': 0.0933305819202447, 'ev_pct': 9.33305819202447, 'book': 'bovada'}]","{'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': 120.0, 'ev': 0.1634552088334523, 'ev_pct': 16.34552088334523, 'book': 'bovada'}",,,"['EV 16.3%', 'Regular price range (-150 to +150)', 'Best line available']",0.0,1.0
Baylor Scheierman,BOS,[],[],[],,,,[],0.0,0.0
