date,game_id,home_team,visitor_team,tip_prob_home,tip_outcome_home,tip_brier,tip_logloss,first_basket_top1_name,first_basket_top1_prob,first_basket_actual_name,first_basket_hit_top1,first_basket_hit_top5,first_basket_prob_actual,early_threes_expected,early_threes_prob_ge_1,early_threes_actual,early_threes_error,early_threes_brier_ge1
2026-01-18,0022500602,MEM,ORL,0.6392467557860053,1.0,0.1301429032109221,0.4474647398553885,Anthony Black,0.1415178803794167,Jackson Jr.,False,True,0.1001536988785868,2.146544934758569,0.883112685796975,3,0.8534550652414312,0.01366264422159669
2026-01-18,0022500603,CHI,BKN,0.5379509544290052,0.0,0.28939122937107764,0.7720842342903146,Jalen Smith,0.1150773026262808,Dëmin,False,False,,2.297337479123213,0.899473859328755,5,2.702662520876787,0.010105504958254937
2026-01-18,0022500604,HOU,NOP,0.5528262038306622,1.0,0.1999644039804965,0.5927116056429593,Jabari Smith Jr.,0.1437218240001476,Thompson,False,True,0.1368268022113169,2.00983442681982,0.8659891385635058,3,0.99016557318018,0.01795891098295125
2026-01-18,0022500605,DEN,CHA,0.6111375438387318,0.0,0.37348909748923775,0.9445295810219323,Jalen Pickett,0.1462321190063219,Miller,False,False,0.0806716027681832,2.2370769958820294,0.8932298617423808,7,4.762923004117971,0.011399862423551111
2026-01-18,0022500606,SAC,POR,0.5676074829126087,1.0,0.18696328883317,0.5663251503571306,Donovan Clingan,0.1246582575170277,DeRozan,False,True,0.1129956388616066,2.1596032966234238,0.8846291200212545,2,-0.15960329662342376,0.013310439947070101
2026-01-18,0022500607,LAL,TOR,0.5822693631386744,,,,Scottie Barnes,0.13518955269687,Murray-Boyles,False,False,0.0743960541194981,2.106876471056795,0.8783827512281376,5,2.893123528943205,0.014790755198837071
2026-01-18,0022500602,MEM,ORL,0.6392467557860053,1.0,0.1301429032109221,0.4474647398553885,Anthony Black,0.1415178803794167,Jackson Jr.,False,True,0.1001536988785868,2.146544934758569,0.883112685796975,3,0.8534550652414312,0.01366264422159669
2026-01-18,0022500603,CHI,BKN,0.5379509544290052,0.0,0.28939122937107764,0.7720842342903146,Jalen Smith,0.1150773026262808,Dëmin,False,False,,2.297337479123213,0.899473859328755,5,2.702662520876787,0.010105504958254937
2026-01-18,0022500604,HOU,NOP,0.5528262038306622,1.0,0.1999644039804965,0.5927116056429593,Jabari Smith Jr.,0.1437218240001476,Thompson,False,True,0.1368268022113169,2.00983442681982,0.8659891385635058,3,0.99016557318018,0.01795891098295125
2026-01-18,0022500605,DEN,CHA,0.6111375438387318,0.0,0.37348909748923775,0.9445295810219323,Jalen Pickett,0.1462321190063219,Miller,False,False,0.0806716027681832,2.2370769958820294,0.8932298617423808,7,4.762923004117971,0.011399862423551111
2026-01-18,0022500606,SAC,POR,0.5676074829126087,1.0,0.18696328883317,0.5663251503571306,Donovan Clingan,0.1246582575170277,DeRozan,False,True,0.1129956388616066,2.1596032966234238,0.8846291200212545,2,-0.15960329662342376,0.013310439947070101
2026-01-18,0022500607,LAL,TOR,0.5822693631386744,,,,Scottie Barnes,0.13518955269687,Murray-Boyles,False,False,0.0743960541194981,2.106876471056795,0.8783827512281376,5,2.893123528943205,0.014790755198837071
