date,home_tri,away_tri,home_pts,visitor_pts
2026-01-04,CLE,DET,110,114
2026-01-04,ORL,IND,135,127
2026-01-04,BKN,DEN,127,115
2026-01-04,MIA,NOP,125,106
2026-01-04,WAS,MIN,115,141
2026-01-04,PHX,OKC,108,105
2026-01-04,SAC,MIL,98,115
2026-01-04,LAL,MEM,120,114
