date,commence_time,home_team,visitor_team,home_ml,away_ml,home_spread,away_spread,home_spread_price,away_spread_price,total,total_over_price,total_under_price,books_count,books_h2h,books_spreads,books_totals,bookmaker
2026-03-27,2026-03-27T23:40:00Z,Cleveland Cavaliers,Miami Heat,-183.39602956289312,183.3960295628931,-5.5,5.5,-110,-110,242.5,100.26033766005058,-100.26033766005057,11,11,7,10,oddsapi_consensus
2026-03-27,2026-03-28T02:10:00Z,Golden State Warriors,Washington Wizards,-670.1139610850786,670.1139610850793,-14.0,14.0,-110,-110,232.5,100.72252999306382,-100.72252999306379,11,11,8,6,oddsapi_consensus
2026-03-27,2026-03-28T00:10:00Z,Memphis Grizzlies,Houston Rockets,592.9067577865956,-592.9067577865957,12.5,-12.5,-105,-115,226.5,-101.63515718024212,101.63515718024209,11,11,8,6,oddsapi_consensus
2026-03-27,2026-03-27T23:40:00Z,Boston Celtics,Atlanta Hawks,-184.21570079273923,184.21570079273914,-5.0,5.0,-105,-115,226.5,-100.0,-100.0,11,11,8,8,oddsapi_consensus
2026-03-27,2026-03-28T01:10:00Z,Denver Nuggets,Utah Jazz,-1085.5429954821184,1085.542995482118,-18.5,18.5,-105,-115,248.5,100.14146272457205,-100.1414627245721,11,11,6,9,oddsapi_consensus
2026-03-27,2026-03-28T02:40:00Z,Los Angeles Lakers,Brooklyn Nets,-971.235119233699,971.2351192336994,-16.5,16.5,-105,-115,222.5,-100.08684675473175,100.08684675473174,11,11,10,10,oddsapi_consensus
2026-03-27,2026-03-27T23:10:00Z,Indiana Pacers,Los Angeles Clippers,326.8932844775929,-326.8932844775929,9.0,-9.0,-110,-110,238.5,-102.48948610145081,102.48948610145081,11,11,8,8,oddsapi_consensus
2026-03-27,2026-03-28T02:10:00Z,Portland Trail Blazers,Dallas Mavericks,-377.417922909356,377.41792290935615,-10.0,10.0,-110,-110,239.5,-100.12730744748569,100.12730744748568,11,11,6,10,oddsapi_consensus
2026-03-27,2026-03-28T00:10:00Z,Oklahoma City Thunder,Chicago Bulls,-1264.9375370445016,1264.937537044501,-19.5,19.5,-110,-110,239.5,-100.84128428019079,100.84128428019082,11,11,11,9,oddsapi_consensus
2026-03-27,2026-03-28T00:40:00Z,Toronto Raptors,New Orleans Pelicans,-282.3663888245469,282.36638882454696,-8.5,8.5,-115,-105,229.0,-100.0,-100.0,11,11,7,6,oddsapi_consensus
