date,home_tri,away_tri,home_pts,visitor_pts
2025-11-15,CLE,MEM,108,100
2025-11-15,CHA,OKC,96,109
2025-11-15,IND,TOR,111,129
2025-11-15,MIL,LAL,95,119
2025-11-15,MIN,DEN,112,123
