date,home_team,visitor_team,h1_total,q1_total,q2_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price
2026-02-12,Oklahoma City Thunder,Milwaukee Bucks,110.0,55.5,54.5,-7.5,-115,-105,-4.0,-115,-105,-4.0,-105,-115
2026-02-12,Utah Jazz,Portland Trail Blazers,122.5,62.0,60.5,4.0,-110,-110,2.0,-105,-115,2.0,-110,-110
2026-02-12,Los Angeles Lakers,Dallas Mavericks,121.5,61.5,60.0,-3.5,-115,-105,-2.0,-110,-110,-2.0,-105,-115
