date,home_tri,away_tri,home_pts,visitor_pts
2026-01-03,MIA,MIN,115,125
2026-01-03,NYK,PHI,119,130
2026-01-03,TOR,ATL,134,117
2026-01-03,CHI,CHA,99,112
2026-01-03,SAS,POR,110,115
2026-01-03,DAL,HOU,110,104
2026-01-03,GSW,UTA,123,114
2026-01-03,LAC,BOS,115,146
