date,game_id,home_team,visitor_team,commence_time,prob_home_tip,early_threes_expected,early_threes_prob_ge_1,first_basket_top5
2025-12-05,0022500345,Chicago Bulls,Indiana Pacers,2025-12-06T01:10:00Z,0.440286350732807,1.2064628681725755,0.7007460898627893,IND: Pascal Siakam (11.2%); CHI: Josh Giddey (11.1%); IND: Bennedict Mathurin (10.4%); CHI: Nikola Vučević (10.1%); IND: Andrew Nembhard (10.0%)
2025-12-05,0022500342,Detroit Pistons,Portland Trail Blazers,2025-12-06T00:40:00Z,0.4551211076264199,1.1894048198390474,0.6955976155781092,DET: Cade Cunningham (11.7%); POR: Deni Avdija (10.9%); POR: Toumani Camara (10.8%); POR: Jrue Holiday (10.6%); DET: Duncan Robinson (10.1%)
2025-12-05,0022500344,Toronto Raptors,Charlotte Hornets,2025-12-06T00:40:00Z,0.5,1.1723269737527888,0.6903544348234514,CHA: Miles Bridges (11.3%); TOR: Brandon Ingram (11.0%); TOR: Scottie Barnes (11.0%); CHA: Kon Knueppel (10.9%); TOR: Immanuel Quickley (10.5%)
2025-12-05,0022500338,Boston Celtics,Los Angeles Lakers,2025-12-06T00:10:00Z,0.5,1.2290901766396376,0.7074413666904459,LAL: Luka Dončić (11.7%); LAL: Austin Reaves (11.7%); BOS: Jaylen Brown (10.6%); LAL: Rui Hachimura (10.5%); BOS: Derrick White (10.5%)
2025-12-05,0022500348,Milwaukee Bucks,Philadelphia 76ers,2025-12-06T01:10:00Z,0.4850044983805899,1.217330311517639,0.7039806074752049,PHI: Tyrese Maxey (12.6%); PHI: VJ Edgecombe (11.0%); PHI: Kelly Oubre Jr. (11.0%); PHI: Quentin Grimes (10.5%); MIL: Ryan Rollins (10.2%)
2025-12-05,0022500343,New York Knicks,Utah Jazz,2025-12-06T00:40:00Z,0.4700359482354282,1.3030667640737474,0.7283027174004579,UTA: Lauri Markkanen (11.3%); NYK: Mikal Bridges (11.1%); NYK: Jalen Brunson (11.0%); UTA: Keyonte George (10.8%); NYK: Karl-Anthony Towns (10.7%)
2025-12-05,0022500346,Houston Rockets,Phoenix Suns,2025-12-06T01:10:00Z,0.4700359482354282,1.139231703720459,0.679935168003676,HOU: Amen Thompson (11.3%); HOU: Alperen Sengun (11.2%); HOU: Kevin Durant (11.1%); PHX: Devin Booker (10.8%); HOU: Jabari Smith Jr. (10.4%)
2025-12-05,0022500349,Oklahoma City Thunder,Dallas Mavericks,2025-12-06T02:40:00Z,0.5,1.1674019020350286,0.6888256466022868,DAL: Cooper Flagg (11.1%); OKC: Shai Gilgeous-Alexander (11.0%); OKC: Jalen Williams (10.5%); DAL: P.J. Washington (10.4%); DAL: Anthony Davis (9.8%)
2025-12-05,0022500339,Orlando Magic,Miami Heat,2025-12-06T00:10:00Z,0.4850044983805899,1.1055506766964058,0.6689714576626897,ORL: Franz Wagner (11.0%); MIA: Andrew Wiggins (10.6%); ORL: Desmond Bane (10.5%); ORL: Paolo Banchero (10.5%); MIA: Tyler Herro (9.9%)
2025-12-05,0022500347,Memphis Grizzlies,Los Angeles Clippers,2025-12-06T01:10:00Z,0.65,1.1974960090896531,0.6980506554908962,LAC: James Harden (12.1%); LAC: Ivica Zubac (11.2%); LAC: Kawhi Leonard (10.8%); MEM: Jaren Jackson Jr. (10.2%); MEM: Ja Morant (10.0%)
2025-12-05,0022500341,Cleveland Cavaliers,San Antonio Spurs,2025-12-06T00:40:00Z,0.65,1.3156642264266576,0.7317039452892498,SAS: Victor Wembanyama (11.0%); CLE: Donovan Mitchell (10.9%); CLE: Evan Mobley (10.8%); SAS: De'Aaron Fox (10.4%); SAS: Devin Vassell (10.4%)
2025-12-05,0022500340,Atlanta Hawks,Denver Nuggets,2025-12-06T00:40:00Z,0.5,1.1568222875565874,0.6855160657324902,DEN: Nikola Jokić (11.0%); ATL: Jalen Johnson (11.0%); DEN: Jamal Murray (11.0%); ATL: Dyson Daniels (10.7%); ATL: Nickeil Alexander-Walker (10.3%)
