player,team,plays,ladders
Aaron Gordon,DEN,"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 150.0, 'edge': 0.0966320185901346, 'ev': 0.2415800464753364, 'ev_pct': 24.15800464753364, 'book': 'draftkings'}, {'market': 'pa', 'side': 'OVER', 'line': 24.5, 'price': 114.0, 'edge': 0.0048391214139054, 'ev': 0.0103557198257576, 'ev_pct': 1.03557198257576, 'book': 'draftkings'}, {'market': 'ra', 'side': 'OVER', 'line': 9.5, 'price': 114.0, 'edge': 0.0415932326986509, 'ev': 0.089009517975113, 'ev_pct': 8.9009517975113, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': 135.0, 'edge': 0.0473215955935854, 'ev': 0.1112057496449259, 'ev_pct': 11.12057496449259, 'book': 'draftkings'}]",[]
Alex Sarr,WAS,"[{'market': 'reb', 'side': 'UNDER', 'line': 15.5, 'price': 114.0, 'edge': 0.1326262227267895, 'ev': 0.2838201166353296, 'ev_pct': 28.382011663532957, 'book': 'fanduel'}]",[]
Brandin Podziemski,GSW,"[{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 124.0, 'edge': 0.0779582480283885, 'ev': 0.1746264755835903, 'ev_pct': 17.46264755835903, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 110.0, 'edge': 0.0481963432664838, 'ev': 0.1012123208596159, 'ev_pct': 10.12123208596159, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 100.0, 'edge': 0.0243868194569599, 'ev': 0.0487736389139199, 'ev_pct': 4.87736389139199, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 10.5, 'price': -115.0, 'edge': 0.0028138858051277, 'ev': 0.0052607430269778, 'ev_pct': 0.52607430269778, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 130.0, 'edge': 0.0125482591822561, 'ev': 0.028860996119189, 'ev_pct': 2.8860996119188997, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 2.5, 'price': 125.0, 'edge': 0.0028864234334638, 'ev': 0.0064944527252935, 'ev_pct': 0.64944527252935, 'book': 'williamhill_us'}]",[]
De'Anthony Melton,GSW,"[{'market': 'reb', 'side': 'OVER', 'line': 5.5, 'price': 130.0, 'edge': 0.025954607994342, 'ev': 0.0596955983869867, 'ev_pct': 5.96955983869867, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 100.0, 'edge': 0.0725708794333392, 'ev': 0.1451417588666785, 'ev_pct': 14.514175886667848, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': -128.0, 'edge': 0.0111673706614094, 'ev': 0.0198918789906356, 'ev_pct': 1.9891878990635599, 'book': 'fanduel'}]",[]
DeMar DeRozan,SAC,"[{'market': 'ast', 'side': 'UNDER', 'line': 3.5, 'price': 116.0, 'edge': 0.0324614093383517, 'ev': 0.0701166441708398, 'ev_pct': 7.01166441708398, 'book': 'fanduel'}]",[]
Draymond Green,GSW,"[{'market': 'pr', 'side': 'OVER', 'line': 11.5, 'price': -135.0, 'edge': 0.0029493410196684, 'ev': 0.0051340380712748, 'ev_pct': 0.51340380712748, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 10.5, 'price': 110.0, 'edge': 0.0073963445805009, 'ev': 0.0155323236190519, 'ev_pct': 1.55323236190519, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 140.0, 'edge': 0.1089118738777686, 'ev': 0.2613884973066447, 'ev_pct': 26.13884973066447, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 130.0, 'edge': 0.0907959318487831, 'ev': 0.2088306432522012, 'ev_pct': 20.88306432522012, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 125.0, 'edge': 0.0065059312575416, 'ev': 0.0146383453294686, 'ev_pct': 1.46383453294686, 'book': 'williamhill_us'}]",[]
Dyson Daniels,ATL,"[{'market': 'ast', 'side': 'UNDER', 'line': 8.5, 'price': 135.0, 'edge': 0.1140248381081796, 'ev': 0.2679583695542221, 'ev_pct': 26.79583695542221, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 20.5, 'price': 105.0, 'edge': 0.0498250273528233, 'ev': 0.1021413060732878, 'ev_pct': 10.21413060732878, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 130.0, 'edge': 0.0694889904460031, 'ev': 0.1598246780258072, 'ev_pct': 15.982467802580718, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 128.0, 'edge': 0.0656751079135851, 'ev': 0.1497392460429741, 'ev_pct': 14.973924604297409, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 111.0, 'edge': 0.0303379498525557, 'ev': 0.0640130741888928, 'ev_pct': 6.40130741888928, 'book': 'williamhill_us'}]",[]
Gary Payton II,GSW,"[{'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 112.0, 'edge': 0.1103605347908948, 'ev': 0.233964333756697, 'ev_pct': 23.3964333756697, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': -110.0, 'edge': 0.0582491241889181, 'ev': 0.1112028734515709, 'ev_pct': 11.12028734515709, 'book': 'draftkings'}]",[]
Giannis Antetokounmpo,MIL,"[{'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': 105.0, 'edge': 0.109103266912262, 'ev': 0.2236616971701371, 'ev_pct': 22.366169717013708, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 9.5, 'price': -146.0, 'edge': 0.0034122100016928, 'ev': 0.0057493401398386, 'ev_pct': 0.57493401398386, 'book': 'fanduel'}, {'market': 'pr', 'side': 'UNDER', 'line': 43.5, 'price': -110.0, 'edge': 0.0424458209506721, 'ev': 0.0810329309058287, 'ev_pct': 8.10329309058287, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 8.5, 'price': 105.0, 'edge': 0.0190039119992144, 'ev': 0.0389580195983896, 'ev_pct': 3.89580195983896, 'book': 'draftkings'}]",[]
Jalen Johnson,ATL,"[{'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 114.0, 'edge': 0.0634447113489186, 'ev': 0.1357716822866859, 'ev_pct': 13.57716822866859, 'book': 'draftkings'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 111.0, 'edge': 0.0568007816859873, 'ev': 0.1198496493574333, 'ev_pct': 11.98496493574333, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.0545439547846107, 'ev': 0.1145423050476824, 'ev_pct': 11.45423050476824, 'book': 'fanduel'}, {'market': 'pa', 'side': 'UNDER', 'line': 35.5, 'price': -120.0, 'edge': 0.0379917645317737, 'ev': 0.0696515683082518, 'ev_pct': 6.96515683082518, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 41.5, 'price': -115.0, 'edge': 0.054901511846284, 'ev': 0.1026419569300091, 'ev_pct': 10.26419569300091, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 114.0, 'edge': 0.0537656761347422, 'ev': 0.1150585469283482, 'ev_pct': 11.50585469283482, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 100.0, 'edge': 0.0210553957609104, 'ev': 0.0421107915218208, 'ev_pct': 4.21107915218208, 'book': 'draftkings'}]",[]
Jimmy Butler,GSW,"[{'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': 100.0, 'edge': 0.0513862519963188, 'ev': 0.1027725039926377, 'ev_pct': 10.27725039926377, 'book': 'fanduel'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -101.0, 'edge': 0.048898689807264, 'ev': 0.097313234170892, 'ev_pct': 9.7313234170892, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'UNDER', 'line': 6.5, 'price': -120.0, 'edge': 0.0059317065417734, 'ev': 0.0108747953265845, 'ev_pct': 1.08747953265845, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 33.5, 'price': -125.0, 'edge': 0.0045601025355819, 'ev': 0.0082081845640475, 'ev_pct': 0.82081845640475, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 13.5, 'price': -120.0, 'edge': 0.0033610930730295, 'ev': 0.0061620039672208, 'ev_pct': 0.61620039672208, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 125.0, 'edge': 0.0640629155650204, 'ev': 0.1441415600212958, 'ev_pct': 14.41415600212958, 'book': 'fanatics'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 110.0, 'edge': 0.0323168838189886, 'ev': 0.0678654560198762, 'ev_pct': 6.78654560198762, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 126.0, 'edge': 0.023504238348571, 'ev': 0.0531195786677707, 'ev_pct': 5.31195786677707, 'book': 'fanduel'}]",[]
Kevin Porter Jr.,MIL,"[{'market': 'ast', 'side': 'OVER', 'line': 7.5, 'price': 125.0, 'edge': 0.0352936246077954, 'ev': 0.0794106553675397, 'ev_pct': 7.94106553675397, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 5.5, 'price': 125.0, 'edge': 0.0613097247987792, 'ev': 0.1379468807972532, 'ev_pct': 13.79468807972532, 'book': 'fanatics'}]",[]
Moses Moody,GSW,"[{'market': 'reb', 'side': 'UNDER', 'line': 1.5, 'price': 120.0, 'edge': 0.0136923187722742, 'ev': 0.0301231012990031, 'ev_pct': 3.01231012990031, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 145.0, 'edge': 0.1542272051195926, 'ev': 0.3778566525430019, 'ev_pct': 37.78566525430019, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 126.0, 'edge': 0.1199125943195204, 'ev': 0.2710024631621162, 'ev_pct': 27.100246316211617, 'book': 'fanduel'}]",[]
