event_id,commence_time,home_team,away_team,has_odds
8d848647dbb99720c5e9a8d6b6a1b4b5,2025-10-26T18:10:00Z,San Antonio Spurs,Brooklyn Nets,True
5576790fe7926d304297579d026403b8,2025-10-26T19:30:00Z,Detroit Pistons,Boston Celtics,True
5d36d3c7974e1c7b367055baace056bb,2025-10-26T22:00:00Z,Cleveland Cavaliers,Milwaukee Bucks,True
e2aa7ba505c1d05c36fb31ae24fc2948,2025-10-26T22:00:00Z,Miami Heat,New York Knicks,True
f55021b0ef635f12075e4b3429c45467,2025-10-26T22:10:00Z,Washington Wizards,Charlotte Hornets,True
fd47ef6fcfc96cb2f8f18e7bf76a6b92,2025-10-26T23:10:00Z,Minnesota Timberwolves,Indiana Pacers,True
a66ea4e726536901dfbed1d594c17f48,2025-10-26T23:40:00Z,Dallas Mavericks,Toronto Raptors,True
314bcd3de3454494ecb012ef351bcb41,2025-10-27T01:00:00Z,Los Angeles Clippers,Portland Trail Blazers,True
a4efdcc341a83975b83143047913aebb,2025-10-27T01:00:00Z,Sacramento Kings,Los Angeles Lakers,True
