date,home_team,visitor_team,home_tri,away_tri,home_pts,visitor_pts,pred_margin,pred_total,actual_margin,total_actual,margin_error,total_error
2025-11-07,Orlando Magic,Boston Celtics,ORL,BOS,123,110,,,13,233,,
2025-11-07,Washington Wizards,Cleveland Cavaliers,WAS,CLE,114,148,,,-34,262,,
2025-11-07,Atlanta Hawks,Toronto Raptors,ATL,TOR,97,109,,,-12,206,,
2025-11-07,Brooklyn Nets,Detroit Pistons,BKN,DET,107,125,,,-18,232,,
2025-11-07,San Antonio Spurs,Houston Rockets,SAS,HOU,121,110,,,11,231,,
2025-11-07,Miami Heat,Charlotte Hornets,MIA,CHA,126,108,,,18,234,,
2025-11-07,Memphis Grizzlies,Dallas Mavericks,MEM,DAL,118,104,,,14,222,,
2025-11-07,Milwaukee Bucks,Chicago Bulls,MIL,CHI,126,110,,,16,236,,
2025-11-07,Minnesota Timberwolves,Utah Jazz,MIN,UTA,137,97,,,40,234,,
2025-11-07,Denver Nuggets,Golden State Warriors,DEN,GSW,129,104,,,25,233,,
2025-11-07,Sacramento Kings,Oklahoma City Thunder,SAC,OKC,101,132,,,-31,233,,
