date,team_tri,player_id,player_name,_baseline_source,starter_prob,exp_min_mean,exp_min_source,exp_asof_ts
,ATL,4398674,Rhyne Howard,blend_lag1_roll3_roll5_roll10,1.0,35.07326025492859,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,3058901,Allisha Gray,blend_lag1_roll3_roll5_roll10,1.0,33.078170100103556,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,3142250,Jordin Canada,blend_lag1_roll3_roll5_roll10,1.0,30.07447761735905,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,4433402,Angel Reese,blend_lag1_roll3_roll5_roll10,1.0,29.574878355404227,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,4398915,Naz Hillmon,blend_lag1_roll3_roll5_roll10,1.0,27.68316073618478,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,3058895,Brionna Jones,blend_lag1_roll3_roll5_roll10,,26.913333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,ATL,5208983,Isobel Borlase,blend_lag1_roll3_roll5_roll10,0.0,14.252459972019118,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,4433431,Te-Hina Paopao,blend_lag1_roll3_roll5_roll10,0.0,12.172210440215057,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,5017721,Sika Kone,blend_lag1_roll3_roll5_roll10,0.0,7.510093276131305,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,5108587,Madina Okot,blend_lag1_roll3_roll5_roll10,0.0,5.833942014548559,rotations_espn_history,2026-05-29T16:00:00Z
,ATL,5105740,Indya Nivar,blend_lag1_roll3_roll5_roll10,0.0,3.606598637693573,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,2491205,Skylar Diggins,blend_lag1_roll3_roll5_roll10,1.0,36.083333333333336,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,2529137,Natasha Cloud,blend_lag1_roll3_roll5_roll10,1.0,30.983333333333334,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,4433630,Rickea Jackson,blend_lag1_roll3_roll5_roll10,,26.299999999999997,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,CHI,4594786,Sydney Taylor,blend_lag1_roll3_roll5_roll10,0.0,23.28333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,2566081,Elizabeth Williams,blend_lag1_roll3_roll5_roll10,0.0,22.883333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,4858656,Gabriela Jaquez,blend_lag1_roll3_roll5_roll10,,21.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,CHI,4433405,Kamilla Cardoso,blend_lag1_roll3_roll5_roll10,1.0,21.766666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,4432865,Jacy Sheldon,blend_lag1_roll3_roll5_roll10,1.0,18.733333333333334,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,4433433,Aicha Coulibaly,blend_lag1_roll3_roll5_roll10,0.0,18.066666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,4433424,Maddy Westbeld,blend_lag1_roll3_roll5_roll10,,17.42666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,CHI,3142010,Azura Stevens,blend_lag1_roll3_roll5_roll10,1.0,15.25,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,2566186,Rachel Banham,blend_lag1_roll3_roll5_roll10,0.0,12.95,rotations_espn_history,2026-05-29T16:00:00Z
,CHI,4066548,DiJonai Carrington,blend_lag1_roll3_roll5_roll10,,0.5,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,CHI,981,Courtney Vandersloot,blend_lag1_roll3_roll5_roll10,,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,3065570,Kelsey Plum,blend_lag1_roll3_roll5_roll10,,29.903333333333332,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,1068,Nneka Ogwumike,blend_lag1_roll3_roll5_roll10,,29.629999999999995,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,2566106,Dearica Hamby,blend_lag1_roll3_roll5_roll10,,27.939999999999998,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,4398764,Rae Burrell,blend_lag1_roll3_roll5_roll10,,27.326666666666668,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,2491214,Erica Wheeler,blend_lag1_roll3_roll5_roll10,,26.61666666666667,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,4433404,Cameron Brink,blend_lag1_roll3_roll5_roll10,,12.86,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,5105729,Chance Gray,blend_lag1_roll3_roll5_roll10,,11.8,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,4398907,Kate Martin,blend_lag1_roll3_roll5_roll10,,11.716666666666665,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,3146151,Ariel Atkins,blend_lag1_roll3_roll5_roll10,,11.656666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,5107515,Laura Ziegler,blend_lag1_roll3_roll5_roll10,,10.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,4609797,Ta'Niya Latson,blend_lag1_roll3_roll5_roll10,,6.800000000000001,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,4433795,Sania Feagin,blend_lag1_roll3_roll5_roll10,,5.776666666666666,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,4874375,Jihyun Park,blend_lag1_roll3_roll5_roll10,,4.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,LAS,2284331,Emma Cannon,blend_lag1_roll3_roll5_roll10,,2.5999999999999996,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,MIN,2529205,Kayla McBride,blend_lag1_roll3_roll5_roll10,1.0,33.916666666666664,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,4433791,Olivia Miles,blend_lag1_roll3_roll5_roll10,1.0,33.583333333333336,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,2529130,Natasha Howard,blend_lag1_roll3_roll5_roll10,1.0,33.18333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,2987891,Courtney Williams,blend_lag1_roll3_roll5_roll10,1.0,32.55,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,3054590,Nia Coffey,blend_lag1_roll3_roll5_roll10,1.0,31.066666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,3917450,Napheesa Collier,blend_lag1_roll3_roll5_roll10,,15.473333333333334,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,MIN,5345322,Emma Cechova,blend_lag1_roll3_roll5_roll10,,14.4,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,MIN,4596309,Liatu King,blend_lag1_roll3_roll5_roll10,0.0,8.933333333333334,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,5278237,Anastasiia Olairi Kosu,blend_lag1_roll3_roll5_roll10,0.0,6.816666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,4873358,Antonia Delaere,blend_lag1_roll3_roll5_roll10,0.0,6.1,rotations_espn_history,2026-05-29T16:00:00Z
,MIN,4398938,Dorka Juhasz,blend_lag1_roll3_roll5_roll10,,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,NYL,4683006,Leonie Fiebich,blend_lag1_roll3_roll5_roll10,0.0,26.983333333333334,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,2998928,Breanna Stewart,blend_lag1_roll3_roll5_roll10,0.0,25.884981730398817,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,2999101,Jonquel Jones,blend_lag1_roll3_roll5_roll10,0.0,24.652678014052455,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,4066533,Sabrina Ionescu,blend_lag1_roll3_roll5_roll10,0.0,23.016666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,4281929,Satou Sabally,blend_lag1_roll3_roll5_roll10,0.0,21.05,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,5345320,Pauline Astier,blend_lag1_roll3_roll5_roll10,0.0,17.672834269725215,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,2327695,Rebekah Gardner,blend_lag1_roll3_roll5_roll10,0.0,16.951445503327072,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,4038379,Marine Johannes,blend_lag1_roll3_roll5_roll10,0.0,16.65987523409797,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,2593770,Betnijah Laney-Hamilton,blend_lag1_roll3_roll5_roll10,0.0,12.8,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,3102133,Rebecca Allen,blend_lag1_roll3_roll5_roll10,0.0,12.533333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,4337216,Han Xu,blend_lag1_roll3_roll5_roll10,0.0,11.344441078156683,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,4790258,Raquel Carrera,blend_lag1_roll3_roll5_roll10,0.0,1.2775715177516074,rotations_espn_history,2026-05-29T16:00:00Z
,NYL,4790260,Marine Fauthoux,blend_lag1_roll3_roll5_roll10,,0.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,PHX,2529140,Alyssa Thomas,blend_lag1_roll3_roll5_roll10,1.0,33.793401362306426,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,2998938,Kahleah Copper,blend_lag1_roll3_roll5_roll10,1.0,32.98294269415144,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,5345524,Noemie Brochant,blend_lag1_roll3_roll5_roll10,1.0,24.554073023063108,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,869,DeWanna Bonner,blend_lag1_roll3_roll5_roll10,0.0,24.116458723496617,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,4068042,Natasha Mack,blend_lag1_roll3_roll5_roll10,1.0,22.447367430832326,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,5274110,Monique Akoa Makani,blend_lag1_roll3_roll5_roll10,1.0,19.133333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,3906769,Jovana Nogic,blend_lag1_roll3_roll5_roll10,0.45678638313705516,17.031456795371234,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,4282168,Kiana Williams,blend_lag1_roll3_roll5_roll10,0.0,12.654067973631465,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,4873359,Kyara Linskens,blend_lag1_roll3_roll5_roll10,0.0,12.345267801405246,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,887,Sami Whitcomb,blend_lag1_roll3_roll5_roll10,,11.31,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,PHX,3919496,Valeriane Ayayi,blend_lag1_roll3_roll5_roll10,0.0,9.133333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,PHX,4688629,Shay Ciezki,blend_lag1_roll3_roll5_roll10,,8.0,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,PHX,5107404,Sha Carter,blend_lag1_roll3_roll5_roll10,,7.6,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,POR,3906972,Bridget Carleton,blend_lag1_roll3_roll5_roll10,1.0,28.816666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,POR,5208982,Carla Leite,blend_lag1_roll3_roll5_roll10,1.0,22.666666666666668,rotations_espn_history,2026-05-29T16:00:00Z
,POR,4703794,Sarah Ashlee Barker,blend_lag1_roll3_roll5_roll10,0.0,21.75,rotations_espn_history,2026-05-29T16:00:00Z
,POR,4398729,Emily Engstler,blend_lag1_roll3_roll5_roll10,1.0,19.316666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,POR,5108051,Jordan Harrison,blend_lag1_roll3_roll5_roll10,,19.2,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,POR,4682797,Luisa Geiselsoder,blend_lag1_roll3_roll5_roll10,1.0,18.53333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,POR,3934218,Megan Gustafson,blend_lag1_roll3_roll5_roll10,0.0,18.28333333333333,rotations_espn_history,2026-05-29T16:00:00Z
,POR,5209202,Nyadiew Puoch,blend_lag1_roll3_roll5_roll10,1.0,17.816666666666666,rotations_espn_history,2026-05-29T16:00:00Z
,POR,5346554,Teja Oblak,blend_lag1_roll3_roll5_roll10,0.0,17.333333333333332,rotations_espn_history,2026-05-29T16:00:00Z
,POR,5105406,Frieda Bühner,blend_lag1_roll3_roll5_roll10,0.0,13.15,rotations_espn_history,2026-05-29T16:00:00Z
,POR,3056730,Karlie Samuelson,blend_lag1_roll3_roll5_roll10,0.0,11.616666666666667,rotations_espn_history,2026-05-29T16:00:00Z
,POR,5108550,Serah Williams,blend_lag1_roll3_roll5_roll10,0.0,10.716666666666667,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4433524,Sonia Citron,blend_lag1_roll3_roll5_roll10,1.0,30.99053055337885,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4398911,Shakira Austin,blend_lag1_roll3_roll5_roll10,1.0,28.702880907790867,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4704180,Georgia Amoore,blend_lag1_roll3_roll5_roll10,1.0,26.32798740409171,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4898384,Kiki Iriafen,blend_lag1_roll3_roll5_roll10,1.0,24.95678133370541,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4282173,Michaela Onyenwere,blend_lag1_roll3_roll5_roll10,1.0,19.973062410621832,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,5122345,Cassandre Prosper,blend_lag1_roll3_roll5_roll10,0.0,15.836168796239418,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4433411,Angela Dugalic,blend_lag1_roll3_roll5_roll10,0.0,14.198163857491037,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,5106145,Darianna Littlepage-Buggs,blend_lag1_roll3_roll5_roll10,,12.4,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,WSH,5105737,Lauren Betts,blend_lag1_roll3_roll5_roll10,0.0,12.14217390101269,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4583144,Cotie McMahon,blend_lag1_roll3_roll5_roll10,0.0,11.240505306220637,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,5278157,Alex Wilson,blend_lag1_roll3_roll5_roll10,,5.025,baseline:blend_lag1_roll3_roll5_roll10,2026-05-29T16:00:00Z
,WSH,4433815,Lucy Olsen,blend_lag1_roll3_roll5_roll10,0.0,4.266666666666667,rotations_espn_history,2026-05-29T16:00:00Z
,WSH,4433523,Rori Harmon,blend_lag1_roll3_roll5_roll10,0.0,2.9,rotations_espn_history,2026-05-29T16:00:00Z
