player,team,plays,ladders
Alex Sarr,WAS,"[{'market': 'pa', 'side': 'UNDER', 'line': 31.5, 'price': 100.0, 'edge': 0.0891070583075679, 'ev': 0.1782141166151358, 'ev_pct': 17.82141166151358, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 34.5, 'price': -105.0, 'edge': 0.0706157591864566, 'ev': 0.1378688631735583, 'ev_pct': 13.78688631735583, 'book': 'draftkings'}, {'market': 'ra', 'side': 'UNDER', 'line': 11.5, 'price': -110.0, 'edge': 0.0299730685396426, 'ev': 0.0572213126665905, 'ev_pct': 5.7221312666590505, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 118.0, 'edge': 0.037744881125807, 'ev': 0.0822838408542594, 'ev_pct': 8.22838408542594, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'OVER', 'line': 7.5, 'price': 120.0, 'edge': 0.0227159403757378, 'ev': 0.0499750688266231, 'ev_pct': 4.99750688266231, 'book': 'draftkings'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 118.0, 'edge': 0.0453732736232476, 'ev': 0.0989137364986798, 'ev_pct': 9.89137364986798, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 100.0, 'edge': 0.0040888699535228, 'ev': 0.0081777399070457, 'ev_pct': 0.81777399070457, 'book': 'draftkings'}]",[]
DeMar DeRozan,SAC,"[{'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': 110.0, 'edge': 0.0924753558695645, 'ev': 0.1941982473260856, 'ev_pct': 19.41982473260856, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': -120.0, 'edge': 0.0232112866054953, 'ev': 0.042554025443408, 'ev_pct': 4.2554025443408, 'book': 'draftkings'}, {'market': 'ast', 'side': 'OVER', 'line': 2.5, 'price': -121.0, 'edge': 0.0211545198428461, 'ev': 0.0386375940931322, 'ev_pct': 3.86375940931322, 'book': 'williamhill_us'}, {'market': 'pa', 'side': 'OVER', 'line': 21.5, 'price': -115.0, 'edge': 0.0282698243740192, 'ev': 0.0528522803514271, 'ev_pct': 5.28522803514271, 'book': 'draftkings'}, {'market': 'pr', 'side': 'OVER', 'line': 21.5, 'price': 100.0, 'edge': 0.054580040309113, 'ev': 0.109160080618226, 'ev_pct': 10.9160080618226, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 124.0, 'edge': 0.0908326567853485, 'ev': 0.2034651511991807, 'ev_pct': 20.34651511991807, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 118.0, 'edge': 0.0785456318836447, 'ev': 0.1712294775063455, 'ev_pct': 17.12294775063455, 'book': 'fanduel'}, {'market': 'reb', 'side': 'OVER', 'line': 2.5, 'price': 108.0, 'edge': 0.0564919974446891, 'ev': 0.1175033546849535, 'ev_pct': 11.75033546849535, 'book': 'williamhill_us'}]",[]
Donte DiVincenzo,MIN,"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 105.0, 'edge': 0.0568752125284325, 'ev': 0.1165941856832867, 'ev_pct': 11.65941856832867, 'book': 'fanatics'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 101.0, 'edge': 0.0471676527662677, 'ev': 0.0948069820601981, 'ev_pct': 9.48069820601981, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 100.0, 'edge': 0.044680090577213, 'ev': 0.089360181154426, 'ev_pct': 8.9360181154426, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 100.0, 'edge': 0.044680090577213, 'ev': 0.089360181154426, 'ev_pct': 8.9360181154426, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 19.5, 'price': -105.0, 'edge': 0.0035961052029661, 'ev': 0.0070209673010291, 'ev_pct': 0.70209673010291, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': 102.0, 'edge': 0.0702084326751391, 'ev': 0.141821034003781, 'ev_pct': 14.182103400378098, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': -102.0, 'edge': 0.0603074425761291, 'ev': 0.1194323862782166, 'ev_pct': 11.94323862782166, 'book': 'williamhill_us'}, {'market': 'reb', 'side': 'UNDER', 'line': 6.5, 'price': -105.0, 'edge': 0.0530628156744146, 'ev': 0.1035988306024285, 'ev_pct': 10.35988306024285, 'book': 'draftkings'}]",[]
Dorian Finney-Smith,HOU,"[{'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 138.0, 'edge': 0.0990401640760487, 'ev': 0.2357155905009959, 'ev_pct': 23.571559050099587, 'book': 'fanduel'}]",[]
Jaden McDaniels,MIN,"[{'market': 'ast', 'side': 'UNDER', 'line': 4.5, 'price': 146.0, 'edge': 0.1642790128092289, 'ev': 0.4041263715107032, 'ev_pct': 40.41263715107032, 'book': 'fanduel'}, {'market': 'ra', 'side': 'UNDER', 'line': 12.5, 'price': 114.0, 'edge': 0.1212774273372324, 'ev': 0.2595336945016773, 'ev_pct': 25.953369450167727, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': 112.0, 'edge': 0.0970983790211268, 'ev': 0.2058485635247889, 'ev_pct': 20.58485635247889, 'book': 'fanduel'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': 110.0, 'edge': 0.0926060160381978, 'ev': 0.1944726336802155, 'ev_pct': 19.44726336802155, 'book': 'draftkings'}, {'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': 108.0, 'edge': 0.0880272614594432, 'ev': 0.183096703835642, 'ev_pct': 18.3096703835642, 'book': 'williamhill_us'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 135.0, 'edge': 0.0987065504538917, 'ev': 0.2319603935666455, 'ev_pct': 23.19603935666455, 'book': 'draftkings'}]",[]
Jaylen Clark,MIN,[],[]
Julius Randle,MIN,"[{'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 134.0, 'edge': 0.1048607219994328, 'ev': 0.2453740894786727, 'ev_pct': 24.53740894786727, 'book': 'fanduel'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 126.0, 'edge': 0.0897332732436654, 'ev': 0.2027971975306839, 'ev_pct': 20.279719753068388, 'book': 'williamhill_us'}, {'market': 'ast', 'side': 'OVER', 'line': 3.5, 'price': 124.0, 'edge': 0.0857825779212886, 'ev': 0.1921529745436867, 'ev_pct': 19.21529745436867, 'book': 'draftkings'}, {'market': 'pa', 'side': 'UNDER', 'line': 35.5, 'price': -105.0, 'edge': 0.0648240592024573, 'ev': 0.126561258442893, 'ev_pct': 12.656125844289301, 'book': 'draftkings'}, {'market': 'pr', 'side': 'UNDER', 'line': 38.5, 'price': -120.0, 'edge': 0.0316995526285071, 'ev': 0.0581158464855963, 'ev_pct': 5.81158464855963, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 5.5, 'price': -118.0, 'edge': 0.0039450509399009, 'ev': 0.0072883144482914, 'ev_pct': 0.72883144482914, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 108.0, 'edge': 0.0429869523023141, 'ev': 0.0894128607888135, 'ev_pct': 8.94128607888135, 'book': 'fanduel'}, {'market': 'threes', 'side': 'OVER', 'line': 1.5, 'price': 105.0, 'edge': 0.0359513050227644, 'ev': 0.0737001752966671, 'ev_pct': 7.37001752966671, 'book': 'draftkings'}]",[]
Justin Champagnie,WAS,"[{'market': 'reb', 'side': 'UNDER', 'line': 7.5, 'price': -108.0, 'edge': 0.0135216953249306, 'ev': 0.0260417835887553, 'ev_pct': 2.60417835887553, 'book': 'fanduel'}]",[]
Malik Monk,SAC,"[{'market': 'threes', 'side': 'OVER', 'line': 0.5, 'price': 100.0, 'edge': 0.0352520873855178, 'ev': 0.0705041747710357, 'ev_pct': 7.0504174771035695, 'book': 'draftkings'}]",[]
Marvin Bagley III,WAS,"[{'market': 'pr', 'side': 'OVER', 'line': 15.5, 'price': 100.0, 'edge': 0.0159630167388542, 'ev': 0.0319260334777085, 'ev_pct': 3.1926033477708495, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': -105.0, 'edge': 0.0306657906942632, 'ev': 0.0598713056411805, 'ev_pct': 5.98713056411805, 'book': 'draftkings'}, {'market': 'reb', 'side': 'OVER', 'line': 4.5, 'price': -106.0, 'edge': 0.0282978058493662, 'ev': 0.0549938491034853, 'ev_pct': 5.49938491034853, 'book': 'williamhill_us'}]",[]
