player_id,player_name,team,team_inj,injury_status,team_on_slate,playing_today
1630173,Precious Achiuwa,NYK,,,True,True
203500,Steven Adams,HOU,GSW,NAN,False,False
1628389,Bam Adebayo,MIA,,,True,True
1630534,Ochai Agbaji,TOR,,,True,True
1630583,Santi Aldama,MEM,,,False,False
1641725,Trey Alexander,DEN,,,False,False
1629638,Nickeil Alexander-Walker,ATL,,,False,False
1628960,Grayson Allen,PHX,PHI,DAY-TO-DAY,False,False
1628386,Jarrett Allen,CLE,,,True,True
1630631,Jose Alvarado,NOP,,,False,False
203937,Kyle Anderson,MIA,TOR,DAY-TO-DAY,True,True
203507,Giannis Antetokounmpo,MIL,MIA,DAY-TO-DAY,True,True
1630175,Cole Anthony,MIL,,,True,True
1628384,OG Anunoby,NYK,NOP,DAY-TO-DAY,True,True
1642379,Taran Armstrong,GSW,,,False,False
1630166,Deni Avdija,POR,PHX,NAN,True,
1629028,Deandre Ayton,LAL,,,True,True
1630542,Marcus Bagley,PHI,,,False,False
1628963,Marvin Bagley III,WAS,,,True,True
1631116,Patrick Baldwin Jr.,LAC,,,True,True
1630163,LaMelo Ball,CHA,,,True,True
1628366,Lonzo Ball,CLE,,,True,True
1628964,Mo Bamba,NOP,,,False,False
1631094,Paolo Banchero,ORL,,,False,False
1630217,Desmond Bane,ORL,,,False,False
1630625,Dalano Banton,POR,,,True,True
1631230,Dominick Barlow,PHI,ORL,DAY-TO-DAY,False,False
203084,Harrison Barnes,SAS,,,True,True
1630567,Scottie Barnes,TOR,,,True,True
1629628,RJ Barrett,TOR,,,True,True
1629646,Charles Bassey,SAS,,,True,True
1641734,Emoni Bates,CLE,,,True,True
1642419,Jamison Battle,TOR,,,True,True
201587,Nicolas Batum,LAC,IND,DAY-TO-DAY,True,True
1641878,Damion Baugh,CHA,,,True,True
203078,Bradley Beal,LAC,IND,DAY-TO-DAY,True,True
1627736,Malik Beasley,DET,,,True,True
1630699,MarJon Beauchamp,NYK,,,True,True
1641736,Reece Beekman,BKN,,,True,True
1629048,Goga Bitadze,ORL,,,False,False
202687,Bismack Biyombo,SAS,,,True,True
1641710,Anthony Black,ORL,,,False,False
203992,Bogdan Bogdanović,LAC,,,True,True
1629626,Bol Bol,PHX,,,False,False
1641737,Adem Bona,PHI,,,False,False
1626164,Devin Booker,PHX,PHI,NAN,False,False
1630527,Brandon Boston,NOP,,,False,False
1628449,Chris Boucher,BOS,,,True,True
1631123,Jamaree Bouyea,MIL,,,True,True
1628396,Tony Bradley,IND,,,True,True
1631103,Malaki Branham,SAS,,,True,True
1631128,Christian Braun,DEN,,,False,False
1641779,Jalen Bridges,PHX,,,False,False
1628969,Mikal Bridges,NYK,NOP,NAN,True,
1628970,Miles Bridges,CHA,,,True,True
1629052,Oshae Brissett,PHI,,,False,False
1627763,Malcolm Brogdon,WAS,,,True,True
1628415,Dillon Brooks,PHX,PHI,NAN,False,False
1631232,Keion Brooks Jr.,NOP,,,False,False
1628971,Bruce Brown,DEN,,,False,False
1627759,Jaylen Brown,BOS,ATL,DAY-TO-DAY,True,True
1641738,Kobe Brown,LAC,,,True,True
1629650,Moses Brown,DAL,,,True,True
1628973,Jalen Brunson,NYK,NOP,NAN,True,
1628418,Thomas Bryant,IND,,,True,True
1641723,Kobe Bufkin,ATL,,,False,False
202692,Alec Burks,MIA,,,True,True
1630215,Jared Butler,PHI,,,False,False
202710,Jimmy Butler III,GSW,DET,DAY-TO-DAY,False,False
1641824,Matas Buzelis,CHI,,,False,False
1631288,Jamal Cain,NOP,,,False,False
203484,Kentavious Caldwell-Pope,MEM,LAL,DAY-TO-DAY,False,False
1641739,Toumani Camara,POR,PHX,NAN,True,
203991,Clint Capela,HOU,GSW,NAN,False,False
1642382,Branden Carlson,OKC,,,False,False
1642267,Bub Carrington,WAS,UTA,NAN,True,
1642269,Devin Carter,SAC,,,True,True
1628975,Jevon Carter,CHI,,,False,False
1628976,Wendell Carter Jr.,ORL,,,False,False
1630618,D.J. Carton,TOR,,,True,True
1627936,Alex Caruso,OKC,NYK,OUT,False,False
1642264,Stephon Castle,SAS,,,True,True
1630658,Colin Castleton,TOR,,,True,True
1630577,Julian Champagnie,SAS,,,True,True
1630551,Justin Champagnie,WAS,,,True,True
1642279,Ulrich Chomche,TOR,,,True,True
1642353,Cam Christie,LAC,,,True,True
1631108,Max Christie,DAL,,,True,True
1630528,Josh Christopher,MIA,,,True,True
1631321,Sidy Cissoko,POR,,,True,True
1641740,Jaylen Clark,MIN,,,True,True
1629634,Brandon Clarke,MEM,LAL,OUT,False,False
203903,Jordan Clarkson,NYK,,,True,True
1629651,Nic Claxton,BKN,,,True,True
1642270,Donovan Clingan,POR,,,True,True
1641730,Noah Clowney,BKN,,,True,True
1629599,Amir Coffey,MIL,,,True,True
1642268,Isaiah Collier,UTA,TOR,OUT,False,False
1628381,John Collins,LAC,,,True,True
1641879,Yuri Collins,GSW,,,False,False
1628380,Zach Collins,CHI,BKN,OUT,False,False
201144,Mike Conley,MIN,MIA,DAY-TO-DAY,True,True
1626192,Pat Connaughton,MIL,,,True,True
1641731,Bilal Coulibaly,WAS,UTA,OUT,True,False
1641741,Ricky Council IV,PHI,,,False,False
1628470,Torrey Craig,BOS,,,True,True
1642384,Isaiah Crawford,SAC,GSW,OUT,True,False
203109,Jae Crowder,SAC,,,True,True
1642385,Cui Cui,BKN,,,True,True
1630595,Cade Cunningham,DET,,,True,True
203552,Seth Curry,CHA,DET,NAN,True,
201939,Stephen Curry,GSW,,,False,False
1642359,Pacôme Dadiet,NYK,,,True,True
1630700,Dyson Daniels,ATL,,,False,False
1642368,N'Faly Dante,ATL,,,False,False
203076,Anthony Davis,DAL,,,True,True
1631098,Johnny Davis,WAS,,,True,True
1629056,Terence Davis,SAC,,,True,True
1631120,JD Davison,BOS,,,True,True
201942,DeMar DeRozan,SAC,POR,DAY-TO-DAY,True,True
1642484,RayJ Dennis,IND,,,True,True
1628978,Donte DiVincenzo,MIN,MIA,DAY-TO-DAY,True,True
1631217,Moussa Diabaté,CHA,,,True,True
1641711,Gradey Dick,TOR,SAS,NAN,True,
1631172,Ousmane Dieng,OKC,,,False,False
1642265,Rob Dillingham,MIN,MIL,DAY-TO-DAY,True,True
203915,Spencer Dinwiddie,DAL,,,True,True
1629029,Luka Dončić,LAL,,,True,True
1629652,Luguentz Dort,OKC,NYK,DAY-TO-DAY,False,False
1630245,Ayo Dosunmu,CHI,CHA,NAN,False,False
1630288,Jeff Dowtin Jr.,PHI,,,False,False
1628408,PJ Dozier,MIN,,,True,True
203083,Andre Drummond,PHI,,,False,False
1630537,Chris Duarte,CHI,,,False,False
1642505,Alex Ducas,OKC,,,False,False
1630561,David Duke Jr.,SAS,,,True,True
1627739,Kris Dunn,LAC,,,True,True
1642346,Ryan Dunn,PHX,PHI,NAN,False,False
201142,Kevin Durant,HOU,GSW,NAN,False,False
1631105,Jalen Duren,DET,,,True,True
1631106,Tari Eason,HOU,GSW,NAN,False,False
1641744,Zach Edey,MEM,LAL,OUT,False,False
1630162,Anthony Edwards,MIN,MIA,DAY-TO-DAY,True,True
1642399,Jesse Edwards,MIN,,,True,True
1642348,Justin Edwards,PHI,ORL,DAY-TO-DAY,False,False
1630556,Kessler Edwards,DAL,,,True,True
1631165,Keon Ellis,SAC,,,True,True
203954,Joel Embiid,PHI,,,False,False
1630623,Tyson Etienne,BKN,,,True,True
1629234,Drew Eubanks,SAC,,,True,True
1641787,Tosan Evbuomwan,BKN,,,True,True
203957,Danté Exum,DAL,,,True,True
1628981,Bruno Fernando,TOR,,,True,True
1642271,Kyle Filipowski,UTA,,,False,False
1627827,Dorian Finney-Smith,LAL,GSW,OUT,True,False
1641745,Adam Flagler,OKC,SAC,NAN,False,False
1642280,Trentyn Flowers,LAC,,,True,True
1630201,Malachi Flynn,CHA,,,True,True
1631323,Simone Fontecchio,MIA,,,True,True
1628368,De'Aaron Fox,SAS,SAC,OUT,True,False
1642402,Enrique Freeman,IND,,,True,True
1628365,Markelle Fultz,SAC,,,True,True
1642277,Johnny Furphy,IND,HOU,DAY-TO-DAY,True,True
1629655,Daniel Gafford,DAL,CLE,OUT,True,False
1629636,Darius Garland,CLE,CHI,OUT,True,False
1630585,Marcus Garrett,CHA,,,True,True
1630568,Luka Garza,BOS,ATL,DAY-TO-DAY,True,True
1641718,Keyonte George,UTA,,,False,False
1642273,Kyshawn George,WAS,,,True,True
202331,Paul George,PHI,ORL,OUT,False,False
201959,Taj Gibson,CHA,,,True,True
1630581,Josh Giddey,CHI,,,False,False
1628983,Shai Gilgeous-Alexander,OKC,,,False,False
1630264,Anthony Gill,WAS,,,True,True
1631221,Collin Gillespie,PHX,,,False,False
203497,Rudy Gobert,MIN,MIA,DAY-TO-DAY,True,True
1630692,Jordan Goodwin,PHX,,,False,False
203932,Aaron Gordon,DEN,DAL,DAY-TO-DAY,False,False
201569,Eric Gordon,PHI,,,False,False
1641789,Jazian Gortman,DAL,,,True,True
203924,Jerami Grant,POR,,,True,True
1631260,AJ Green,MIL,,,True,True
203110,Draymond Green,GSW,DET,NAN,False,False
1630224,Jalen Green,HOU,PHI,OUT,False,False
1629750,Javonte Green,DET,,,True,True
201145,Jeff Green,HOU,,,False,False
