date,home_tri,away_tri,home_pts,visitor_pts
2026-01-01,BKN,HOU,96,120
2026-01-01,DET,MIA,112,118
2026-01-01,DAL,PHI,108,123
2026-01-01,SAC,BOS,106,120
2026-01-01,LAC,UTA,118,101
