date,home_team,visitor_team,h1_total,q1_total,q2_total,q3_total,q4_total,h1_spread,h1_home_spread_price,h1_away_spread_price,q1_spread,q1_home_spread_price,q1_away_spread_price,q2_spread,q2_home_spread_price,q2_away_spread_price,q3_spread,q3_home_spread_price,q3_away_spread_price,q4_spread,q4_home_spread_price,q4_away_spread_price
2026-02-21,Phoenix Suns,Orlando Magic,111.5,57.0,55.0,54.5,51.5,-1.0,-110,-110,-0.5,-110,-110,-0.5,-110,-110,-1.5,110.0,-130.0,-1.5,120,-140.0
2026-02-21,New Orleans Pelicans,Philadelphia 76ers,120.5,61.0,59.5,58.5,55.5,1.5,-110,-110,1.0,-115,-105,1.0,-115,-105,1.5,-120.0,,1.5,-125,105.0
2026-02-21,Chicago Bulls,Detroit Pistons,120.0,60.5,59.5,58.5,55.5,6.0,-105,-115,3.0,-105,-115,3.0,-110,-110,2.5,-105.0,-115.0,2.5,-120,
2026-02-21,Miami Heat,Memphis Grizzlies,122.0,61.5,60.0,58.0,55.5,-7.0,-110,-110,-3.5,-110,-110,-3.5,-110,-110,-3.5,,-120.0,-1.5,-120,
2026-02-21,San Antonio Spurs,Sacramento Kings,118.5,60.0,58.5,57.5,54.5,-11.0,-110,-110,-6.0,-105,-115,-5.5,-105,-115,-4.5,-120.0,,-3.5,-115,-105.0
2026-02-21,New York Knicks,Houston Rockets,107.0,54.0,52.5,57.5,54.5,-2.0,-105,-115,-1.0,-110,-110,-1.0,-110,-110,-1.5,110.0,-130.0,-1.5,110,-130.0
