date,home_tri,away_tri,home_pts,visitor_pts
2026-03-07,MIN,ORL,92,119
2026-03-07,DET,BKN,105,107
2026-03-07,ATL,PHI,125,116
2026-03-07,MEM,LAC,120,123
2026-03-07,MIL,UTA,113,99
2026-03-07,OKC,GSW,104,97
