market,side,home,away,date,ev,price,implied_prob,edge,line,pred_margin,market_home_margin,pred_total,tier
ML,Sacramento Kings,Sacramento Kings,Houston Rockets,2026-01-11,1.0737487031967028,247.14285714285717,0.28806584362139914,,,,,,High
ATS,Sacramento Kings,Sacramento Kings,Houston Rockets,2026-01-11,0.3113882858783753,-115.0,0.5348837209302325,6.3425679206848145,6.5,-0.1574320793151855,-6.5,,High
TOTAL,Over,Sacramento Kings,Houston Rockets,2026-01-11,0.5976267692620073,-133.0,0.5708154506437768,21.645782470703125,205.5,,,227.14578247070312,High
ML,Milwaukee Bucks,Denver Nuggets,Milwaukee Bucks,2026-01-11,0.5912822496161385,290.7142857142857,0.25594149908592323,,,,,,High
ATS,Milwaukee Bucks,Denver Nuggets,Milwaukee Bucks,2026-01-11,0.02604908116764143,-180.0,0.6428571428571429,-4.93655800819397,4.5,-0.4365580081939697,4.5,,High
TOTAL,Over,Denver Nuggets,Milwaukee Bucks,2026-01-11,0.6574377863960862,-116.25,0.5375722543352601,19.709182739257812,212.5,,,232.2091827392578,High
ML,Golden State Warriors,Golden State Warriors,Atlanta Hawks,2026-01-11,0.5340870570262302,127.57142857142856,0.43942247332077844,,,,,,High
ATS,Golden State Warriors,Golden State Warriors,Atlanta Hawks,2026-01-11,0.3103987242882734,-122.0,0.5495495495495496,6.9986982345581055,2.5,4.4986982345581055,-2.5,,High
TOTAL,Under,Golden State Warriors,Atlanta Hawks,2026-01-11,-0.05727723269924717,-111.5,0.5271867612293144,0.1206817626953125,228.5,,,228.6206817626953,Low
ML,Washington Wizards,Phoenix Suns,Washington Wizards,2026-01-11,8.643146623638607,3300.0,0.029411764705882353,,,,,,High
ATS,Washington Wizards,Phoenix Suns,Washington Wizards,2026-01-11,0.7162487344842742,-110.0,0.5238095238095238,-15.309637069702148,22.5,7.190362930297852,22.5,,High
TOTAL,Over,Phoenix Suns,Washington Wizards,2026-01-11,0.32254269056349993,-115.0,0.5348837209302325,8.733184814453125,211.5,,,220.23318481445312,High
